,,□,建設業（総務担当）,受注量や販売量の動き,・第２四半期末で、受注はある程度確保できたが、特段良いというわけではない。,,
,,□,輸送業（営業担当）,取引先の様子,・季節商材の冬物衣料や家電、こたつ等の輸送量が、天候に左右され一時遅れたものの、ここに来て涼しくなり例年並みの輸送量を確保している。,,
,,□,通信業（経営者）,受注量や販売量の動き,・新規客の開拓が難しい。,,
,,□,金融業（調査担当）,取引先の様子,・企業の業況感は一進一退の状況が続いており、二極化もみられる。,,
,,□,金融業（経営企画担当）,取引先の様子,・海外からの観光客については、引き続き順調に推移しているが、米国を除く各国の景気動向に回復の兆しが見えてこないため、国内景気も足踏み状況が続いている。,,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・大型店の出店により市の周辺部のチラシ出稿量は伸びたが、市街地では減少している。衣料品の大型店では、長雨で気温が下がり、コート類の売上が早くも伸びて注目している。今月のチラシ出稿量は前年比97.6％である。,,
,,□,経営コンサルタント,取引先の様子,・各地の食関連や地域おこし、商店街等のイベントにそこそこの人出がある。景気の落ち着き感と共に若干のゆとりも見られ、消費が戻りつつあるようである。,,
,,□,司法書士,受注量や販売量の動き,・ほんの少し良いかとも思うが、変わらないと判断した。,,
,,□,社会保険労務士,取引先の様子,・小売業では売上が多少減少しているものの、利益はどうにか確保できているようである。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・引き合い、商談件数、受注量共に、増加傾向にある。客の投資意欲を感じる。,,
,,▲,食料品製造業（製造担当）,取引先の様子,・価格で受注先を選ぶようになり、40年近く取引していた相手でも３分の電話で断られる状況である。,,
,,▲,食料品製造業（営業統括）,受注量や販売量の動き,・秋の長雨や台風の影響により、近年には経験のない天候が続き、来客数、売上共に、例年より落ち込んでいる。,,
,,▲,不動産業（経営者）,競争相手の様子,・空室が多くあるが、新築物件は増え続けている。,,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・主要取引先の電話システム加工部品の受注がいまだに芳しくない。,,
,,×,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・国内で開かれた９月初旬の国際宝飾展では市況を反映し、来場客の減少が目立った。現物の売買は前年並みだったが、いまだ、相手先委託ブランド名製造の分野では受注が取れず結果的に前年比20％の下落である。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・現政権３年間で公共事業は順調に推移してきたが、今期は半年経過で、公共事業は前年比81％の発注と大変厳しい。当社の受注も前年比10％減であり経営が厳しく、今後の発注に期待せざるを得ない。10年以上続いた建設業不況の再来にならないよう願っている。より一層の経営努力も必要である。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,職業安定所（職員）,求人数の動き,・８月の月間有効求人数は、前年比6.8％増で増加傾向にあり、新規求人数も同9.5％の増加で、３か月ぶりの前年比増となっている。一方、８月の月間有効求職者数は、前年比1.2％減で、６か月連続の減少傾向である。こうしたことから、高い求人倍率が出ている。,,
,,□,人材派遣会社（営業担当）,雇用形態の様子,・求人案内が相変わらずで、企業先、条件等も同じである。人が足りないのか採用条件に問題があるのか、企業も求職者も考える必要がある。,,
,,□,人材派遣会社（支社長）,雇用形態の様子,・直接雇用とうたっていても、ふたを開ければ１年契約の契約社員が多い。紹介予定派遣であっても、登録スタッフは慎重になっている。,,
,,□,求人情報誌製作会社（経営者）,求人数の動き,・求人誌に掲載する企業数は前年比20％減である。掲載企業も求人募集をしても応募の少ない介護、医療、飲食店などが多い。,,
,,□,職業安定所（職員）,求人数の動き,・求人数は増えているものの、非正規求人が多い。,,
,,□,職業安定所（職員）,求職者数の動き,・新規求人数及び有効求人数は増加傾向を示しているが、前年同月比で８か月連続で減少していた求職者数も、わずかだが増加に転じている。,,
,,□,学校［専門学校］（副校長）,それ以外,・前年度に比べ高校生の求人数、求人企業、共に増えているが、工場での製造業務など職種に偏りがあり、求人数だけで景気の上昇は測れない。求人に関しては、例年に比べ活発な状況である。,,
,,▲,人材派遣会社（経営者）,求人数の動き,・台風などの天候不良から農作物の生産にも影響があり、青果物、衣料、小売、販売などが目立っている。少子化の影響もかなり出て来ており、今後も予測できない。,,
,,▲,人材派遣会社（経営者）,求人数の動き,・現状、求人数が少ないため、売上も下がっている。,,
,,▲,人材派遣会社（管理担当）,求人数の動き,・時給の高い求人が減少しており、採用人数を抑える傾向もある。一般的な時給の求人に変化はない。,,
,,×,＊,＊,＊,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",東京都,◎,商店街（代表者）,販売量の動き,・当地域になじみの深い人気長期連載漫画の連載終了に伴い、大勢の観光客が連日訪れており、作品に直接関係のない飲食店や物販店でも来客が増加している(東京都)。,,
,,○,一般小売店［傘］（店長）,販売量の動き,・天候に左右されるため、商品に動きがある。,,
,,○,スーパー（経営者）,お客様の様子,・仕掛けたものに対しては、きちんと反応がある。,,
,,○,衣料品専門店（統括）,来客数の動き,・気温の低下により、秋物の動き出しが早く、売上に貢献している。,,
,,○,家電量販店（統括）,単価の動き,・来客数は前年を上回っており、単価も前年を上回り始めている。世界の政治や経済に不安要素はあるが、夏商戦～半期決算にかけては、国内耐久消費は白物家電がけん引している。,,
,,○,乗用車販売店（店長）,販売量の動き,・決算期もあり、緩やかではあるが、販売量が増加しているように感じている。,,
,,○,乗用車販売店（総務担当）,販売量の動き,・決算月で販売量が多いため、収益が改善している。,,
,,○,一般レストラン（経営者）,来客数の動き,・来客数はやや増えているが、実際に店に来てくれる客はそれほど増加していない。店のスタッフの数は限られているため、なるべくケータリングなどレストラン外でも売るように心掛けており、売上が伸びてきている。,,
,,○,その他サービス［保険代理店］（経営者）,販売量の動き,・販売量がやや増加しているうえ、商品単価も上昇している。,,
,,○,設計事務所（経営者）,お客様の様子,・客からの紹介で、ユニバーサルデザインに関するリフォームの新規設計依頼が入ってきている。また、企業からも新しい物件の設計監修依頼がある。,,
,,○,設計事務所（経営者）,お客様の様子,・以前は相談だけで先に進まないことが大半だった民間のリフォーム相談が、小規模だが複数決まりそうである。景気の上向きというより偶発的な要素だと思うが、とりあえず明るい兆しである。,,
,,○,住宅販売会社（従業員）,販売量の動き,・販売量が例年より多い。,,
,東京都,□,商店街（代表者）,販売量の動き,・今年は天候が悪く、客の動きもかなり悪くなっている。例年は台風が過ぎた後は必ず好天になるのだが、今年は台風が過ぎた後も天候が悪く、大変な年になっている(東京都)。,,
,,□,一般小売店［和菓子］（経営者）,来客数の動き,・台風や大雨により来客数が激減し、売上がマイナスになったが、大口の注文が入ったため、前年並みくらいに持ち直している。,,
,,□,一般小売店［家電］（経理担当）,販売量の動き,・本来は当社の仕事ではないようなことも含め、いろいろな仕事が来ており、なんでも引き受けている。家電はそこそこ動きがある。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・非常に低迷している。購買意欲がないというか、印鑑需要が縮小しているのかもしれない。当店でそう感じるということは、おそらく他の印章店も同じだろう。通販のロボット彫刻はんこで十分に用が足りてしまっているのではないか。技術面より価格での評価になりつつあるように感じる。,,
,東京都,□,一般小売店［文房具］（経営者）,単価の動き,・今月は複数の台風の影響による天候不順で来客数が大きく落ち込んでいるが、客単価や購入点数は落ち込んでいないため、景気は決して下向きとはいえない(東京都)。,,
,,□,一般小売店［文具］（販売企画担当）,来客数の動き,・今月は台風や降雨等の天候不順が続いたこともあり、路面店では来客数が減少している。当社は文房具や紙製品等を扱っているため、路面店以外の店舗でも、来客数が減少している。外商は健闘したが、台風等の影響がやはり営業活動においても足かせとなっているようである。,,
,,□,一般小売店［茶］（営業担当）,販売量の動き,・今月後半になって涼しくなり自家需要も増えてきたが、ギフト需要はなく、売上、来客数共に前年を下回っている。,,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・相変わらず販売量が伸びず、展示販売会も代わり映えがしない。客の購買意欲も今一つの状況である(東京都)。,,
,東京都,□,百貨店（広報担当）,単価の動き,・食品や化粧品、雑貨などが伸び、購買点数は増えているが、宝飾時計や衣料品など比較的高単価なカテゴリは伸び悩んでいる(東京都)。,,
,東京都,□,百貨店（営業担当）,来客数の動き,・前月に引き続き、台風や気温上昇など外的要因による来客数の減少が売上高に大きく影響している。９月11日以降連日の降雨影響により、本格的な秋物商戦、とりわけ婦人衣料が苦戦を強いられている(東京都)。,,
,,□,百貨店（販売促進担当）,単価の動き,・４月以降前年を割っていた来客数は回復傾向にあるものの、購入単価の低下が見られ、客の消費に対する厳しい意識は継続している。,,
,東京都,□,百貨店（計画管理担当）,それ以外,・取引先の倒産やリストラによる店舗の撤退が続いており、百貨店の取引先の景気の悪さは続いている(東京都)。,,
,,□,百貨店（店長）,販売量の動き,・最近の先行き不透明感からくる状態の悪さに、台風や豪雨といった天候不順が加わり、厳しい１か月となっている。,,
,,□,百貨店（副店長）,お客様の様子,・９月は中旬以降の台風など天候の影響が大きく、紳士、婦人の衣料品、食料品の動きが非常に厳しいものの、婦人雑貨の化粧品は堅調に推移している。環境変化に左右され、客の消費行動は安定していない。,,
,東京都,□,百貨店（営業企画担当）,販売量の動き,・残暑や台風などの要因で、衣料品の販売が相変わらず良くない(東京都)。,,
,東京都,□,スーパー（販売担当）,単価の動き,・競合店との価格競争もあり、商品の平均単価が低下傾向にある。特に、ナショナルブランド商品などは競合店よりも必ず安い価格を打ち出していくので、商品単価が低下している分、客１人当たりの買上点数が前年を上回っても買上金額合計ではなかなか前年に届かない状況が続いている(東京都)。,,
,東京都,□,スーパー（店長）,販売量の動き,・単価は下落傾向にあるにもかかわらず、物量が増えてこない。余分な買物をせず、日々最低限の買物で済ませているように思える(東京都)。,,
,,□,スーパー（副店長）,単価の動き,・生活必需品は売れるが、高付加価値商品の動きは良くない。ポイント施策などの割引策に効果も見えるが、景気の好転は実感できていない。,,
,東京都,□,コンビニ（経営者）,来客数の動き,・来客数がやや減少している(東京都)。,,
,,□,コンビニ（経営者）,お客様の様子,・競合店が更に増加しているが、お手ごろで高付加価値商品の売上は低下することなく順調である。しかし、ドーナツ等の特徴のない商品は全く売上が伸びず、販売額ゼロの日もあり、明暗が分かれている。,,
,,□,コンビニ（経営者）,来客数の動き,・今月は雨が大変多く、いろいろな地域の行事も中止又は延期となり、毎年の恒例行事がカレンダー通りに行われないことが多々ある。そのような中、当店のスイーツやお弁当などについて、製造方法やおいしさの秘密などを長時間に渡り紹介するコマーシャルを兼ねたようなテレビ番組が結構あるお陰で、関連商品がいくらか売れている。,,
,,□,コンビニ（経営者）,販売量の動き,・今の景気が非常に良いということではないが、町でイベントがあると来客数が増え、買物をしてくれる客も増える。多くの店舗が同様の状態になっている。,,
,東京都,□,コンビニ（商品開発担当）,来客数の動き,・悪天候の日が多かったことも影響しているものの、依然として来客数の減少が続いている(東京都)。,,
,,□,衣料品専門店（経営者）,お客様の様子,・今月は雨や台風で来客数、売上共に減少している。夏物晩期のセールも台風で惨敗となり、夏物衣料を前年より多く持ち越している。,,
,,□,衣料品専門店（経営者）,お客様の様子,・秋物が動き出す大事な時期だが、天候不順で気温が高いため、秋物の購入意欲が乏しい。高齢者にとっては、先行きの生活不安など厳しい経済状況が続いている。,,
,,□,家電量販店（店長）,来客数の動き,・季節の端境期にあたり、来客数、売上共に鈍化傾向である。新型スマートフォンも発売されたが、けん引するまでには至っていない。,,
,東京都,□,家電量販店（経営企画担当）,単価の動き,・今月は、週末に来る台風の影響もあったが、当店を取り巻く景気の基調は変わっておらず、客単価、売上共に前年を下回っている(東京都)。,,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備と販売をやっている。整備は順調に入っているが、あまり販売が芳しくなく、前年度の２割減となっている。,,
,,□,乗用車販売店（経営者）,来客数の動き,・９月は上半期の締めにあたり、通常はチラシや広告の効果で来客数が増えるのだが、今年はあまり効果がない。,,
,,□,乗用車販売店（営業担当）,来客数の動き,・決算の関係もあるが、新型車が出たことは好調要因である。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・新店をオープンしたが、客は必要な物しか購入しない。価格を下げてもあまり動かない。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・販売量が前月と変わらない。,,
,東京都,□,その他専門店［貴金属］（経営企画担当）,それ以外,・客の様子、販売数量、単価など総合的に変化は見られないが、休日を中心に人の動きは活発になったように見受けられる(東京都)。,,
,東京都,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・台風上陸など天候不順も続き、消費行動が低迷している(東京都)。,,
,東京都,□,その他小売［生鮮魚介卸売］（営業）,単価の動き,・毎週のように台風が来ているので、仕入値が高くて商売しづらい(東京都)。,,
,東京都,□,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・新型ゲーム機が発売され、ハードは動きが活発だが、ソフトについては、９月単月としては前年比80％を割り込む非常に厳しい見通しである(東京都)。,,
,,□,その他小売［ショッピングセンター］（統括）,販売量の動き,・業種によって好不調が顕著になっている。映画は好調である一方、ファッション関係の店は紳士、婦人、ファミリー共に不調である。,,
,東京都,□,高級レストラン（副支配人）,来客数の動き,・法人関連の宴席利用及びレストランへの一般消費者の来店状況は、ほぼ前年並みである(東京都)。,,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・ここ３か月ほど、来客数、売上共にほぼ前年並みである(東京都)。,,
,東京都,□,一般レストラン（経営者）,それ以外,・一般営業としての水面下の大きな変化を感じる。スーパーの廃業の跡は、民泊とコインランドリーに変わった。地域性もあるが、少し予測不可能という状態である(東京都)。,,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の６月１～28日までの売上は前年比95.6％、来客数同98.7％である。９月１～28日までは同比で売上94.7％、来客数96.7％である(東京都)。,,
,,□,一般レストラン（スタッフ）,来客数の動き,・当店は焼き鳥店を３店やっている。１店舗は、球団が変わってから宣伝効果がとても良く、野球があるときは、以前の球団時代よりも客がたくさん入って来てすごく良い。もう１店舗も、人出が多いのですごく良い。本店は、無国籍のようになってしまっており、古い店も当店くらいで、全然良くない。,,
,東京都,□,その他飲食［居酒屋］（経営者）,競争相手の様子,・当店の売上自体は上がっているが、近隣店舗の売上を聞くと、前期とあまり変わっていない(東京都)。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・夏休みの反動と、先行き不安からの節約傾向が強く、また台風などの天候不順が続き、レストランは前年割れとなっている。宿泊については、大型学会開催に伴う受注などで高稼働が続いているが、単価が思うように伸びず、売上的には前年をやや下回る状況である。ホテル全体で伸び悩んでいることから、景気は停滞している。,,
,,□,旅行代理店（経営者）,販売量の動き,・様々な企画を立てているが、天候が悪く、客がそれに応じたところに出向くということがなくなってしまい、販売量の動きが少々悪い。,,
,東京都,□,旅行代理店（販売促進担当）,販売量の動き,・今月は、団体は良かったが、個人旅行が良くなく、トントンである。団体旅行は、海外、法人の落ち込みが大きかったが、それ以上に国内旅行が伸びている。個人旅行は、自社の企画が国内、海外共に20％以上の前年割れで、非常に厳しい状況が続いている(東京都)。,,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・海外渡航者の動向により、数字的に顕著な動きはない(東京都)。,,
,東京都,□,旅行代理店（営業担当）,販売量の動き,・販売量に大きな伸びが見られない(東京都)。,,
,東京都,□,タクシー運転手,来客数の動き,・終電が終わると人の動きがない(東京都)。,,
,,□,タクシー（団体役員）,来客数の動き,・今月は天候不順で利用客数が増加したが、大型連休により通常稼動日数が少ないため、１か月間で見ると変わらない。,,
,,□,通信会社（営業担当）,単価の動き,・付加価値を付けるより、通信料の世帯月額料金を下げたいと考える消費者の割合が高い傾向が続いている。,,
,東京都,□,通信会社（局長）,販売量の動き,・ケーブルテレビの契約状況はあまり芳しくなく、新型スマートフォン端末発売の影響で買い控えがあったあとの復調が緩やかで、関連商材が想定通りには伸びていない(東京都)。,,
,,□,通信会社（営業担当）,お客様の様子,・相変わらず新規加入、コース変更共に下位コースが選択される傾向にある。,,
,東京都,□,観光名所（職員）,来客数の動き,・３か月前は梅雨時期にあたり人員が伸びなかったが、９月に入っても雨、台風続きで伸びていないため、どちらとも言えない(東京都)。,,
,,□,ゴルフ場（企画担当）,来客数の動き,・９月は雨、台風が来客数に大きく影響しており、特に土日のキャンセルが多い。会員制ゴルフ場で、利用者の年齢層が高いこともある。,,
,,□,ゴルフ場（支配人）,来客数の動き,・ここ２～３か月の状況をみても、来客数、単価共に特に変化は感じられない。,,
,東京都,□,パチンコ店（経営者）,来客数の動き,・１日に何回か当店及びライバル店の来客数を確認するが、それほど変化がない(東京都)。,,
,,□,その他サービス［立体駐車場］（経営者）,来客数の動き,・地元の大型店舗が閉店するため、11月いっぱいは良い。,,
,東京都,□,その他サービス［電力］（経営者）,お客様の様子,・新築マンションは、若干遅れはあるものの予定どおり進んでいることから、電力もほぼ予定どおり受注できている(東京都)。,,
,,□,その他サービス［学習塾］（経営者）,お客様の様子,・市場での動きなどに特に変化は感じられない。,,
,東京都,□,設計事務所（職員）,それ以外,・特に変化はない(東京都)。,,
,,□,住宅販売会社（経営者）,販売量の動き,・当社は不動産デベロッパー業と総合建設業だが、当社が提供している一般サラリーマン向け住宅は、消費税増税後、物価は上昇しているものの給料が上がらず、実質の可処分所得が下がっているため、全く売れない。都内の１億円を超える高級マンションは売れているようだが、一般サラリーマン向け住宅が売れれば、経済波及効果は大きいので、そのための景気対策をぜひお願いしたい。一方で、総合建設業は、工事原価が上昇しているため、公共工事等を多く受注しても全く利益が出ない状態が続いている。,,
,東京都,□,住宅販売会社（従業員）,販売量の動き,・注文住宅の高価格帯商品は安定しているが、全体的には前年比10％弱マイナスである。ユーザーは低金利を意識しているものの、先行きの経済情勢をにらみ、購入の決断を先延ばししている傾向が感じられる(東京都)。,,
,,□,その他住宅［住宅管理・リフォーム］（経営者）,お客様の様子,・改修工事の話はあるが、大きな増築や新築の話がない。小規模なものが多くなっている。,,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・建築資材の動きをみていると、季節要因を除くと上向く感じではない(東京都)。,,
,,▲,商店街（代表者）,販売量の動き,・来客数はそれほど減っていないが、買上客数がかなり減ってきている。他店との見比べ等により、客がかなりシビアな判断をしているようである。,,
,東京都,▲,商店街（代表者）,それ以外,・全体的な基調があまり良くないなかで、今夏の台風、長雨による天候不順の影響はかなり大きい。街への人出が減少し、飲食店を中心に前年比１割減である。中国の主要クレジットカード取扱高が激減していることから、中国経済減速も痛切に感じる(東京都)。,,
,,▲,一般小売店［家電］（経理担当）,来客数の動き,・年間を通して９月は売上が落ちる時期だが、今月は特に天候不順の影響で売上が悪い。最近は通信販売で購入する客も多く、近くの大型店以外にも競合店が増え、小売店は難しくなってきている。また、エアコンは例年より台数が減ったため、メーカーからの卸値も下がり、売上金額、台数共に減少している。,,
,東京都,▲,一般小売店［家具］（経営者）,来客数の動き,・景気が悪いというか、消費行動が変わってきて、小売店では一般客に商品を売ることが難しい時代になってきている。非常に景気が悪い(東京都)。,,
,,▲,一般小売店［祭用品］（経営者）,来客数の動き,・夏が過ぎ、祭りも減り、すっかり客足が途絶えている。,,
,,▲,百貨店（売場主任）,単価の動き,・富裕層から中間層まで、客単価が前年比94％と落ち込んでいる。また、好調であった化粧品も売上が５％ほど減少してきており、買い控え傾向がみられる。,,
,,▲,百貨店（総務担当）,お客様の様子,・客は目的を持って買物をする傾向が強く、無駄使いはしない。９月は降雨や気温の影響により衣料品を中心に伸び悩んだが、気候が安定してくれば定価品を中心に、もう少し良化するのではないか。,,
,,▲,百貨店（総務担当）,お客様の様子,・月間を通じ大型台風などの天候不順もあり、苦戦が続いている。館内での買い回りが悪く、目的買いの状況が続く。,,
,東京都,▲,百貨店（広報担当）,お客様の様子,・来客数は前年を超えているが、売上は前年を下回り、実際の購買に結びついていない。物産催事などはまだ健闘しているが、特に時計や高級衣料品が対象の催事では、売上が大きく前年割れとなっている。定価品の品目別では、主力である婦人衣料が最も苦戦しており、この状態が恒常化しつつある(東京都)。,,
,東京都,▲,百貨店（営業担当）,来客数の動き,・天候不順の影響も大きいが、とにかく来客数が少ない。婦人服にとっては、この秋物の状況は非常に厳しい(東京都)。,,
,東京都,▲,百貨店（営業担当）,来客数の動き,・台風上陸の報道が流れるなど、８月に続き天候に悩まされている。上得意先を対象とした企画イベントも来客数が減少しており、販売額は伸び悩んでいる。不要不急の商品に対し、消費者の財布のひもは固くなっている。特に、婦人服等アパレル関連の動きが非常に悪く、全体の数字を押し下げる要因となっている(東京都)。,,
,東京都,▲,百貨店（営業担当）,販売量の動き,・気温高、台風などの悪天候の影響もあり、衣料品中心に販売不振が続いている(東京都)。,,
,東京都,▲,百貨店（販売促進担当）,来客数の動き,・天候の影響もあり、秋冬物の動きが良くないため、客単価が下がり、売上も苦戦している(東京都)。,,
,,▲,百貨店（店長）,来客数の動き,・天候不順の影響もあり、衣料品テナントの動きが良くない。,,
,,▲,スーパー（経営者）,来客数の動き,・今月は雨が多いため、来客数が伸び悩んでいる。台風の影響で野菜や魚など、非常に品物が少ないことも影響している。,,
,,▲,スーパー（経営者）,競争相手の様子,・来客数が減少している。,,
,,▲,スーパー（総務担当）,お客様の様子,・今月は台風が複数来襲し、降雨日が前年より多かったため、来客数が若干前年を割っている。衣料品の不振も続いており、布団や寝具関係の売上の落ち込みも大きい。頻度性の低いものについては前年を下回るものが若干あるものの、日用品など頻度の高い商品については落ち込みが少ない。,,
,東京都,▲,スーパー（営業担当）,販売量の動き,・今月は天候不順により雨の日が前年よりも非常に多い。天候の影響が売上を大きく左右している(東京都)。,,
,,▲,スーパー（仕入担当）,来客数の動き,・前年度はプレミアム付商品券の使用により消費が喚起されたため、今年はその反動で前年を割っている。,,
,,▲,コンビニ（経営者）,販売量の動き,・今月は天候不順に加え、近隣の工事現場が減ったため、やや悪くなっている。,,
,,▲,コンビニ（経営者）,来客数の動き,・天候不順の影響もあるかと思うが、来客数がやや減少している。,,
,,▲,コンビニ（経営者）,来客数の動き,・天候不順の影響により、来客数が98.8％と前年割れしている。,,
,東京都,▲,コンビニ（エリア担当）,販売量の動き,・天候不順から客足が鈍くなっており、全体的な売上も減少している。客の低価格志向も強くなっている(東京都)。,,
,,▲,衣料品専門店（営業担当）,販売量の動き,・８月はかつてないほど最低な売上だったが、今月も変わることはなく、前年比75％で終わっている。台風や不景気の影響により、上昇する気配など一つも見られない。衣料品やぜいたく品などの売上が著しく悪い。残暑が厳しく、今後どのように推移するか分からない。,,
,東京都,▲,家電量販店（店員）,お客様の様子,・商品購入、買換え需要、新製品など含め話題性のある商品は動きがあるが、単価下落などにより小売業界自体の値引きも続く中、はっきりと景気が良いとはいえない(東京都)。,,
,東京都,▲,乗用車販売店（販売担当）,お客様の様子,・客の話によると、ここ数か月間、思ったほど輸送量は伸びていない。燃料価格が下落し、経営は楽になるかもしれないが、結果としてそれが悪影響を及ぼしているのではないかということである。東京オリンピックや東北復興などに関する掛け声だけはあるが、輸送量は実質的に動いていない。宅配便については安定しているようだが、大手が独占しており、一般的な貨物の動きは悪いため、中小企業の景気は良くないとのことである(東京都)。,,
,,▲,住関連専門店（統括）,販売量の動き,・集客や販促の活動をしているが、来客数、販売点数及び販売額の伸びがなかなか見込めない状況である。,,
,,▲,高級レストラン（経営者）,販売量の動き,・客単価、売上、来客数共に予想を下回り、前年比96％となっている。,,
,,▲,一般レストラン（経営者）,来客数の動き,・３か月前と比べ来客数が全く伸びず、売上が減少している。要因が分からないが、周囲の状況をみると同様の店舗が多い。,,
,東京都,▲,一般レストラン（経営者）,来客数の動き,・台風が多いため、宴会、個人客共に予約のキャンセルがかなり目立っている(東京都)。,,
,東京都,▲,一般レストラン（経営者）,来客数の動き,・当店だけ来客数が少ないのかと思い、周囲の店を見てみると、地域全体に客がいない。今月は人の流れがあまりない(東京都)。,,
,,▲,一般レストラン（経営者）,お客様の様子,・客から直接聞いた話によると、やはり週末以外はあまり外に出ないようである。,,
,東京都,▲,一般レストラン（経営者）,来客数の動き,・９月に入ってから天候が悪く、外出する人が減っている。天候によるところもあり、景気が悪いとは言い切れないが、飲食業界は前年度割れしている店舗が多い(東京都)。,,
,東京都,▲,その他飲食［給食・レストラン］（役員）,それ以外,・人件費の負担が増大しつつある。最低賃金の引上げに加え、人手不足による人材募集費用も前年比２～３倍に増大しているうえ、他社への移籍防止のための賃金引上げ等が労働集約業種の企業に重くのしかかりつつある。さらに、下期からは社会保険の適用拡大が施行されるため、今後も苦しい要員オペレーションを強いられる状態である(東京都)。,,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・９月の大型連休の日程が悪く、その影響で単価も前年を下回っている。,,
,東京都,▲,旅行代理店（従業員）,お客様の様子,・伊勢志摩サミットやリオデジャネイロオリンピック、パラリンピックが終了し、年内は他に大型案件が見つからない(東京都)。,,
,東京都,▲,旅行代理店（従業員）,お客様の様子,・10名に満たない小さな団体問い合わせの割合が増えているが、客からの見積依頼件数自体は減少が続いている(東京都)。,,
,,▲,タクシー運転手,お客様の様子,・客があまり景気の良い話をしない。,,
,東京都,▲,タクシー運転手,それ以外,・温暖化の影響か、日本列島は台風の通り道になったようである。各地で最悪の被害が出たが、首都圏も少なからず影響を受けた。天候不順で雨が多いためか、夕刻から客足が早く引けて、深夜の利用客が少ない(東京都)。,,
,東京都,▲,タクシー運転手,お客様の様子,・客の活気を感じず、良く言えば安定、悪く言えば失望という感じである(東京都)。,,
,東京都,▲,通信会社（経営者）,販売量の動き,・テレビ、インターネット、固定電話共に獲得数が予算を下回り、想定より解約が上振れし、純増が大きく予算未達となっている。一方で、電力やモバイルは訪問販売に力を入れ、単月ベースで予算をクリアしている(東京都)。,,
,,▲,通信会社（営業担当）,お客様の様子,・契約内容を見直し、より金額の安いプランを検討する客が増えてきている。,,
,東京都,▲,通信会社（営業担当）,販売量の動き,・客の住まいに訪問してサービスを案内のうえ、契約をもらっているが、すでに訪問し尽くしているため、マーケットが飽和状態である。訪問した客はすでにサービス説明を聞いたうえで契約していない方が多いため、契約件数が伸びない(東京都)。,,
,東京都,▲,通信会社（総務担当）,お客様の様子,・異常気象等により生鮮食料品の価格が高騰しており、そのあおりを受け、他の消費も若干落ち込んでいる(東京都)。,,
,,▲,ゴルフ場（従業員）,それ以外,・高齢化社会であり、先々の不安が解消されないと景気は良くならない。築地市場の豊洲移転問題など、行政への不信感も膨らんでいる。,,
,,▲,美容室（経営者）,来客数の動き,・不安定な天候が早く正常に戻ることを祈っている。,,
,,▲,設計事務所（経営者）,それ以外,・当社の決算期は６月末であり、決算の内容はまずまずだったが、新しい仕事に対する攻めについては、ややマイナス傾向にある。社員を増強しなくてはならないこと、営業面でいろいろと攻めていかなければならないことが考えられる。公共の建物だと指名を待つだけだが、公共以外の民間の仕事等に対しては、求人をし、自ら仕掛けていくことが大事である。,,
,東京都,▲,設計事務所（所長）,お客様の様子,・地価や工事費はやや上昇しているが、賃料は上がっていない。投資物件に関しては、事業的に採算がとれないため、やりにくくなっている(東京都)。,,
,,▲,設計事務所（所長）,競争相手の様子,・最近は改修ばかりで新築物件が非常に少なく、なかなか大変な状況である。客もそのあたりで事務所や店舗の建替え等をする傾向にない。,,
,,▲,住宅販売会社（従業員）,お客様の様子,・３か月前に比べ販売は順調だが、若干ピーク感があるように感じている。急激な落ち込みはないと思うが、やや下り坂になってきている。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・アパート建設の受注はこれまで好調であったが、貸家バブルということがいわれ始めた影響もあるのか、建設需要が下降気味である。,,
,,×,一般小売店［食料雑貨］（経営者）,競争相手の様子,・店舗過剰のため、以前のような売上を達成することは不可能である。,,
