,東京都,○,百貨店（営業企画担当）,お客様の様子,・初売りは２日前の大みそかから行列ができ、久しぶりの大盛況で、前年を大きく上回る売上を達成している。福袋は内容によって好評不評があったが、クリアランスへの顧客ニーズは強く、ハイエンドブランドは婦人、紳士とも好調、リビングではタオル、毛布など高額品が動いている。,,
,,○,コンビニ（経営者）,単価の動き,・客数も若干増えているが、やはりたばこの値上げの影響がなくなり、客単価がその分良くなっている。たばこ頼みが心配ではあるが、その他の物も若干良く、たばこがプラスになって客単価が上がり、売上が上がっている。,,
,東京都,○,コンビニ（エリア担当）,単価の動き,・高級弁当など、少し単価の高い物にも動きが出てきている。,,
,東京都,○,コンビニ（商品開発担当）,販売量の動き,・様々な企画に対する成果にまだ開きがあり、全体を通せばあまり変わっていない。,,
,,○,高級レストラン（副店長）,来客数の動き,・宴会予約の推移から、やや良くなっている。,,
,,○,旅行代理店（経営者）,来客数の動き,・お年玉の額が増えたようで、１月になってから高校生、大学生達の卒業旅行のような、小旅行ではあるがグループ旅行が増えてきている。予約も殺到しており、旅館側もそれなりの対応をしてくれる。その様子から見て、まだ疑問形ではあるが、景気が良いほうに向かっているように感じる。,,
,東京都,○,旅行代理店（営業担当）,お客様の様子,・前年度の同時期よりも申込が多い。,,
,,○,通信会社（局長）,販売量の動き,・携帯電話のレベルが高くなり、インターネットの加入にプラス効果が出てきている。,,
,,○,通信会社（営業担当）,販売量の動き,・同業他社との価格競争が激しいが、低価格サービスの投入により契約数は前年よりも増加している。,,
,,○,その他レジャー施設［アミューズメント］（店長）,単価の動き,・来客数の状況に変化はないが、両替機利用後の両替金使用率が100％を超えてきており、明らかにゲーム参加率が高まっている。,,
,東京都,○,設計事務所（職員）,それ以外,・業績は順調に推移している。,,
,,○,住宅販売会社（従業員）,販売量の動き,・３か月前は販売量が恥ずかしながらゼロだったので、やや良くなっている。前年１年間を通して、販売量ゼロは３か月前だけである。,,
,東京都,□,商店街（代表者）,それ以外,・年末から年初に掛けて、クレジットカードの取扱はとても良い。キャッシュレスの流れもあるが、過去２番目に良い数字であり、実質的な売上も良い。しかし、寒いこともあるが、一気に良くなるほど街に人があふれている感がない。,,
,東京都,□,一般小売店［文房具］（経営者）,来客数の動き,・学校が始まり試験が続くため、学用品等が出ており、その点では良い。,,
,東京都,□,一般小売店［衣料・雑貨］（経営者）,お客様の様子,・１月に入り、前年より人出がやや少なくなったような感じがする。寒波が続き厚物が良く売れており、値ごろ商品に集中している。売上は前年並みを確保できている。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・客の購買意欲が非常にない。当店の場合は必要品だが、どうしたのか客が少ない。,,
,東京都,□,一般小売店［米穀］（経営者）,それ以外,・年末の正月用もちは、のしもちは増えたがお供えもちは減少し、在庫をおやつで食べている。相変わらず寒いので灯油の注文は多く、ガソリンスタンドや巡回灯油屋が減った分の注文も多い。お米は相変わらず低調だが、これから小麦粉や大豆が値上がりするようなので、どんどん上がってお米にシフトして欲しい。,,
,,□,一般小売店［茶］（営業担当）,販売量の動き,・来客数は前年を維持しているが、今年は大口購入の客が減っており、前年に引き続き売上を落としてしまっている。,,
,東京都,□,一般小売店［茶］（営業担当）,お客様の様子,・お茶の売上自体は、前年同月を下回る月が続くと１か月か２か月は前年をクリアすることもある。状況は良くないが、景気下降をたまには回避している月がある。また、最近移転する会社が多く見受けられる。,,
,,□,百貨店（売場主任）,単価の動き,・クリアランスも一段落したが、まだ売上の中心はセールであり、買上率、客単価とも下がっている。節約志向は根強い。,,
,,□,百貨店（総務担当）,販売量の動き,・このところ、前年の売上額前後でほぼ推移している。,,
,,□,百貨店（総務担当）,来客数の動き,・来客数はほぼ横ばいである。目的買いが主であり、必要ない物や衝動買い等は見受けられない。先行きについて様子を見ている段階のようである。,,
,,□,百貨店（総務担当）,来客数の動き,・来客数、買上率の前年割れが続いており、主力の衣料品にも改善が見られない。,,
,東京都,□,百貨店（広報担当）,お客様の様子,・冬物雑貨がやや売れているが、若干の売上補填程度で本格的な売上回復ではない。近隣の同業他社を見ても、差異はあるが総じて前年売上に届いていないようである。この売上動向は当分続き、しばらくは客の買物動向に急激な変化は見られない。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・依然として価格訴求品でもまとめ買いが見られず、堅実な購買が続いている。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・今月は全体では良いものの、前半の好調に比べて後半の不振は予測を超えた落ち幅である。今後春物への移行も厳しく、また中国の物価上昇（工賃、素材の値上げ）もあり、悪い流れは断ち切れない。,,
,,□,百貨店（店長）,販売量の動き,・ファストファッションが浸透し、一段落したことで客の買い方が大きく変化し始めている。今までは単価が低い分３～４点のまとめ買いが多かったが、現状、単価は変わらず買上点数が１～２点になっている。今まで以上に買い方が慎重になっている。,,
,東京都,□,百貨店（営業企画担当）,販売量の動き,・気温が低い日が続き、コート類や防寒アイテムは堅調に推移しているが、全体を底上げするほどには至らない。,,
,,□,スーパー（経営者）,販売量の動き,・正月は比較的良かったが、やはりその後だんだん節約志向が顕在化し、厳しくなっている。毎年のことだが、今年は特にその傾向がある。,,
,東京都,□,スーパー（店長）,お客様の様子,・買物をしている様子を観察していると、１品を選ぶのに今まで以上に時間を掛けている。同じ１品を買うにしても、同様の商品と量目、価格を見比べている様子がかなりうかがえる。買物、出費に関して、より一層シビアになってきている。,,
,,□,スーパー（店長）,来客数の動き,・今月も客数が前年を大きく下回っており、直近では97.1％である。当然予算は未達だが、前年実績をクリアできず、前年同日比でも96～97％を推移している。客数が割れており、買上点数、単価も伸び悩んでいるため、前年水準に追い付いていない。,,
,,□,スーパー（店長）,競争相手の様子,・競合店においては企画、イベント等の販売形態は大分薄れており、価格前面、チラシ広告、目玉商品等の店頭販売が目立つ。,,
,,□,スーパー（総務担当）,お客様の様子,・来客数の下げ止まりが一段落し、３か月前に比べて落ち込みは少なくなり、逆に増加傾向にあるように思う。１月に入って寒くなったが、冬物の単価がもう下がっており、売上自体が平均して落ちている。また、初売り等においては、百貨店では福袋等が良かったようだが、スーパーでは福袋等が非常に良くなかった状況で、売上的には３か月前と変わらない。,,
,東京都,□,スーパー（営業担当）,単価の動き,・客数、販売量は前年並みだが、単価減の分、苦戦中である。,,
,,□,スーパー（仕入担当）,販売量の動き,・気温低下に伴い冬物商材が徐々に売れてきているが、単価の下落により、前年と同数を販売しても売上が満たない状況が続いている。,,
,,□,スーパー（ネット宅配担当）,販売量の動き,・客数と単価に変動はない。年末年始の商材については、高品質の物も内容量を少なくして買いやすい価格帯の物が多く、良く売れている。節分の恵方巻の予約も順調に推移しており、イベント性の高い企画については、客の反応はすこぶる良い。,,
,,□,コンビニ（経営者）,単価の動き,・商品単価の高めな高級総菜と、100円均一の手ごろな総菜はともに売上が伸び、客が使い分けているのが分かる。豊かさを求めつつも無駄をしない客が増え、結果、売上は横ばいである。,,
,東京都,□,コンビニ（経営者）,来客数の動き,・客数は３か月前よりは上向きになってきているが、単価が低く、厳しい状況である。,,
,,□,衣料品専門店（経営者）,販売量の動き,・１月に入って寒い日が続いており、気温が高かった12月には良くなかった防寒衣料を中心に、前年を全て超えている。今月は良い状況である。,,
,,□,衣料品専門店（営業担当）,来客数の動き,・例年より寒さが厳しい日が続いており、来客が少ない。特に年配客の来店が少ないようである。,,
,,□,乗用車販売店（経営者）,販売量の動き,・整備は順調に入っているが、販売があまり芳しくなく、平年の３割減となっている。,,
,,□,乗用車販売店（営業担当）,単価の動き,・台数は出るものの、高額車種の販売が低迷している。,,
,,□,乗用車販売店（総務担当）,販売量の動き,・３か月前と比べると少しは良くなってきている。販売台数は前年比80％強で推移しているが、電気自動車の登録が３か月後になってしまい、新型車についても今一つ伸びない。,,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・日本国土の輸送の８割は、営業ナンバーのトラックである。円高・デフレ対応のための緊急経済対策を受けて、営業ナンバー用に低公害車普及促進対策費補助金がまた復活したが、燃料は上がり、運賃は下がり、人件費も若干ながら高騰しているという状況の中で、新たな補助金をもらっても設備投資ができないと客は話している。先行きはまだ不透明で、景気は良くなっていない。,,
,東京都,□,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・年末商戦も終了し、年始は想定どおりのスタートである。前年割れの傾向は引き続き変わらない。,,
,,□,その他小売［ショッピングセンター］（統括）,単価の動き,・衣料品等は、紳士服、婦人服、ファミリー衣料とも客単価が依然下がっている。平日の来客数はなかなか厳しい。土日祝日の特売日には来場者は増えているが、目的買いの単品買いが多く、なかなかまとめ買いにつながっていない。,,
,東京都,□,一般レストラン（経営者）,来客数の動き,・前月23日までは、前年比で客数は97.4％、売上は98.9％であった。今月は24日時点で客数94.6％、売上は98.2％である。,,
,,□,一般レストラン（経営者）,販売量の動き,・客自体が全く少なくなってしまっている。当店だけではなく町の周辺、近隣の店舗を含めて全体的に極端に減っている状態で、大変厳しくなってきている。確かに不景気ではあるが、極端に悪い状態は変わらない。,,
,東京都,□,一般レストラン（店長）,来客数の動き,・正月でお金を使ってしまったのか、常連も来る回数が減っている。毎日来ていた客が１日おき、１週間に１度来ていた客が２週間に１回といったように、皆、来店間隔が延びていっている。,,
,東京都,□,スナック（経営者）,来客数の動き,・今月は特に寒かったせいか、出足が少し遅く、帰りが少し早いという状態が続いている。２月になったらまた変わると思うが、寒さが関係する。,,
,,□,都市型ホテル（支配人）,販売量の動き,・販売量の動きは、前年と変わらない。,,
,東京都,□,旅行代理店（支店長）,販売量の動き,・成田山の初詣客や七福神巡りなど、１月に多いツアーが例年以上に出ている。その反面、法人の旅行が前年と比べても少なくなっているので、トータルでは変わらない。,,
,,□,タクシー（団体役員）,お客様の様子,・年始は企業、団体等の賀詞交歓会や新年会などが行われ、それなりに人出はあるように見えたが、タクシー需要は伸びていない。特に深夜時間帯の利用客が少ない。,,
,東京都,□,通信会社（経営者）,販売量の動き,・テレビ、ネットの獲得数が、目標値に対して厳しい状況が続いている。電話は好調である。,,
,東京都,□,通信会社（営業推進担当）,販売量の動き,・家電エコポイント制度の導入により一時的に販売量は増えたものの、制度変更とともに停滞している。根本改善していないことを実感している。,,
,東京都,□,通信会社（支店長）,販売量の動き,・３か月前と比較して落ちているということはないが、人気商品の入荷の状況によって販売量が左右されている。,,
,,□,通信会社（営業担当）,販売量の動き,・解約数は相変わらず多いまま推移している。セット割引などを用いた新コースで獲得増を狙うも、芳しくない。,,
,東京都,□,通信会社（営業担当）,お客様の様子,・加入者の解約や空室が多い。,,
,東京都,□,通信会社（企画担当）,販売量の動き,・７月24日のテレビ完全デジタル化に向けて最終的な駆け込み需要があり、好調である。,,
,東京都,□,通信会社（総務担当）,お客様の様子,・有料チャンネルの解約に歯止めが掛からない状況にある。,,
,,□,ゴルフ練習場（従業員）,来客数の動き,・前月季節のイベントセールを行ったので販売量は落ちているが、来客数は前年並みを維持しているので、景気の状況としてはどちらとも言えない。,,
,東京都,□,パチンコ店（経営者）,来客数の動き,・以前は夕方６～８時ごろが客のピークであったが、その時間が遅くなっている。また、ピークの客が長い時間遊ばずにすぐに帰ってしまうようになっている。,,
,,□,その他レジャー施設［ホール］（支配人）,販売量の動き,・廉価な公演は当日券も含めてそれなりに購入があり、昨秋ほどひどくはないが、少し高額になれば選別が厳しく、一部好調なものもあるが、全体としては低迷している。前年末には復調傾向が見られたが、販促活動を強化しながら経過を見るしかなさそうである。,,
,東京都,□,その他レジャー施設（経営企画担当）,お客様の様子,・３月のプロスポーツ開幕に向けて徐々に関連商品、サービスに対する予約が入りつつある。しかし直近の状況としては、単価の上昇が容易ではないなか、稼働も伸び悩んでいる。,,
,,□,設計事務所（経営者）,それ以外,・身の回りを見ると、建設業関係は非常に悪い。行政の仕事を入札で行っているので現在は仕事があるが、これからの仕事に対する方向性が全く見えない。,,
,,□,設計事務所（所長）,お客様の様子,・先行きが不安定なことから、具体化するのに時間が掛かる。,,
,,□,住宅販売会社（従業員）,販売量の動き,・マンション販売の来客数、契約数は横ばいである。,,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・販売量はリーマンショック以降伸び悩んできたが、それがある程度は戻ったところで、今また停滞している。,,
,,▲,商店街（代表者）,販売量の動き,・商店街を通る人の数も少し減ったように思うが、やはり入店率が悪くなってきている。また、入店した客への販売がスムーズにいっていない。単価も若干下がってきている。,,
,東京都,▲,商店街（代表者）,販売量の動き,・例年以上の寒さや、中規模スーパーの住宅地への無分別な出店競争により、既存商店街への客足が激減している。,,
,東京都,▲,一般小売店［家電］（経営者）,販売量の動き,・11月でエコポイント対象外となった物や、今月からの新たな申請方法変更等で、購買意欲がどんどん下がっている。,,
,東京都,▲,一般小売店［家具］（経営者）,販売量の動き,・年明けは６日から店を開けたが、開けた当時は来客数が多かったものの、その後10日過ぎからぱたっと客が来なくなっている。売上も非常に落ちている。,,
,,▲,一般小売店［祭用品］（経営者）,来客数の動き,・年が明け、周りを見てもまだ景気の悪さが目立ち、来客も増えない。,,
,,▲,一般小売店［酒類］（経営者）,それ以外,・来客もほとんど無い。配送の運転手に聞いても、どの店も品数が少ないという話である。借家の業務店では廃業が増えている。,,
,,▲,スーパー（仕入担当）,販売量の動き,・越年してますます不況感が高まっている。買上点数減少で客単価が低下しており、売上は前年を多少割っている。,,
,東京都,▲,コンビニ（経営者）,来客数の動き,・販売量も落ちている。寒さの影響も多少ある。,,
,,▲,コンビニ（経営者）,来客数の動き,・政治的にも社会的にも大変な閉そく感が漂い、将来的な不安を皆感じているため、財布のひもは固い。,,
,,▲,コンビニ（店長）,販売量の動き,・一例として、菓子パンは今月の売上、販売量の戻りが例年より遅い。,,
,,▲,衣料品専門店（営業担当）,販売量の動き,・今年の冬は急に寒くなったが、慌ててダウンジャケットを買うわけでもなく、この先冬は短いので前年の物を引っ張り出して着ている。最終見切りを待っている客もいる。今月の売上は前年比95％となっている。,,
,,▲,家電量販店（店員）,単価の動き,・パソコン業界では年々、単価が極端に安くなっている。パーツ市場で、高単価パーツが一般消費者に手の届く金額で手に入るためである。,,
,,▲,住関連専門店（統括）,販売量の動き,・来客数も少ないが、それに伴って販売量も全然伸びずに推移している。,,
,,▲,その他専門店［ドラッグストア］（経営者）,販売量の動き,・年末年始の盛り上がりはそこそこあったものの、年末に比べて数字が追い付かない。年々、まとめ買いをせず、ランクを落として買う傾向が顕著になってきている。,,
,,▲,一般レストラン（経営者）,来客数の動き,・３か月前と比べると、やはり客数もかなり減っている。特にレストランに食べに来る客は少なくなっており、寒いせいもあると思うが、客足はかなり悪くなっている。,,
,,▲,一般レストラン（スタッフ）,来客数の動き,・基本的には悪いが、当店は長年やっている所で良い物を出しているので、良くはないがさほど落ちてもいない。場所によって、人が流れてくる良い場所は少し上がっているが、他の所は前年比をやっと維持しているか少し落ちているぐらいである。全体的には全く動きがなく、周りの景気自体が全然良くないために、雰囲気も暗い。,,
,東京都,▲,旅行代理店（従業員）,お客様の様子,・国内の団体旅行の問い合わせ件数が少ない。また、問い合わせだけで受注に至るまでの件数が減っている。,,
,東京都,▲,タクシー運転手,お客様の様子,・12月が若干は上向き加減でこのまま上昇するかと思ったが、今月はまた元に戻り、ややマイナス方向に動いている。天候が悪かったり寒い場合はやはり利用者が多いが、それ以外は依然として節約志向のようである。飲み屋等でも非常に安い値段で、値下げ競争をしている。,,
,,▲,通信会社（経営者）,お客様の様子,・予算決定までの時間がかなり長く掛かっている。また、決定予算が縮小されるケースが多くなっている。,,
,,▲,通信会社（営業担当）,販売量の動き,・テレビのデジタル放送対策が進み、特に戸建についてはテレビ多チャンネルサービスの契約数が減少傾向にある。,,
,東京都,▲,観光名所（職員）,来客数の動き,・客は来るがお金を使わず、落としていかない傾向で、悪くなっている。,,
,,▲,遊園地（職員）,お客様の様子,・寒波の影響もあるとは思うが、客足が伸びず、出控え傾向が見られる。,,
,,▲,ゴルフ場（支配人）,来客数の動き,・当クラブでは来場者の60％がメンバーで、残りの40％がゲストだが、その40％のゲストの来場者数が今年に入って減少し続けている。,,
,,▲,美容室（経営者）,来客数の動き,・寒さのため、客の来るサイクルが鈍っている。,,
,東京都,▲,その他サービス［福祉輸送］（経営者）,単価の動き,・全体的な需要が停滞しているなかで、競合が激しくなってきている。内需に関しては価格が下がり、また更に下がり始めているという状況である。　,,
,,▲,その他サービス［保険代理店］（経営者）,単価の動き,・若年層を中心に、より安価なものと質より安さを選択する傾向にある。あってもなくてもあまり変わらないオプションは選ばない。,,
,東京都,▲,住宅販売会社（従業員）,販売量の動き,・新築の受注状況は年が明けても相変わらず鈍い状況である。エコポイントの利用件数は増えているものの、基本的な新築棟数自体は増えていない。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・契約が減っている。,,
,,×,商店街（代表者）,お客様の様子,・客の入りが非常に悪く、全体的に客単価も下がっている。気温のせいかと思うが、なかなか外に客が出てこないため、客入りが鈍い。,,
,,×,商店街（代表者）,販売量の動き,・決算は黒字なのに、経費は３割削減である。余分な出費を抑えて黒字決算にしており、これでは購買力は増えない。,,
,,×,一般小売店［和菓子］（経営者）,販売量の動き,・今年は正月休みが短かったせいか、年始の需要があまり良くない。,,
,,×,一般小売店［家電］（経理担当）,販売量の動き,・３か月前はエコポイントの条件が変わる時期であり、需要が多かった。商品はぽつぽつと動いてはいるが、そのころに比べると悪い。,,
,,×,一般小売店［靴・履物］（店長）,来客数の動き,・前に比べて景気が悪くなっており、中心商店街全体の活気は大分落ちている。寒さのせいと言いたいが、それにしても非常に落ちている。ショッピングセンターはどうなのか分からないが、街中は無茶苦茶な状態である。,,
,,×,一般小売店［文具］（販売企画担当）,来客数の動き,・店頭は来客数が前年よりも減少しており、外商は物件数が減少している。,,
,,×,百貨店（総務担当）,販売量の動き,・小売業は、売上の額がいかないと経費もまかなえないのが現実である。少子高齢化、政治経済の不安定なマイナス材料が多すぎるのが一番の原因である。,,
,,×,衣料品専門店（経営者）,お客様の様子,・冬のバーゲン一色の月なので客単価は上がっているが、買える人と買えない人の差がはっきりしてきている。全体的に売上は前年と変わらず、なかなか良い方向には向かっていない。,,
,,×,衣料品専門店（経営者）,お客様の様子,・来客数が少なくなり、商店街全体でも通行量が大幅に減っている。特に夕方以降は更に少なく、苦戦している。閑散としているため、冬物セールも盛り上がらずにいる。入店しても価格にシビアで、特別欲しい物がないような行動である。,,
,東京都,×,家電量販店（経営者）,販売量の動き,・前年12月からのエコポイント半減の影響で、対象商品の売上減少が続いている。,,
,,×,家電量販店（統括）,販売量の動き,・エコポイント３商品の販売台数の影響が非常に大きく、全体の構成比が大きい。,,
,東京都,×,その他小売［生鮮魚介卸売］（営業）,販売量の動き,・デフレ傾向が加速している。,,
,東京都,×,タクシー運転手,それ以外,・年が明けて気温の低下とともに景気も冷え切った感である。都心の客待ちタクシーの空車列は今までにない様相を呈しており、所轄の警察は110番通報で二重駐車の待機列を何度も何度も排除するのに業を煮やしている。数か月前に供給過剰を是正するようにタクシー適正化・活性化法ができたが、これでは限界がある。タクシー事業法等の法律で厳正に減車をしないと、混乱が起きる。,,
,,×,タクシー運転手,販売量の動き,・タクシーの総売上、配車依頼数も落ちているため、悪くなっている。また、小さい小売店、飲食店が閉店している。,,
,東京都,×,設計事務所（所長）,お客様の様子,・年始回りをしたところ、本年度の抱負や新しいことへの言葉もなく、皆ただ単に挨拶のみで、厳しい年との話だけである。,,
,,×,住宅販売会社（経営者）,単価の動き,・当社は不動産デベロッパー業と総合建設業だが、戸建の分譲住宅に関しては売行きが良くなってきている。価格が安くなっているほか、まだ政府の住宅取得の支援策が効いている。その主なものとしては、住宅ローン減税、贈与税非課税措置、相続時精算課税制度の特例、長期優良住宅の特例、住宅エコポイント、フラット35Ｓの金利大幅引き下げ等である。しかし、公共工事に関しては新政権になってから激減しており、全く先が見えない状態が続いている。,,
,,×,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約70％である。３か月前と比べて販売量は明らかに落ち込み、景気は悪くなっている。当社はショッピングセンター内に店舗があるために年中無休で営業をしているが、例年に比べ来場者数、販売量ともに落ち込んでいる。,,
"企業
動向
関連

(南関東)",,◎,－,－,－,,
,東京都,○,出版・印刷・同関連産業（経営者）,取引先の様子,・今月から２～３か月は官公庁の年度末関連の仕事が増加することになるので、やや上向いている。,,
,東京都,○,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・印鑑、ゴム印、印刷の仕事をしているが、今月は法人、個人ともにやや上向きの数字が出てきている。特に、個人の印鑑は、例年の月の1.5倍くらいの量の受注がある。,,
,東京都,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・前年夏以降から少しずつではあるが、前年比で毎月売上が上回って来ている。金額は少ないが前年を下回らないということは、精神的に安心感を抱かせてくれる。,,
,東京都,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・今月になってからやや引き合いが増加している。そのうち取引を契約するのは２割方増えている感じであり、引き合いは活発なので、期待ができる。,,
,東京都,○,通信業（広報担当）,受注量や販売量の動き,・１月は12月を若干下回るレベルで推移しているが、10月を底にした改善の動きが続いている。,,
,東京都,○,その他サービス業［映像制作］（経営者）,受注量や販売量の動き,・新年に入り、受注が増大している。年末に受注を延ばされていたものの発注だと思うが、今後継続するかどうかは読めない。,,
,東京都,○,その他サービス業［ソフト開発］（経営者）,受注量や販売量の動き,・若干ではあるが案件が増えたようである。,,
,,○,その他サービス業［廃棄物処理］（経営者）,受注量や販売量の動き,・「悪い」が「やや悪い」に移行した感じで、前年同期比でわずかではあるが回復傾向にある。回復してきている取引先もちらほら見受けられる。,,
,東京都,○,その他非製造業［商社］（営業担当）,取引先の様子,・来期の予算計画に対して前向きな話が多いため、やや良くなっている。,,
,,□,出版・印刷・同関連産業（経営者）,受注価格や販売価格の動き,・この時期は役所関係の入札が多くあるが、皆取りたくて前回より安い価格で落札してくる。利幅があるという話ではなく、これでできるのかと首をひねるような価格になってきている。,,
,,□,出版・印刷・同関連産業（所長）,受注量や販売量の動き,・年明けの１月は、例年、仕事の案件があまり活発ではないので判断しづらい状況だが、現状は前年より若干少ない受注量で推移しているため、変化は見えない。,,
,,□,プラスチック製品製造業（経営者）,受注量や販売量の動き,・相対的に大きな変化はないが、顧客により景気の良し悪しが見られる。化粧品容器と医療品容器の間で受注量の一進一退が続いている。,,
,,□,金属製品製造業（経営者）,取引先の様子,・得意先によって上向きの所と下向きの所があるが、中国向けのラインは忙しいが、国内向けのラインは暇である。中国向けは現地生産化が進んでいるため、得意先は人を採用しようとしない。短期的な忙しさと考えているようで、この考えは３か月前も今も同じである。,,
,,□,金属製品製造業（経営者）,取引先の様子,・得意先の新年度計画がはっきりしないので、大きくは変わらない。,,
,東京都,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・良くなる気配は今のところないが、少し明るさが見えてきた気がする。,,
,,□,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・少し良くなったという業者はいない。この約１年くらいやや悪い状態が続いており、いつ浮上するのか分からない。円も高いし、良い材料がそろわないので、今のところ分からない。,,
,,□,その他製造業［鞄］（経営者）,取引先の様子,・得意先の材料屋は、このところ悪い悪いと言いながら１年２年とたっている。そういった中でなんとかやり繰りをしているというレベルで、定着している。,,
,東京都,□,その他製造業［化粧品］（営業担当）,受注量や販売量の動き,・世の中的には良くなりつつあるという話もあるが、販売先からは依然厳しい状況が続いているとの声が多いため、変わらない。,,
,,□,輸送業（経営者）,取引先の様子,・毎日が日替わりのような状況で、良くなったかと思うと途端に仕事が止まって、また最悪な状況がきたりしている。何とも言うことができない。,,
,,□,金融業（役員）,取引先の様子,・月々の返済金額軽減の申込や金利の引き下げの申込が年末、年を越した現在も相当数、相談が持ち掛けられている。この点から、足元景気はかなり厳しい。,,
,東京都,□,金融業（支店長）,受注量や販売量の動き,・客の様子だが、受注量がまだ上がってきていない。建設関係は建物、建売等が売れていないし、販売の期間が長くなっている。自動車関連の販売は、補助金が終わった途端にやはり落ち込んでいる。全体の消費がまだ低いということで、景気は変わっていない。,,
,東京都,□,不動産業（経営者）,競争相手の様子,・新築なら完成までに契約済となるのが定番だったが、駅から近い新築賃貸物件でも６部屋のうち１部屋しか申込がない。賃貸業務は厳しいようである。,,
,東京都,□,不動産業（総務担当）,取引先の様子,・オフィス空室率が一向に改善しない。商業テナントも客の入りが悪くて苦戦しているようである。オフィスの賃料に、貸す側と借り手側のギャップが大きくなっている。,,
,東京都,□,広告代理店（営業担当）,取引先の様子,・取引先の宣伝予算の変動が特に見られないため、変わらない。,,
,,□,経営コンサルタント,取引先の様子,・１月になってもあまり客数の落ちない取引先がある。,,
,,□,税理士,取引先の様子,・政府の消費税増税路線を受け、消費は相変わらず低迷し、購買意欲はわかないようである。,,
,東京都,□,経営コンサルタント,取引先の様子,・低調なまま推移している。,,
,,□,経営コンサルタント,取引先の様子,・中高年女性の客が半分以上を占めるカラオケ、スナックの経営状況は、客数は依然として元に戻っていない。さらに最近、グループ客の割合が減ってきている。客の話では、皆財布のひもを引き締めているので、友人を誘うことをちゅうちょしてしまうようである。生活者にこうした意識が浸透している。,,
,東京都,□,社会保険労務士,取引先の様子,・返済不要の助成金に興味のある会社が増えている。,,
,東京都,□,税理士,取引先の様子,・会計事務所をやっており、顧問先はいろいろな業種がある。例えば中古書籍、中古ＣＤ、ゲーム機を売っている所は、ずっと売上が落ちてきている。中古商品の商売はこの時代だからすごく合っているかと思うが、そうではなく、すごく状況が悪いということが実態である。,,
,,□,その他サービス業［警備］（経営者）,取引先の様子,・前年11月ごろより、得意先の公共事業の仕事が年明けになっても変わらず続いている。３月ぐらいまで続く。,,
,東京都,□,その他サービス業［ビルメンテナンス］（経営者）,受注量や販売量の動き,・既存契約は維持しているが、新規契約がない。,,
,,□,その他サービス業［情報サービス］（従業員）,受注量や販売量の動き,・テレビのアナログ波停止まで半年となったこの時期においても、新築マンション、中古マンションともに、光によるインターネットやテレビを見るための環境構築に伴う設備投資が思うように進んでいない。これからの時代に光による環境構築が必要であることは分かっていても、設備投資に掛けるお金は最低限に絞りたいという客が多く、光の導入が思うように進んでいない状況である。,,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・前年11月から新しい客を取り込んだので売上が上がるかと思ったが、今までの客の品物が皆落ちてきたので、売上は良くない。補完する以上に落ちている。,,
,,▲,精密機械器具製造業（経営者）,受注量や販売量の動き,・12月、１月で約15％の受注減である。,,
,,▲,輸送用機械器具製造業（経営者）,受注価格や販売価格の動き,・このような厳しい状況にもかかわらず、コストダウン要請が来ている。,,
,,▲,建設業（経営者）,取引先の様子,・自動車関係は大分冷え切っているようで、減産が続き、他の職種も考え始めているようである。建築も新規物件が無く、官庁工事も前倒し発注とのことだが、来年度の事業が早くなるだけで来年度がまた苦しくなるようである。,,
,,▲,建設業（経理担当）,受注価格や販売価格の動き,・ここのところ見積による競争案件は受注ゼロの状態である。業者間で少ない工事の取り合いで、信じられない価格で他社が受注している。,,
,,▲,建設業（営業担当）,取引先の様子,・年度末に入り、業界の中では資材、人材の調達が不十分である。見積は最低限のみの金額なので、それらを引き込むには予算以上の金額でないと調達できない。,,
,東京都,▲,輸送業（経営者）,受注量や販売量の動き,・今年は例年よりも１日早く業務が開始され、期待をしていたが、毎月取扱量の多い日や曜日も普段と変わらない数量で、月を通して少量安定化といった感が強く、大変厳しい年明けとなっている。,,
,,▲,輸送業（総務担当）,取引先の様子,・荷主の出荷計画が全く不安定で予定が立たない。年度末に向かい、例年より大幅な減産で出荷量も激減している。,,
,東京都,▲,輸送業（所長）,受注量や販売量の動き,・今年に入り荷動きがあまり良くない。原因は特定できないが、前年同月で比べてみても落ちている。,,
,,▲,金融業（支店長）,取引先の様子,・返済猶予により資金繰りを安定化させている企業が多い。ただし円高デフレ状態は改善しておらず、業況は一向に上向かず、厳しい状況に変わりはない。,,
