,,□,不動産業（管理担当）,受注量や販売量の動き,・今月は清掃のスポット業務が例年並みにあり、それ以上の受注や落ち込み要素もなかったため、横ばいである。,,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・今月のチラシ出稿量は、前年比94.3％である。量販店や紳士服販売店では、「初旬の冷え込みもあり、冬物がよく売れ、前年並み」とのことである。,,
,,□,社会保険労務士,取引先の様子,・小売業は業績が改善していないなか、賃金上昇の影響が出つつある。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・引き合い、商談件数、受注量共に、特段の変化はみられない。,,
,,▲,食料品製造業（製造担当）,それ以外,・原料を安く買えるはずだったが、円安でその恩恵を受ける状況ではなくなっている。,,
,,▲,不動産業（経営者）,それ以外,・新築物件が増加しているなかで、空家や空き部屋が増加している。,,
,,×,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・クリスマス関連の商品や教室等、相当ＰＲ展開をしたが、予想外に反響を得られていない。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上高の95％を占める建設業である。今年度は公共工事発注が前年の89％と大幅減になっており、前々年との比較では79％と大変な状況である。現政権誕生後、順調であった公共工事がここに来て厳しい状況を迎えている。当社も売上が10％減と経営が厳しく、今後が心配である。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,人材派遣会社（経営者）,求人数の動き,・公共事業や一般住宅の新築、増改築等も含めると、やや着工箇所が増えている。小売、サービス、食料品、医療なども活発さを見せている。製造業は、年内までの工程などもあるため、若干人手不足もあったが、堅調な動きである。,,
,,○,人材派遣会社（経営者）,求人数の動き,・今まではあまり人の出入りはなかったが、１月から仕事が忙しくなるということで依頼されている会社が２社ほどある。当社も来月からは忙しくなる予定である。,,
,,○,人材派遣会社（支社長）,求人数の動き,・ここ数か月営業せずともオーダーが入ってくる状態である。需要はあるものの、人材を派遣できずに断る事が仕事になりつつある。,,
,,○,求人情報誌製作会社（経営者）,求人数の動き,・製造業の求人募集も多少増加したほか、12月は流通、サービス業、小売店販売員等のパート、アルバイトの求人誌掲載企業数も前年より多くなっている。,,
,,○,職業安定所（職員）,求人数の動き,・製造業等で求人が増加している。,,
,,○,職業安定所（職員）,求人数の動き,・当職業安定所の月間有効求人数は、４か月連続で前年を上回っており、新規求人数も前年とほぼ同水準で推移している。景気の安定感がみられる。,,
,,□,人材派遣会社（管理担当）,求職者数の動き,・時給により求職者数の多少はあるものの、特に変化はない。求人広告を掲載すると一定数の応募はあるため、最近の求職者数は一定であると感じている。,,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・採用について、今まで以上に慎重で、結論を出すのに時間をかける企業が多い。,,
,,□,職業安定所（職員）,求職者数の動き,・求職者数は前年比で減少傾向を示していたが、11月は前年同月とほぼ同じ1.1％減となっている。ただし、フルタイムでの就労を希望する求職者数は、前年同月比で4.2％増加している。,,
,,□,民間職業紹介機関（経営者）,求人数の動き,・求人は若干増加しているものの、正社員求人には変化がない。,,
,,□,学校［専門学校］（副校長）,求職者数の動き,・正社員雇用形態の採用は多くある。求職者にとって採用形態は重要なポイントで、また、保護者の見るポイントの多くもそこにある。,,
,,▲,＊,＊,＊,,
,,×,－,－,－,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",東京都,◎,一般レストラン（経営者）,来客数の動き,・今月は前年と同じくらい忘年会予約が入ったので、夏場の３か月前よりも景気は良い(東京都)。,,
,,◎,都市型ホテル（スタッフ）,来客数の動き,・忘年会及びクリスマス等、繁忙期のため良くなっている。特に、クリスマスは週末に重なったため、非常に動きが良い。,,
,東京都,◎,タクシー運転手,お客様の様子,・例年の暮れ景気で今月は良い。23日の天皇誕生日までで一段落と思っていたところ、最終週は夜明けまでタクシーを求める利用客が道路いっぱいにあふれ、バブル期を思わせる忙しさである(東京都)。,,
,,○,一般小売店［家電］（経理担当）,販売量の動き,・安い物だけではなく、値段がやや高くてもこちらの勧める商品を購入する客が徐々に増えてきている。当店は全体的に値段が安いため、特に工事を必要とする商品は、やや高くても購入する。,,
,,○,一般小売店［文具］（販売企画担当）,販売量の動き,・最近、入札等で取れるものが多くなってきている。競争もさほど激しくなく、取れる確率が非常に高くなっている。同業他社で人が少なく対応できていないところに対して、当社では対応できていたりするため、物件等が取れている。そういった面から、景気は上向きなのではないか。,,
,,○,百貨店（売場主任）,単価の動き,・株価が上昇し、富裕層の高額品購買が増えてきている。特に、特選ブランドの売上が軒並み上昇している。中間層は吟味してではあるが、気に入ったものは多少高額でも購買する傾向にある。,,
,,○,百貨店（総務担当）,単価の動き,・年末の必需品、ギフト需要は底堅いものがあり、前月までよりやや回復傾向である。買上単価は持ち直しつつあるものの、来客数、購買客数は引き続き厳しい状況で推移している。,,
,東京都,○,百貨店（営業担当）,単価の動き,・高額品の売上が戻りつつある(東京都)。,,
,東京都,○,百貨店（計画管理担当）,販売量の動き,・12月に入ってからお歳暮ギフトの受注件数が増えている。衣料品の売上は依然として前年に届かないが、ギフトの売上が前年を上回るというのは、気持ち的に余裕があることの表れである。クリスマス商戦も日並びが良かったこともあり、前年を上回っている(東京都)。,,
,,○,百貨店（店長）,販売量の動き,・年末に株が上がり円安に振れていることが後押しし、ボーナスを多少は使おうとする機運が高まっているものと考えている。,,
,,○,百貨店（店長）,来客数の動き,・来客数は前年を上回るようになってきた。ただし、食品は生鮮の苦戦が続いている。その分、レストランが底上げをしている。,,
,,○,スーパー（経営者）,来客数の動き,・年初から落ち込んでいた来客数が回復しつつある。,,
,東京都,○,スーパー（営業担当）,販売量の動き,・現在の円安、株高の影響もあるだろうが、季節商材を中心に稼働し始めてきている(東京都)。,,
,,○,スーパー（仕入担当）,来客数の動き,・米国の景況感、株高、円安により、買物頻度がやや多くなり、来客数が増加している。,,
,,○,コンビニ（経営者）,来客数の動き,・来客数の伸びからみて、11月末ごろからボーナス景気が若干あらわれているようである。,,
,,○,コンビニ（経営者）,来客数の動き,・来客数は若干増えているが、客の財布のひもは固く、売上の改善には大して影響はない。,,
,,○,家電量販店（店長）,来客数の動き,・週末の来客数が増加している。購入点数も増えており、１品単価以上に客単価が上昇している。,,
,東京都,○,家電量販店（経営企画担当）,来客数の動き,・売上総額は前年の壁を越えられない状況ではあるが、ここ直近の数字のトレンドでは、来客数は確実に伸びている。消費者の心理が上向きになれば、景気も良い方向に向かう(東京都)。,,
,,○,乗用車販売店（店長）,販売量の動き,・購買意欲は上昇しており、購入量も増えている。昨今の事故で自動ブレーキに注目が集まり、興味を持った客が増えている。,,
,,○,乗用車販売店（総務担当）,販売量の動き,・年末商戦、ボーナス月により需要が多少伸びてきている。,,
,東京都,○,その他専門店［貴金属］（経営企画担当）,販売量の動き,・客の様子からみると下向きにも見えるが、実際の販売量は増加している。購入に関して慎重さはあるものの、消費意欲はあるようである(東京都)。,,
,東京都,○,高級レストラン（副支配人）,単価の動き,・年間を通じて一番の繁忙期である忘年会シーズンである。以前は価格交渉を受ける事が多かったが、今年は予算も余裕があるようである(東京都)。,,
,,○,一般レストラン（経営者）,販売量の動き,・今月は、前年同期比では約７～８％落ちている。３か月前と比べると、暮れで売上が伸びているため良い。,,
,東京都,○,その他飲食［居酒屋］（経営者）,単価の動き,・価格を気にせず注文する客が増えている(東京都)。,,
,,○,都市型ホテル（スタッフ）,販売量の動き,・宿泊は高稼働が続いており、今年のクリスマスは日並びが良くほぼ満室で、売上増に貢献している。レストランは、フレンチなどの高級店が苦戦しているものの、バイキングなどのカジュアル店は持ち直してきている。忘年会シーズンでもあるため連日満席で、景気回復を多少実感している。,,
,,○,旅行代理店（従業員）,販売量の動き,・当社は11月が決算月であるが、全体としての売上は目標値を達成している。数年ぶりに会社の親睦旅行を再開する客も出てきている。,,
,東京都,○,旅行代理店（従業員）,販売量の動き,・年末年始の日並びが良くないにもかかわらず、予想以上に12～１月の予約が伸びている(東京都)。,,
,東京都,○,タクシー運転手,来客数の動き,・さすがに年末だけあって人の動きはあったが、例年と比べると年末としては悪い感じがする(東京都)。,,
,東京都,○,タクシー運転手,お客様の様子,・今月はタクシー業界にはあまり好景気感はないが、世の中では景気、業績が良くなっているという報道に多少客は動かされたように感じる(東京都)。,,
,,○,タクシー（団体役員）,来客数の動き,・タクシー業界にとって12月は繁忙期であり、当然２～３か月前に比べれば忙しい。しかし、12月前半は例年ほど活気が感じられず、忙しい日は週末に限られ、景気回復を実感するまでには至っていない。今年の年末は最終週の平日が多いため、まだ若干期待している。,,
,,○,通信会社（営業担当）,販売量の動き,・新しく投入したサービスが好調に推移し、全体の売上をけん引しており、前年度実績を上回ることができている。,,
,東京都,○,通信会社（営業担当）,お客様の様子,・年末キャンペーンを仕掛けたところ、客からの問い合わせも多く、契約件数が増加している。テレビ、インターネット、電話のセット契約が増えている(東京都)。,,
,東京都,○,通信会社（経営企画担当）,お客様の様子,・前年同月と比べ、商談数が増加している(東京都)。,,
,東京都,○,その他サービス［福祉輸送］（経営者）,販売量の動き,・２車種の新型車発表があり、今までにない分野だったため、新規顧客を集め始めている。来月にはフルモデルチェンジの新型車が発表されることもあり、好評を博していくと見込んでいる(東京都)。,,
,,○,その他サービス［保険代理店］（経営者）,販売量の動き,・年末の雰囲気と、来年に向けた期待感がある。客単価の上昇もみられ、販売量もやや増加している。,,
,,○,その他サービス［学習塾］（経営者）,来客数の動き,・新規問い合わせ件数が前年よりも多い。,,
,,○,設計事務所（経営者）,お客様の様子,・今月に入り、新規案件の話が出てきている。今はまだ具体的な話にはなっていないが、相談をしたいという連絡が入ってきている。,,
,,○,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約75％となり、やや悪い。ただし、３か月前の景気が非常に悪かったため、３か月前と比べると、やや良くなっている。例年、年末、年度末に向かい客の動きが出てくるが、今年も例年同様に客の動きは良くなっている。,,
,,○,住宅販売会社（従業員）,来客数の動き,・いろんな方面からの資料請求が増えている。,,
,東京都,□,商店街（代表者）,単価の動き,・例年に比べ、今年の年末はやや悪くなっている。お金の動きが例年よりも悪いので、不景気だということがよく分かる(東京都)。,,
,東京都,□,商店街（代表者）,それ以外,・下げ止まった感はあるが、決して良くなったとはいえない。特に、12月の忘年会需要が今年は良くなく、飲食を中心に今一つである。下がり続けたクレジットカードの取扱はやや回復している(東京都)。,,
,,□,一般小売店［和菓子］（経営者）,来客数の動き,・寒波により来客数が減少していたが、年末にかけて需要が伸びたため、前年並みの売上になっている。,,
,東京都,□,一般小売店［家具］（経営者）,来客数の動き,・来客数は、３か月前あたりから減少傾向であったが、12月に入り多少増えてきている。ただし、成約にはなかなか結び付かないのが現状である(東京都)。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・20年ほど前の年の瀬はもう少し活気があった感じがするが、今は普段の月と全く変わらない状況である。当業界については、高価な買物が非常に少なくなったと感じている。,,
,東京都,□,一般小売店［文房具］（経営者）,単価の動き,・３か月前と比較して、来客数や買上点数が増え、売上も増加しているものの、前年の12月と比較すると落ち込んでいる(東京都)。,,
,,□,一般小売店［傘］（店長）,販売量の動き,・低空飛行が続いている。商品の動きが鈍く、仕入も増えない。,,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・相変わらず現状維持が精一杯で、伸び代がない。少人数で切り盛りしているので忙しい(東京都)。,,
,,□,百貨店（総務担当）,お客様の様子,・買上率や単価が低下している。景気が悪化しているとは思わないが、目的の物以外の購入は控える傾向にあり、消費に対する考え方はシビアである。ただし、年末商戦、特に食料品はそれほど悪くはなく、必要な物に対しては買物をしておりポテンシャルはあることから、商売の工夫をする必要がある。,,
,東京都,□,百貨店（営業担当）,単価の動き,・気温が下がり、冬物も売れ始めているが、高額品の売行きが厳しく、単価が下がっている。今後クリアランスに入るが、コートなど単価の高いアイテムの売行きによるのではないか(東京都)。,,
,東京都,□,百貨店（営業担当）,お客様の様子,・アパレル関連では、前月好調だった防寒衣料に期待していたが、今月は気温上昇の影響を受け、厳しい状況である。食品関連では、お歳暮ギフトは前年を上回っており、クリスマスケーキやおせち料理の受注も好調であるが、季節商材等を中心とした購買にとどまっている(東京都)。,,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・お歳暮商戦は、売上が前月と同様に好調で、会期を通しても前年を上回っている。それにもかかわらず、来客数はほとんど伸びず、前年に届かない状況が続いている(東京都)。,,
,,□,百貨店（販売促進担当）,来客数の動き,・来客数は、11月は降雪の影響により大きく前年割れしたが、12月は大きな変動もなく推移している。今年１年を通した平均的な推移であり、景気は変わらない。,,
,東京都,□,百貨店（営業企画担当）,販売量の動き,・お歳暮などのギフト需要は前年とほぼ変わらない。クリスマス商戦は、３連休ということもあり、比較的好調に推移している(東京都)。,,
,東京都,□,スーパー（販売担当）,お客様の様子,・客は、広告初日の売出し品や、ポイント何倍の日、特典のある日などを上手く利用して買い回りをして、少しでもお買い得な商品を買おうとする動きが多くみられる(東京都)。,,
,,□,スーパー（経営者）,来客数の動き,・単価は若干上がっているが、来客数が増えず、点数が伸びていない。,,
,東京都,□,スーパー（店長）,来客数の動き,・来客数が前年割れの中で、単価を上げて売上を稼ごうとしたが、なかなかうまくいっていない。単価が上がるということは商品の内容量を増やしたり、価格的な魅力がなくなるということなので、客へのアピールが少し弱かったのかと感じている(東京都)。,,
,東京都,□,スーパー（店長）,販売量の動き,・来客数、単価は前年並みを維持しているものの、節約志向が根付いており、販売量の上昇は見られない(東京都)。,,
,,□,スーパー（総務担当）,お客様の様子,・12月の売上状況としてはボーナス支給週や、その１週目、２週目の週末での客の買い方が非常に鈍く、特に、コートなどの重衣料、単価の張る商材があまり動かなかった。また、クリスマスから年末に向けても財布のひもが固く、売上を伸ばしたのは単価の高い青果物、野菜類だけである。,,
,,□,スーパー（仕入担当）,販売量の動き,・12月に入り、全体的に気温が下がってきているため、前月と比較して、鍋関連を中心とした冬物商材の動きが良くなってきている。,,
,,□,スーパー（副店長）,それ以外,・生活に必要な商品への消費意欲はあるが、高額品や付加価値品への消費意欲は依然として良くない。割引やポイント還元などのディスカウントへの反応は良い。,,
,東京都,□,コンビニ（経営者）,販売量の動き,・今月の売上はやや上向いている(東京都)。,,
,,□,コンビニ（経営者）,お客様の様子,・クリスマスケーキ、おせち料理の予約など、前年を大幅に下回っている。東京に隣接しているため、高額商品は都内に、安価な商品は大手スーパー、食品スーパーに流れ、コンビニの生きる道を模索中である。,,
,,□,コンビニ（経営者）,来客数の動き,・前年に比べて、前々月～今月の来客数はほぼ増減がなく、大体同程度である。同様に、客単価も変わらないまま推移している。客のコンビニエンスストアの使い方は、以前とさほど変わりはない。店側としても、新しい利益商材、あるいは業務上で今までにない斬新なことを始めたということもないため、変わらない。,,
,,□,コンビニ（経営者）,単価の動き,・12月の来客数は前年比99.8％であったが、売上は103.3％となり、客単価が上がっている。,,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・今年はクリスマスが週末に重なり、コンビニエンスストアにとっては悪い曜日まわりとなったが、気温の高さなどもあり、販売量が維持できている(東京都)。,,
,,□,衣料品専門店（経営者）,来客数の動き,・中旬までは来客数も増え、コート類の動きも良く、前年売上をクリアできる勢いだったが、クリスマス前から急ブレーキがかかり、歳末の雰囲気もなく、普段と変わらなくなっている。,,
,,□,衣料品専門店（経営者）,販売量の動き,・暖かい日が続き、コート、ジャケット、防寒肌着の売上が前年より大幅に減少している。イベントに力を入れたことで、全体では５％の減少である。客は、必要なときに必要なものを最低限しか買わない。,,
,東京都,□,家電量販店（店員）,販売量の動き,・特に変化はなく、横ばいで推移している(東京都)。,,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備と販売をやっている。整備の方は順調に入っているが、販売はあまり芳しくない。新型車も出ており、世間では年末のボーナスも出ているようだが、３割減となっている。,,
,,□,乗用車販売店（経営者）,来客数の動き,・折込チラシや電話で歳末セールの呼び込みをするものの、来客数は変わらない。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・暮れのボーナス商戦とは思えないほど苦戦している。,,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・全体的な景気は停滞している。人手不足だとか、輸送量や仕事が増えているという話は聞くが、単価自体は逆に下がっている。人手不足でありながら景気は停滞、まだ良くなっていないという不思議な状況を、客からの雰囲気で感じている(東京都)。,,
,東京都,□,住関連専門店（営業担当）,お客様の様子,・リフォーム業界においては、政府施策の住宅ストック循環支援事業が実質的な需要喚起のカンフル剤として期待されているが、消費者の認知度が低く、現場での効果はまだ実感できていない(東京都)。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・感染性胃腸炎が流行っているが、店舗での胃腸薬の売行きは今一つである。風邪もあまり流行していないため、おとなしい年末である。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・販売量が前月と大して変わっていない。単価も低くなっている。,,
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・売上は寒暖差により変動する。必要最低限の購買にとどまっている(東京都)。,,
,東京都,□,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・市況全体としては前年をやや下回る程度の見通しだが、上位販売タイトルに需要が集中する２極化の傾向が進んでいる(東京都)。,,
,,□,高級レストラン（経営者）,来客数の動き,"・今年の客単価は約4,300円と、前年より300円下落している。10月までの売上、来客数は前年より若干悪かったが、11～12月は前年より明らかに改善している。特に、団体客利用が増えているが、一時的なものと考えているため、変わらないという判断である。",,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・来客数、売上等は前年並みで変わらない(東京都)。,,
,,□,一般レストラン（経営者）,来客数の動き,・改装したが、３か月前と比べ、客は増えていない。多少は伸びているものの、改装によるものととらえており、景気が良くなっているという感じではない。,,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の９月１日～28日までの前年比は、売上94.7％、来客数96.7％である。12月１日～26日までの同比は、売上93.6％、来客数91.3％である(東京都)。,,
,,□,一般レストラン（経営者）,来客数の動き,・何年か前は12月といえば忘年会があったものだが、忘年会自体を催す回数が減り、結局同じような週末の金曜日に開催するため、せっかくの予約を断ってしまうという悪い連鎖に今年は陥っている。連休のお陰で金曜日が１回減ったのも、痛い。こういう機会以外で、宴会はしなくなってしまったのだろうか。,,
,東京都,□,一般レストラン（経営者）,単価の動き,・年末になり、来客数は徐々に上向いているが、平日の客単価は依然として低い。休日の動向をみると上向いているが、景気は変わらない(東京都)。,,
,,□,一般レストラン（スタッフ）,単価の動き,・前年度と比べて変わらない。コストは年々増加するも、単価が変わらないということは、景気が良くないということではないか。,,
,東京都,□,その他飲食［給食・レストラン］（役員）,お客様の様子,・取引先の委託手数料引上げに対する姿勢は相変わらず厳しい。背景には、将来的に景気が浮揚し、好況が継続するか懐疑的な見方が強くうかがわれる。その意味で、取引先の姿勢は依然として慎重であり、顕著な改善は見受けられない(東京都)。,,
,,□,都市型ホテル（総務担当）,販売量の動き,・来客数、売上共に前年を下回っており、回復の兆しがなかなか見いだせない状況であり、結果として人件費率が上がっている。,,
,東京都,□,旅行代理店（従業員）,お客様の様子,・来年度の案件については様子見が多い(東京都)。,,
,東京都,□,旅行代理店（販売促進担当）,お客様の様子,・12月は忘年会受注が多い季節だが、忘年会だけで言うと、泊まりでの会は年々減っているが、都内の特に豪華なホテルを使ったパーティー等の需要は増えている。海外旅行については、台湾を中心に例年より販売が良いが、今年は日並びの関係でお正月の長期旅行はあまり売れていないので、総じて変わらない状況である(東京都)。,,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・海外渡航者の数、内容について増加傾向はみられず、質も高まったとはいえない(東京都)。,,
,東京都,□,旅行代理店（営業担当）,販売量の動き,・販売量に顕著な伸びは見られない(東京都)。,,
,,□,タクシー運転手,お客様の様子,・12月に入り、昼間は平均して良い。週末は昼夜通して利用があり、休む暇もないほど客足が良い。忘年会の盛り上がりもあり、まずまずの締めくくりになりそうである。,,
,東京都,□,通信会社（社員）,来客数の動き,・引き合い等があまりない(東京都)。,,
,,□,通信会社（管理担当）,販売量の動き,・状況は前月同様で変わらない。,,
,,□,通信会社（営業担当）,単価の動き,・インターネットや携帯電話等、通信の月額料金については、安さへのニーズが高い状況が続いている。,,
,,□,通信会社（管理担当）,販売量の動き,・通信業界は、格安スマートフォンの台頭で、顧客基盤の奪い合いが始まっている。各社では消耗戦が予想されるが、業界としては活性化しているともいえる。,,
,東京都,□,通信会社（局長）,販売量の動き,・ケーブルテレビ、インターネット契約数は横ばいである(東京都)。,,
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に、より低価格なコースを選択し、可能な限り無駄を省こうという意識が感じられる。,,
,東京都,□,通信会社（総務担当）,単価の動き,・ボーナス、クリスマス商戦、年末特需などは一時的な景気上昇で、根本的には変化はみられない(東京都)。,,
,,□,ゴルフ場（経営者）,お客様の様子,・景気が良いと言っている客と、悪いと言っている客が、半々くらいである。,,
,,□,ゴルフ場（従業員）,来客数の動き,・12月は、天候さえ良ければ、１年の締めくくりでプライベートコンペをする客などがおり、例年と変わらない状況である。ただし、前年を上回ることはない。,,
,,□,ゴルフ場（企画担当）,来客数の動き,・年内、12月中は通常料金のため、季節的に寒い日もあり、来場数も冷え込んでいる。,,
,,□,ゴルフ場（支配人）,お客様の様子,・来客数はほぼ前年並みを確保しているが、団塊世代が中心である。時間と金銭面でのゆとりがある反面、天候に左右されやすく、不安定な要素が多い。,,
,東京都,□,パチンコ店（経営者）,競争相手の様子,・当店、またライバル店を含め、来客数はさほど変わっていない。近隣店舗が休業して改装工事をしているため、その分だけ来客数はやや増えているが、全体的にはさほど変わっていない(東京都)。,,
,東京都,□,その他サービス［電力］（経営者）,お客様の様子,・一括受電の契約が取りにくくなっており、予算に到達していない(東京都)。,,
,,□,設計事務所（経営者）,お客様の様子,・例年秋以降は、官庁案件の発注件数が激減するので、民間頼みになる。民間は相変わらず厳しい状況が続いているため、このままの状況で推移する。,,
,東京都,□,設計事務所（所長）,お客様の様子,・地価は高止まりしており、暮れのためか、情報が全くといって良いほど止まっている(東京都)。,,
,東京都,□,設計事務所（職員）,それ以外,・あらゆる状況から見て横ばいとしか感じられない(東京都)。,,
,,□,住宅販売会社（経営者）,販売量の動き,・当社は不動産デベロッパー業と総合建設業である。当社が提供している一般サラリーマン向け住宅が、消費税増税後、物価は上昇しているものの給料が上がらず、実質の可処分所得が下がっているため全く売れない。１億円を超える都内の高級マンションは売れているようだが、一般サラリーマン向け住宅が売れると、その経済波及効果は大きいので、ぜひ対策をお願いしたい。一方、総合建設業のほうでは、工事原価が上昇しているため、公共工事等受注しても全く利益が出ず、不調になることもかなりある。,,
,東京都,□,住宅販売会社（従業員）,販売量の動き,・全体的な契約状況は前年比で横ばいである。賃貸住宅が好調で、戸建住宅の不振をカバーしている。戸建はユーザーの慎重さが変わらず、商談に時間がかかっている。一方、売上については、受注残が少なく厳しい状況が続いている(東京都)。,,
,,□,住宅販売会社（従業員）,販売量の動き,・株高等の影響でマンションの動きが良くなってきたと聞くが、戸建住宅の販売現場では、そのような実感は全くない。,,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・一部の資材需要が上向いてきているが、反対に下向きのところも多く、全体としては変化が少ない(東京都)。,,
,,▲,商店街（代表者）,販売量の動き,・現状はなかなか思わしくない。物販は思うようにいかず、販売量も若干減少気味である。,,
,東京都,▲,商店街（代表者）,販売量の動き,・近年の傾向でもあるが、消費者の購買志向が年末にとらわれなくなってきており、書き入れ時といった年末のイメージがより一層なくなりつつある(東京都)。,,
,,▲,一般小売店［祭用品］（経営者）,来客数の動き,・大型商業施設等が閉店し、街全体が静まり返っている。,,
,,▲,一般小売店［茶］（営業担当）,来客数の動き,・売上、客数共に減少している。客数は前年比４％減だが、店頭を通行する人はそれ以上に減っている感じがする。,,
,東京都,▲,百貨店（総務担当）,それ以外,・消費の２極化は続いており、絵画などで高額需要はあるものの、中心顧客である中間層の消費は回復していない。来客数は前年並みを確保しているが、客単価が低下し、売上が伴っていない。お歳暮も売上、購買客数、１人当たり購買額の全てが前年割れとなり、儀礼的なギフトは縮小を続けている。今年度の国勢調査によれば、調査開始以来初めて日本の人口が減少となり、例えば出生祝いのギフト需要などは影響を受けて減少し、景気が下向きとなる要因含みである。将来的にも百貨店の顧客の減少が見込まれる(東京都)。,,
,,▲,百貨店（総務担当）,お客様の様子,・消費に対する慎重な姿勢、目的の商品以外を購入しない動きは続いており、買い回りはない。,,
,東京都,▲,百貨店（営業担当）,販売量の動き,・前半は暖冬の影響で、婦人アパレル関連の動きが非常に悪く苦戦した。一部のショップでは既にセールの取組みを始めたものの、その効果は一過性であり、現状を打開するまでには至っていない。お歳暮ギフトは、近年は早期受注分が12月初めに届くため、その返礼として贈る客が増加していることから、12月中旬以降に伸びが見られる。お歳暮を、積極的にではなく義理として購入している様子がうかがえる。来客数にもばらつきがあり、イベントによって繁閑差がみられる。何か機会がないと購買に対するモチベーションが上がらない様子である(東京都)。,,
,東京都,▲,スーパー（経営者）,お客様の様子,・良い商品が売れなくなってきている(東京都)。,,
,東京都,▲,コンビニ（経営者）,来客数の動き,・来客数が前年にどうしても届かない(東京都)。,,
,東京都,▲,コンビニ（商品開発担当）,来客数の動き,・来客数の減少傾向が続いている(東京都)。,,
,,▲,衣料品専門店（営業担当）,販売量の動き,・とにかく物が売れない、買わない状況が続いている。年金問題など、消費者の購買意欲をなくす話ばかりで、良くなるはずがない。売上も前年比80％で終わっている。,,
,,▲,家電量販店（統括）,来客数の動き,・来客数が５％減少しており、単価でカバーしている。クリスマス商戦は来客数をやや取り戻すが、月間でプラスを出せるほどの勢いに欠けている。,,
,,▲,住関連専門店（統括）,販売量の動き,・契約件数が少ないため、販売量、販売実績も伸び悩んでいる。,,
,東京都,▲,一般レストラン（経営者）,競争相手の様子,・同業者の予約数は各店減少傾向である。特に、新規開店の同業者は苦戦をしている(東京都)。,,
,東京都,▲,一般レストラン（経営者）,競争相手の様子,・この12月は久しぶりに来客数が大幅に悪く、同業者以外でも商店街の売上が軒並み下がって動きが良くないと聞いている(東京都)。,,
,,▲,旅行代理店（経営者）,お客様の様子,・問い合わせや来店客はあるが、なかなか決定までは至らない。,,
,東京都,▲,旅行代理店（営業担当）,お客様の様子,・例年に比べ、申込が激減している(東京都)。,,
,東京都,▲,通信会社（経営者）,販売量の動き,・テレビ、インターネット、電話共に加入獲得予算及び純増は未達、解約の増加が続いている。電力とモバイル獲得はほぼ予算近辺ではあるが、本業の純増未達幅が大きく、継続利用料未達に影響している(東京都)。,,
,東京都,▲,通信会社（管理担当）,販売量の動き,・法人向けソリューション案件は受注が上向きになってきているものの、個人向け携帯電話やその周辺機器の小売はやや低調に推移している(東京都)。,,
,東京都,▲,観光名所（職員）,来客数の動き,・３か月前は秋の走りでもあり、12月は閑散期となる。当地は観光地のため、12月はかなり人員削減している(東京都)。,,
,,▲,設計事務所（経営者）,それ以外,・現在、社員13名が、自己の関係先、取引先において、改めて当社の認知度が高まるように、また、設計とはこういうものだということを知ってもらえるように、ＰＲ活動を進めている。勉強会を行ったばかりであり、多少は身になっているようである。,,
,,▲,設計事務所（所長）,競争相手の様子,・同業者が増えており、仕事量が少ないというのが現況である。先行きは予断を許さない。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・３か月前に比べ、投資物件の販売契約が若干落ち込んでいるような気がする。ただし、急激にではなく緩やかな動きなので、今のところは問題なくアパート分譲事業を進めていけるとみている。,,
,,▲,その他住宅［住宅管理・リフォーム］（経営者）,競争相手の様子,・今月も停滞の状況が続いているため、少額の仕事も取るように努力をして、なんとか経営している。,,
,,×,一般小売店［食料雑貨］（経営者）,来客数の動き,・近隣に大型商業施設がオープンしたため、景気は悪くなっている。,,
