,,□,司法書士,受注量や販売量の動き,・やや悪い状況が、ずっと続いているようである。,,
,,□,社会保険労務士,取引先の様子,・原材料価格が上昇するなか、受注価格が厳しくなっている事業所は多い。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・特段変化はみられない。,,
,,▲,食料品製造業（製造担当）,受注量や販売量の動き,・前年同時期と比べて、数量は落ちている。,,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・船舶関係の仕事もしているが、通常当社売上の４割を占める取引先からの受注が、今月からゼロになってしまっている。売上の４割減という非常に厳しい状況にある。,,
,,▲,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・問屋を回ると、年末にかけて少しずつ動きが出てきたと言うものの仕入意欲はない。本来であれば一番商品が動く時期であるが、売上は前年に比べてマイナスで引き続き厳しい。ユーザー展も集客が難しく、前年並みの売上確保が精一杯の状況である。,,
,,▲,建設業（総務担当）,受注量や販売量の動き,・災害復旧の本工事の発注準備なのか、公共はとにかく動きが悪い。現場は忙しくなっているものの、民間を含めた新規受注はない。,,
,,▲,輸送業（営業担当）,取引先の様子,・このところの気温が高く、当初予定の冬物家電やそれに付随する暖房、その他インテリア商品等の荷動きは２割ほど落ち込み、輸送依頼も下がっている。,,
,,▲,不動産業（経営者）,それ以外,・空室、空店舗が目立つようになっている。,,
,,×,一般機械器具製造業（経営者）,受注量や販売量の動き,・パワーショベル向けの仕事が更に落ち込むとともに、他の産業でもロットサイズが小さくなり、売上の数字が上がらない。,,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・主要取引先の電話システムの販売が芳しくなく、生産数量が前月に引き続き下落している。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・建設業を営んでいる。現政権のもと２年連続で増加していた公共工事の発注額が､今年度は前年比14％減と急速に落ち込んでいる。３年前まで建設業は、10年以上続いた不況業種であり、ここに来て好調な状況も崩れるようである。当社も厳しいなかで、経営の舵取りが難しくなってきている。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,人材派遣会社（経営者）,求人数の動き,・ガソリン、灯油価格が落ち着き、多少下がってきたようである。冬物衣料はかなり早い時期に売場に出されているようで、出足が良いようである。また、農作物も豊作なのか、求人でも収穫や分別等の募集がかなりある。依然として介護職も求人が多く見られる。,,
,,○,人材派遣会社（管理担当）,求人数の動き,・短期の製造業派遣が増え、求人数は増加している。,,
,,○,人材派遣会社（支社長）,求人数の動き,・営業をしなくても、オーダーが次々に入ってきており、比較的決定しやすい長期派遣事務などの案件が目立ってきて、引き合いの強さを感じる。,,
,,○,職業安定所（職員）,求人数の動き,・派遣会社からの求人が急増している。製造業の現場で多忙になっているようである。,,
,,○,職業安定所（職員）,求人数の動き,・求人数の減少傾向は継続しているものの、求人数減少の幅が求職者数の減少の幅よりも小さく、わずかではあるが、求人倍率の増加が見られる。,,
,,□,人材派遣会社（社員）,周辺企業の様子,・取引先のある工場では、増産や仕事が増えたため、大分遅くまで残業をすることもあるようである。ただし、それに伴う従業員数の確保はなかなか難しく、受注を抑えるほどではないようだが、非常に苦労しているという話を聞く。その他、ホテル、宿泊施設関係も取引先であるが、前年の稼働に比べて、若干増えているところがいくつかある。ただ、季節的なものもあるため、それが先々どうなるかである。,,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・ボーナス支給の時期であるが、支給すらできないとしている企業もある。当然ながら、従業員の消費には回らない。,,
,,□,求人情報誌製作会社（経営者）,求人数の動き,・飲食店は特に人手不足で、パート、アルバイトを募集しても応募が極端に少ない。求人全体では募集広告を掲載する企業は少なく、引き続き厳しい状況である。,,
,,□,職業安定所（職員）,雇用形態の様子,・製造業、運輸業、小売業、サービス業で前年に比べ、求人が増加しており、依然として企業の人手不足の傾向は続いている。ただし、派遣求人や臨時求人の占める割合が増加しており、安定した正社員での求人申込の比率は低下している。,,
,,□,学校［専門学校］（副校長）,求人数の動き,・企業の新卒採用は、積極的であると感じる。本年度は、高校生の採用も、この時期に多くの会社で第３次採用試験が、実施されている。,,
,,▲,人材派遣会社（経営者）,求人数の動き,・現状、３か月前と比べて、少し悪くなっている。世の中は多少忙しそうな感じだが、実際には仕事はあまりない。,,
,,×,－,－,－,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",,◎,一般小売店［文具］（販売企画担当）,来客数の動き,・店頭の客数が伸びていることが大きい。客単価は若干下がっているが、全般的にはプラスに転じている。また、外商の案件等のタイミングが良かったこともあり、大口の案件が重なって、良くなっている。,,
,東京都,◎,旅行代理店（販売促進担当）,販売量の動き,・今月は法人の国内旅行の販売が非常に良く、一般の法人や教育旅行の販売も堅調であるため、良くなっている。,,
,東京都,◎,観光名所（職員）,来客数の動き,・11月はトップシーズンのため、３か月前より大分良くなっている。,,
,東京都,◎,設計事務所（所長）,お客様の様子,・契約した物件の作業進行による中間金等があり、社内的には落ち着いている。,,
,,◎,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約150％となり、また、３か月前と比べても明らかに景気は良くなっている。ここ２か月連続で販売量が好調となっている。来場者数は減っているものの、紹介やＯＢ客の建て替えなど、競合のない特定客が増えてきている。,,
,東京都,○,商店街（代表者）,それ以外,・クレジットカードの取扱高が前年同月比で約10％伸びている。銀れんカードを取扱うようになり、インバウンドの個人客が増えている。,,
,,○,一般小売店［家電］（経理担当）,お客様の様子,・来店して購入する客が少し増えたように感じる。３か月前よりは高値のものが動いている。,,
,,○,スーパー（経営者）,お客様の様子,・割高な商品も、提案すると反応が良い。努力次第で数字が変わる。,,
,,○,スーパー（ネット宅配担当）,単価の動き,・品質が良く、やや高価格の商品や地方のお取り寄せ商品など、価格にあまり左右されない商品の動きが良い。,,
,,○,コンビニ（経営者）,販売量の動き,・単価、来客数共に上昇している。,,
,,○,コンビニ（経営者）,販売量の動き,・客の動きをみていると、３か月前よりずっと良くなっている。,,
,,○,衣料品専門店（経営者）,お客様の様子,・11月中旬までは気温が高く、冬物衣料が苦戦したが、ようやく動きが出てきた。しかし、消費者の多くは買物に慎重で、高額品の動きがあまり良くない。,,
,,○,乗用車販売店（店長）,競争相手の様子,・市場は多少良くなっているように感じるが、かなり緩やかな上昇である。,,
,,○,一般レストラン（経営者）,販売量の動き,・今月は、ケータリングや大人数のパーティーも非常に多く、販売量が普段より増えたため、少し景気が良くなったような気がする。,,
,,○,都市型ホテル（支配人）,来客数の動き,・海外からの旅行者増加に伴い、客単価は変わらないものの、宿泊客が前年比50％程度多くなっている。,,
,,○,都市型ホテル（総務担当）,お客様の様子,・宿泊客、レストランの予約状況、売店の販売量等から、３か月前と比べると最近はやや良くなってきたように感じる。,,
,東京都,○,旅行代理店（従業員）,お客様の様子,・11月上旬は問い合わせや団体旅行の見積件数は低調だったが、中旬から下旬にかけては、問い合わせの電話や見積依頼の件数も増えて、そのまま予約につながっている。,,
,東京都,○,旅行代理店（営業担当）,販売量の動き,・正月商材の申込が例年より好調である。,,
,東京都,○,通信会社（社員）,お客様の様子,・加入獲得数が順調に伸びて目標を達成しており、次月への準備も順調に進んでいる。今年度は目標どおりに推移しており、今月も同様に順調である。獲得のスピードも上がってきているので、より良くなっていると感じている。,,
,,○,通信会社（営業担当）,単価の動き,・単価が高い多チャンネルサービスの契約率が若干上昇傾向にある。,,
,東京都,○,その他サービス［福祉輸送］（経営者）,販売量の動き,・当社の特殊事情もあるが、非常に人気のある販売車種がモデルチェンジして発表されたため、ずいぶん先の納期になるが、受注を多く得ることができている。,,
,,○,設計事務所（経営者）,お客様の様子,・当事務所は行政の入札による仕事がメインだが、前月より民間向けの仕事をＰＲし、多少なりとも様々な質問が上がってきている。そして新しい仕事に結び付けることができている。今月になり３件ほどの新しい仕事が受注できている。,,
,,□,商店街（代表者）,販売量の動き,・最近の傾向として、店内に入る客数が少なくなってきている。それにより販売にも影響して、思うように動いていない。,,
,東京都,□,商店街（代表者）,来客数の動き,・最近の天候は週末に雨が降るため、はっきりと売上が落ちている。天候不順は我々の力ではどうすることもできないので、良い方向に進んでもらいたい。,,
,東京都,□,商店街（代表者）,販売量の動き,・大型ショッピングモールや最近増加し始めた中型スーパーの台頭により、商店街への客足回帰はいまだ厳しい状況である。,,
,,□,一般小売店［和菓子］（経営者）,来客数の動き,・11月は前年に比べてイベントや大口の注文が多く入ったため、売上がやや良かったものの、降雨が多かったので来客数が減少していしまい、さほど店の売上にはつながっていない。,,
,東京都,□,一般小売店［家具］（経営者）,販売量の動き,・来客数が依然として少なく、販売量も増えていないため、やや悪い。,,
,,□,一般小売店［食料雑貨］（経営者）,来客数の動き,・近隣の駅ビルが改装工事で閉店している。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・プレミアム付商品券が総額で26億円売り出されたが、一時に若干の動きがみえた程度で、あとは本当に沈んでいる。現在の換金率が75％以上ではないか。それだけの金額でも小売業にとっては難しい。,,
,東京都,□,一般小売店［文房具］（経営者）,販売量の動き,・来客数や客単価が横ばいである。11月は集客力のある商店街イベントが開催されなかったが、比較的天候に恵まれたこともあり、コンスタントに近隣の客が来店し、売上も落ちることなく横ばいである。,,
,,□,一般小売店［茶］（営業担当）,単価の動き,・例年行う創業祭の来客数と売上は共に伸びたが、前後の売上が悪く、今月は来客数、売上共に減っている。,,
,東京都,□,百貨店（総務担当）,販売量の動き,・11月は全体的に売上が良くない。パリでのテロ事件の影響もあるのかもしれないが、様々な意味で景気があまり良くないというのが数字に表れている。,,
,,□,百貨店（総務担当）,販売量の動き,・暖冬が予測されるため、婦人服など重衣料が鈍化する懸念があり、前年の売上達成に苦戦しそうである。,,
,,□,百貨店（総務担当）,販売量の動き,・郊外店はインバウンドの恩恵も少なく、国内景気の影響を受けやすい。景気回復感が乏しい現状では、高額品の販売が伸びてこない。,,
,東京都,□,百貨店（広報担当）,お客様の様子,・来客数の前年割れが続いている。客単価は維持しているので、来客数の減少分だけ売上が低下している。特に、今月は気温の低下が遅く、単価の高い季節物のコート類など重衣料の販売時期を逃している。11月下旬になって気温が下がってきたものの、すでに定価品販売での最盛期は過ぎており、このロス分を取り戻すのは難しい。,,
,,□,百貨店（副店長）,お客様の様子,・10月と比較し、11月は厳しい売上推移となっている。気温が高い日が続いたことも影響しているのか、冬物衣料の動きは鈍い。また、お歳暮やおせち等の年末需要の出足も遅く、前年を下回る状況が続いている。,,
,東京都,□,スーパー（販売担当）,単価の動き,・競合との価格競争もあり、重点商品の平均単価が下がる傾向にある。客の買上点数は前年をクリアしているが、平均単価が下がっていることで、客１人当たりのトータルでの買上額がなかなか前年を達成しない。,,
,,□,スーパー（経営者）,来客数の動き,・今月は雨が多く、来客数は多少落ちている。また、青果物が非常に相場安となっているため、客単価が下がっているものの、他の部門が比較的相場高なので、相殺されているが、降雨の影響は大きい。,,
,東京都,□,スーパー（店長）,来客数の動き,・数か月にわたり来客数の前年割れが続いている。１週間当たりの来店頻度が減少しており、必要最低限の買物しかしない傾向にある。,,
,東京都,□,スーパー（営業担当）,販売量の動き,・当初、暖冬ということで季節商材の伸び悩みがあったものの、それ以外のベーシックな商品の販売量が好調であるため、暖冬にもかかわらず堅調な動きである。,,
,,□,スーパー（仕入担当）,お客様の様子,・今月は降雨の日が多く、また、気温も下旬になるまで非常に高く、冬の商材の動向が悪い。,,
,,□,コンビニ（経営者）,単価の動き,・客単価は103％と前年は超えているが、スタッフからは相変わらず厳しいとの声が多い。,,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・販売促進策が奏功し、高い販売量を維持している。,,
,東京都,□,コンビニ（商品開発担当）,来客数の動き,・来客数の減少が続いており、３か月前と比較しても減少幅が変わっていない。,,
,,□,衣料品専門店（経営者）,競争相手の様子,・メーカーや同業者から、今月は前月より苦戦しているとの声が聞かれる。当店も同じように悪く、打つ手がない状態である。,,
,,□,衣料品専門店（経営者）,単価の動き,・食料品の値上がり、医療費の負担は増加し、年金収入も減少している。その上給料も上がらないなど、将来の不安が大きくなっている。消費は安い物でも、更に吟味して求めている。また、天候不順も大きな要因である。,,
,,□,家電量販店（統括）,来客数の動き,・来客数の減少が続いている。特に、既存店の前年割れは今後も続く。今年の冬は記録的なエルニーニョの影響で暖冬予報のため、冬物での集客は苦戦する。,,
,,□,乗用車販売店（経営者）,販売量の動き,・前年比では新車の売上が減少したものの、整備部門が前年を少し上回り、とんとんである。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・例年と変わらず低迷の時期に入っている。来店そのものが減っている。,,
,東京都,□,乗用車販売店（販売担当）,単価の動き,・前月は近年では初めて普通トラックの販売台数が前年を割ったが、今月は販売台数の伸びがあるので、また前年を超えてくるのではないか。ただし、車の動きが良いのかというとそうでもなく、新車の乗換えで中古車が入ってくるというわけでもない。年末にかけてこれから輸送量が少し伸びた段階ではっきりしてくるとみているが、今の現状では良いのか悪いのか判断しにくい。,,
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・来客数が減少したように感じる。,,
,,□,高級レストラン（経営者）,来客数の動き,"・今年は６月以降、単価が税別6,000円以上の懐石コース料理が減ったままの状態である。前年と比べて家族利用が減り、企業利用が増えている。ただし、店の周辺に企業が多いわけではなく、昔のように接待がないので、企業の需要は少ない地域である。したがって家族利用が減少した分がそのまま減収になっている。七五三、法事、祝事には高級店での外食機会は設けるが、かける費用は抑える傾向にある。",,
,東京都,□,高級レストラン（副支配人）,来客数の動き,・法人、個人を問わず、宴会予約の客数から判断し、変わらない。,,
,東京都,□,高級レストラン（仕入担当）,単価の動き,・一部値上げした物もあるが、全体として販売単価を値上げできるほどの勢いがまだない。,,
,東京都,□,一般レストラン（経営者）,競争相手の様子,・インバウンド効果なのか、外国人が大変目立ってきている。同業者もなかなか対応できないようで、集客に直接つながっていない。,,
,,□,一般レストラン（経営者）,来客数の動き,・３か月前と比べて決して良くはなく、来客数は伸び悩んでいる。やはり消費がまだ芳しくない。物価が上がっているが、ベースアップが追い付いていない状態で、消費が冷え込んでいるような気がする。,,
,東京都,□,一般レストラン（経営者）,来客数の動き,・今月は平日の夜の動きが弱く、来客数が減っている。週末はその分来客数が若干増えており、客の入る曜日と入らない曜日とで大分差が出ている。,,
,東京都,□,その他飲食［居酒屋］（経営者）,単価の動き,・忘年会前ということもあるかもしれないが、安い単価の注文が多い。今までよりも軽く飲むという用途の客が多く、全体の売上が伸びていない。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・宿泊は変わらず高稼働、高単価で推移しているが、宴会、レストランについては接待利用の減少や個人利用を控えていることなどにより、厳しい状況が続いている。宿泊を除く販売量をみても３か月前に比べて横ばいで、景気は変わらない。,,
,,□,都市型ホテル（スタッフ）,来客数の動き,・変わらず高需要であるが、これ以上は難しい。,,
,,□,旅行代理店（経営者）,販売量の動き,・天候不順も加わってか、客の財布のひもが固くて販売量が伸び悩んでいる。,,
,東京都,□,タクシー運転手,お客様の様子,・都心は地下鉄の出入口全てで災害対策の改良工事を行っている。そのために道路幅３分の１はふさがれ通行に支障をきたしている、さらに夜間は空車タクシーが都心に集まってくるので渋滞に拍車がかかっている。また、繁華街の酔客が少ないため、空車タクシーの列が一般車両の通行の妨げになっているのがいつもの様相である。アベノミクスのデフレ脱却の言葉は最近聞こえてこない。タクシー景気は低迷したまま変わらない。,,
,東京都,□,タクシー運転手,お客様の様子,・個人タクシーで都心のオフィス街の営業が多いが、客に特別に変化を感じない。,,
,東京都,□,通信会社（経営者）,販売量の動き,・テレビ、インターネットの契約獲得が予算を下回る状態は、前月から続いている。集合物件供給が滞っているのが原因である。今月開始の仮想移動体通信事業も、客を２度訪問するなど時間がかかり、スロースタートとなっている。,,
,東京都,□,通信会社（経営者）,販売量の動き,・販売量が前月に比べて落ちてきている。,,
,,□,通信会社（管理担当）,販売量の動き,・販売量は前月と同水準である。,,
,東京都,□,通信会社（営業担当）,お客様の様子,・前月同様にケーブルテレビ設備を導入していない集合住宅への工事を行い、併せて加入の促進をした結果、契約数が増大している。さらに、ケーブルテレビに未加入の戸建住宅への案内を強化した結果、他社のインターネット、電話サービスから乗換える客が多く、契約者を増やすことができている。客は収入が増えているわけではないため、価格について敏感になっているようである。,,
,東京都,□,通信会社（局長）,来客数の動き,・ケーブルテレビの契約数は前年比で増加傾向にあるが、あくまで他社の動きが遅いことによる契約上の選択肢の減少による増加であり、単に景気による上昇とは言えない。,,
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に、サービス内容の充実よりも必要最小限の内容で料金重視という傾向は相変わらずである。,,
,東京都,□,通信会社（総務担当）,単価の動き,・日常の商品価格をみると上昇している商品もあるが、ガソリンなど安価になっているものもあり、総じて変化はない。,,
,東京都,□,通信会社（経営企画担当）,お客様の様子,・商談状況に変化がみられない。,,
,,□,ゴルフ場（支配人）,来客数の動き,・現在、コースの半分を改造中のため、会員及びゲスト客数の減少が続いている。,,
,,□,ゴルフ場（支配人）,単価の動き,・トップシーズンでもあり来客数は好調であるが、プレー料金に一層敏感な客が多く、以前の客単価に戻せない。,,
,,□,設計事務所（経営者）,お客様の様子,・現在の仕事内容、量共に３か月前と変化はない。すでにあったプロジェクトを粛々と行っている感じである。,,
,,□,設計事務所（経営者）,お客様の様子,・年度内の官庁発注案件は終了した感があり、住宅を含む民間の動きも低調のまま推移している。,,
,東京都,□,設計事務所（職員）,それ以外,・売上が伸び悩んでいるものの、市況にも変化は感じられない。,,
,東京都,□,住宅販売会社（従業員）,販売量の動き,・戸建住宅の受注は前年並みと伸び悩んでおり、商談に時間がかかっている。今まで好調であった賃貸住宅の受注も前年並みになり、落ち込んできている。,,
,,□,住宅販売会社（従業員）,販売量の動き,・３か月前から景気は好調で、横ばいで推移している。特に、アパート販売が好調で、順調に販売できている。,,
,,□,住宅販売会社（従業員）,それ以外,・建設業は景気が良いといわれている。ＣＡＤオペレーターを増員したいと思っても、派遣も含め人材が集まってこないところをみると、そうなのかとも思えるが、受注量は横ばいが続き、景気が良いという実感は全くない。,,
,,▲,一般小売店［祭用品］（経営者）,販売量の動き,・月初は比較的売上があったが、２週目以降はがたっと落ちている。一般の客が減っている。,,
,東京都,▲,一般小売店［米穀］（経営者）,単価の動き,・米穀業界では複雑な流通の動きが感じられ、縁故米、直売という新たなルートの拡売が影響している。,,
,東京都,▲,一般小売店［茶］（営業担当）,単価の動き,・前月からの見積競争もお茶の値段が段々と下がった結果、ほとんど競争に勝てない状況が続いている。他社は利益を度外視して競争してきている。,,
,,▲,百貨店（売場主任）,お客様の様子,・気温が高い状態が続いていることも影響しているが、防寒用品、特に、コートが前年比70％と大きく減少しており、婦人服を中心に苦戦している。また、化粧品も前月までの勢いはなく、90％と苦戦している。インバウンド需要がない百貨店では売上を伸ばせない。,,
,東京都,▲,百貨店（営業担当）,販売量の動き,・11月に入り、前年はとらえるものの、この２～３か月の売上の伸びに対して鈍化傾向がみられる。特に、アパレル関連の動きが悪く、単価の高い重衣料の動きの悪さが影響している。お歳暮ギフトの出足も悪く、若干停滞気味である。,,
,東京都,▲,百貨店（営業担当）,来客数の動き,・一定の購買目的の富裕層の来店は維持しているものの、中間層の来店が減少している。特に、婦人服、服飾雑貨を中心に微減している。,,
,東京都,▲,百貨店（販売促進担当）,来客数の動き,・来客数が前年を下回り、売上も免税売上を除くと前年に届かない状況が続いている。特に、中間層マーケットが苦戦している。,,
,,▲,百貨店（販売促進担当）,販売量の動き,・来客数は前年を上回っているものの、売上は前年割れとなっている。販売量の前年比は３か月前と比較して落ち込んでおり、消費に対して慎重になっている。,,
,東京都,▲,百貨店（計画管理担当）,お客様の様子,・来客数は減っていないにもかかわらず、婦人服の売上が引き続き不調である。例年に比べ気温が高いこともあり、重衣料の動きが鈍いことも要因の一つである。,,
,東京都,▲,百貨店（営業企画担当）,販売量の動き,・衣料品の売上が不振であり、お歳暮商戦も遅れ気味で推移している。インバウンド売上は引き続き伸長しているものの、免税商品の対象品目拡大が一巡して、９月までの伸び幅からは鈍化している。,,
,,▲,百貨店（店長）,販売量の動き,・気温の上昇による影響が大きい。,,
,東京都,▲,スーパー（経営者）,お客様の様子,・生鮮食料品、加工食品の買い方が以前より鈍くなっている。商品の値上げで買上点数が減っている。,,
,,▲,スーパー（店長）,来客数の動き,・３か月前と比べて、地域の環境は変わってはいないが、来客数が減っているため、やや悪くなっている。,,
,,▲,スーパー（総務担当）,単価の動き,・11月は中旬以降まで衣料品の動向が良くなく、また、来客数も前年を割っている。食品については来客数は前年並みで、青果物は相場が高かったこともあり売上は良いが、加工食品や日配品等の動向はあまり良くない。,,
,東京都,▲,コンビニ（経営者）,来客数の動き,・11月後半から来客数が若干減少してきている。,,
,,▲,コンビニ（経営者）,お客様の様子,・次々と大型スーパーが開店し、売上、来客数共に大幅に減少している。プレミアム商品のみ売上増加を維持しているが、客の買い方が大きく変わり、各店舗の使い分けがはっきりしてきている。,,
,,▲,コンビニ（経営者）,販売量の動き,・今月は例年どおり一定額の購入でくじが引けるセールを開催している。このセールがあると来客数が増え、客単価、販売量共に上がる傾向にあるが、今年に限ってはあまり目立たないような推移である。くじが引けるからといってお金を出して買うということを控えているのではないか。,,
,,▲,コンビニ（経営者）,来客数の動き,・季節的な要因もあるが、夏場から秋口になり急に寒くなったため、暗い予想である。,,
,東京都,▲,コンビニ（経営者）,それ以外,・出店攻勢で近隣の競争が激しくなってきたため、来客数が落ち、販売額も落ちている。,,
,,▲,衣料品専門店（経営者）,販売量の動き,・気温が高く、防寒物のジャケット、コートなどの単価が高くて売上に寄与する商材が前年より大幅に落ちている。,,
,東京都,▲,家電量販店（店員）,お客様の様子,・３か月前と比較して、衝動買いや必需品などの購入が控え目になっている。,,
,東京都,▲,家電量販店（経営企画担当）,来客数の動き,・直近のレジ通過客数が悪化している。11月に入ってインバウンド需要も落ち着いた動きになっている。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売については前月が良かったため、このままいくかと思っていたが、今月は大分悪く、前月の３割減となっている。,,
,,▲,乗用車販売店（総務担当）,販売量の動き,・新車販売及びサービス入庫が厳しい状況が続いている。,,
,,▲,住関連専門店（統括）,販売量の動き,・来客数が減っており、それに伴い販売量、販売額共に伸び悩んでいる。,,
,,▲,その他専門店［ドラッグストア］（経営者）,販売量の動き,・物価が上がっているが、より財布のひもが固い気がする。プラス１品での販売が難しくなってきている。,,
,東京都,▲,その他小売［ショッピングセンター］（統括）,販売量の動き,・前年並みで推移していた売上も、11月に入り下降気味である。,,
,東京都,▲,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・国内は11月最終週に大型タイトルの発売があったものの、前年比80％程度となる見通しである。海外は好調との話である。,,
,,▲,その他小売［ショッピングセンター］（統括）,販売量の動き,・ここ数か月間、売上は前年を上回っていたが、今月は前年並みで勢いが少し止まってしまっている。ファッションが全般的に勢いがない。ただし、映画、飲食、雑貨は前年の売上を超えて好調である。,,
,東京都,▲,一般レストラン（経営者）,競争相手の様子,・今年はとりの市が３回あるが、２回だった前年に比べて、３回目があっても全般的に売上が悪そうである。他社に聞いてもほとんどが前年よりも悪いと話している。,,
,,▲,一般レストラン（経営者）,来客数の動き,・予約状況をみると、今月、来月、忘年会に向けても客数、件数共に少なくなっており、週末に集中してきている。同じ日に重なってしまう形で終わりそうな気がする。,,
,,▲,一般レストラン（スタッフ）,来客数の動き,・12月が忘年会なので、11月は基本的にそれほど景気が良くないので、やや悪いような気がする。,,
,東京都,▲,旅行代理店（従業員）,販売量の動き,・フランスのテロ事件以来、消費マインドが落ち込んでいる。,,
,東京都,▲,旅行代理店（従業員）,お客様の様子,・テロ事件による影響で国際情勢が不安定なため、海外渡航を控える客が出始めている。,,
,,▲,タクシー運転手,お客様の様子,・11月に入り一気に量が減り、客の動きが読めない。深夜は更に悪くなっており、最悪の月である。12月に期待したい。,,
,,▲,タクシー（団体役員）,来客数の動き,・人の流れは明らかに鈍化しており、街中に活気がみられない。,,
,,▲,通信会社（営業担当）,販売量の動き,・前年同月と比べて、契約数が大きく下回る日が続いている。,,
,,▲,ゴルフ場（従業員）,お客様の様子,・平日の利用は高齢の客が多い。年金生活に不安があるのか、ゴルフの回数が減っているように感じる。,,
,東京都,▲,パチンコ店（経営者）,競争相手の様子,・当店も含めてライバル店でも来客数が減っている。来客数イコールある程度の売上になるが、落ちているため、やや悪くなっている。,,
,,▲,その他サービス［保険代理店］（経営者）,来客数の動き,・客数が明らかに減少している。,,
,,▲,設計事務所（所長）,競争相手の様子,・相変わらず民間は全く動きがなく、相談すらない状況である。先行きが大変不安である。,,
,,▲,設計事務所（所長）,競争相手の様子,・ここ何か月、仕事量が非常に少ない。特に、新築物件等が少ない。改修にしても規模が小さく、利益率が非常に低い。,,
,,▲,住宅販売会社（経営者）,お客様の様子,・当社は住宅を主に扱う不動産デベロッパー業と総合建設業だが、前年４月の消費税増税以降、全く販売量が伸びない。客の所得が増えていないところに増税と物価上昇などで将来に不安を持っているため、住宅ローンがやがて支払えなくなるのではないかと思っているようである。一方、総合建設業では公共工事は沢山あるが、工事原価が上昇しているため、赤字になってしまうこともよくある。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・販売量が極端に落ち込んでいる。,,
,東京都,▲,その他住宅［住宅資材］（営業）,販売量の動き,・資材受注量が前年比で悪化している。繁忙期を迎えることを加味しても、全体的な仕事量の伸びが期待できない。,,
,,×,一般小売店［家電］（経理担当）,来客数の動き,・客の購買意欲がないように感じる。暖房関係の動きが悪く、エアコンなどの主力商品が売れていない。,,
,東京都,×,百貨店（営業担当）,単価の動き,・来客数が下がっていることもあるが、これだけ気温が下がっているのにコートの動きが非常に悪い。また、ブーツの売行きも鈍く、大幅に単価が下がっている。コーディガンの影響も大きい。,,
,,×,百貨店（店長）,販売量の動き,・つい２～３日前まで気温が下がらなかったため、コート、カシミヤといった衣料の主力アイテムが絶不調である。併せてお歳暮のスタートも経済の先行き不透明感などもあり、前年を大きく下回っている。,,
,,×,衣料品専門店（営業担当）,販売量の動き,・11月に入り気温が暖かく、25日過ぎに寒くなってもコート類の販売量の動きが著しく悪く、前年比70％と、月を越せないような支払状況である。とにかくひどく、物を買わない雰囲気が漂っている。,,
,東京都,×,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・例年、この時期は最も売れる時期なのに、全く動きがない。もはや日常生活において食料品は最も削りやすい生活費以外の何ものでもないのではないか。,,
,東京都,×,一般レストラン（経営者）,販売量の動き,・前年比でみて、３か月前の８月１～30日までの売上は108.0％、来客数102.5％であった。今月は、１～27日までの売上が93.9％、来客数93.5％という結果である。今月は天候不順の影響が大きい。,,
,東京都,×,タクシー運転手,お客様の様子,・深夜の客の動きがない。,,
,,×,美容室（経営者）,来客数の動き,・今の不安定な天候が早く安定してもらいたい。,,
"企業
動向
関連

(南関東)",東京都,◎,電気機械器具製造業（経営者）,受注量や販売量の動き,・過去に開発した新商品が今ごろ売れ出したことや、当業界のシーズンインになってきたため、良くなっている。,,
,東京都,○,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・３か月前との比較ではやや良いのは例年のことだが、前年比ではかなり悪化している。,,
,東京都,○,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・印鑑やゴム印、名刺印刷の仕事をしている。今月は会社設立は１件だけだったが、かなりの金額の注文を受けた。不動産関係の仕事の得意先で、１件は設立と同時に前の会社内容の注文があり、一つの会社だったが、10万円以上の金額の注文をもらっている。また、問屋への支払は注文後になるが、通常メインの問屋へ月15万円くらいの支払のところ、11月は21万円を少し超える金額だったので、それだけの注文があったということになる。,,
,,○,金属製品製造業（経営者）,取引先の様子,・今月の仕事量は少し多めである。見積件数はあまり変わらないが、難易度の高い仕事が多くなり、仕事が決まるようになってきている。,,
