,,□,タクシー運転手,販売量の動き,・夜飲みに出る人が多いとか、昼間大きな催し物でもあれば数字に大きな変化があるが、それほど変わっていない。,,
,,□,タクシー（役員）,お客様の様子,・人の流れが悪い。,,
,,□,通信会社（経営者）,お客様の様子,・節約志向が高まってきたのか、保留、解約が高齢者世帯以外にも増えてきている。,,
,,□,通信会社（経営者）,販売量の動き,・販売量の増減なく横ばいである。,,
,,□,通信会社（営業担当）,販売量の動き,・新築物件の契約数が低下している。９月決算期の影響がある。,,
,,□,テーマパーク（職員）,来客数の動き,・前年の災害による来客数減少の反動を期待していたが、効果がみえない。,,
,,□,観光名所（職員）,来客数の動き,・今年は天候不順の影響で紅葉の色付きが悪く、またカレンダーの曜日の並びが良くなかったこともあり、国内観光客の出足は鈍い。インバウンドのツアーは比較的好調である。,,
,,□,ゴルフ場（経営者）,単価の動き,・安かろう悪かろうの競合他社から当社に客が戻ってきている。金融機関や企業のゴルフコンペが増えてきている。,,
,,□,ゴルフ場（支配人）,お客様の様子,・秋のゴルフシーズンを迎え、前年並みの安定した予約状況である。平日はやはりシニア層の来場が目立ち、元気にセルフプレーを行っている。健康を意識した言動が多い。,,
,,□,ゴルフ場（総務部長）,来客数の動き,・ゴルフのトップシーズンとなり、入場者数は３か月前より増加しているが、前年と比べるとほぼ変わらない状況で、景気が良くなっているとはいえない。,,
,,□,競輪場（職員）,お客様の様子,・入場者数、購買単価共、それほど変化がみられない。,,
,,□,美容室（経営者）,来客数の動き,・事務機の展示会に行ったが、客は結構入っていたものの、契約は取れていないと担当者から聞いている。また、美容院の既存店も低金利にかかわらず、店の設備投資、什器備品の買換えをあまり行わない状況が続いている。,,
,,□,その他サービス［葬祭業］（経営者）,お客様の様子,・葬儀や葬儀依頼、相談などの来客も一段落した感じである。,,
,,□,その他サービス［立体駐車場］（従業員）,お客様の様子,・来客数、単価共に横ばいで、同じような状況が続いている。相対的に販売量の動きも変わらず、各テナントの販売量等もほとんど横ばいのため、変わらない。,,
,,□,その他サービス［イベント企画］（職員）,お客様の様子,・客の動きは例年並みで、状況はあまり変わっていない。,,
,,□,設計事務所（経営者）,販売量の動き,・計画物件は少し増えたが、仕事になるまで時間がかかっている。,,
,,□,設計事務所（所長）,来客数の動き,・３か月は予算達成している。今月も変わらず好調である。,,
,,□,住宅販売会社（経営者）,販売量の動き,・売買の案件自体が少なく、変わらない。,,
,,□,住宅販売会社（経営者）,競争相手の様子,・最近は建売業者の動きも悪く、しゅん工したままの軒数が、かなり目立ってきている。街の中心部の飲食店は、少し元気になってきている感じがするものの、アパート、マンション等は、相変わらず空室が多く埋まらない。,,
,,▲,商店街（代表者）,来客数の動き,・街の人通りが少ないのは仕方ないが、全く人影のない時間帯が長いのには困ってしまう。イべントへの反応も鈍く、集客には結び付かない。,,
,,▲,商店街（代表者）,お客様の様子,・秋の農協祭の売出しへ出店をするが、消耗品や食品以外は以前のようには売れないし、客も買わない。販売量も極端に減少している。,,
,,▲,商店街（代表者）,来客数の動き,・毎年、運動会が終わると暇になってはくるが、当地でも３～４年前に出店した大型店が、じわじわと浸透してきて、古い店からだんだんと客が遠のいていくような時代になってしまっている。,,
,,▲,一般小売店［衣料］（経営者）,販売量の動き,・当地は今、紅葉シーズンで自動車はたくさんきているが、商売につながるような売上にはなっていない。,,
,,▲,一般小売店［青果］（店長）,お客様の様子,・９月下旬からだが、今月も野菜が非常に高く、来店する客も初めから野菜を買う気がない状況である。,,
,,▲,百貨店（販売促進担当）,販売量の動き,・婦人、紳士アパレルの不振が恒常化している。前月に続き好調に推移している大型物産展などもあるが、それ以上にアパレルの不振が顕著であり、売上を確保できていない。,,
,,▲,百貨店（副店長）,販売量の動き,・今月は天候にも恵まれ、来客数はわずかではあるが前年を超えている。朝晩ようやく気温も低くなってきたので、秋物が売れるのではないかと期待していたが、衣料品は相変わらず浮上する気配すらない。また９～10月に改装した売場は集客、売上に効果を上げているが、買い回りにはなかなかつながらず、店舗全体では純増になっていない。,,
,,▲,スーパー（経営者）,販売量の動き,・野菜の高騰により消費が減退している。,,
,,▲,スーパー（総務担当）,来客数の動き,・売上は前年比９割程度が続くなか、来客数は100％を超えていたが、今月は来客数も９割程度となってしまっている。客が本当に必要な物しか買わない傾向がますます顕著になってきている。,,
,,▲,コンビニ（経営者）,単価の動き,・季節変動で３か月前に比べて、売上、来客数が減ると想定していたところ、やはりいろいろなスポーツ大会や、テレビによる観光客が増えたにもかかわらず、今一つ、業績は上がっていない。,,
,,▲,コンビニ（経営者）,来客数の動き,・来客数で景気の良し悪しを決めると、暮れに向かって景気は上向きに感じているが、３か月前の夏はイベントや行楽のシーズンであり来客数が多いため、比較すると今月の来客数は減っている。,,
,,▲,コンビニ（経営者）,来客数の動き,・近隣工場でリストラがあり、やや悪い。,,
,,▲,コンビニ（経営者）,来客数の動き,・前年に比べて、売上、来客数共に微減である。前年は近隣で大型工事があり、特需的要素で来客数が極端に増えたため、その分、今年度は減っている。,,
,,▲,衣料品専門店（販売担当）,お客様の様子,・買物に来ても、必要最小限にとどめ、その他に欲しくなったら困るという雰囲気で、商品を見ないようにしている客が、かなり多い。その他、来客数も少なく、じわじわと悪くなっている。,,
,,▲,家電量販店（店長）,単価の動き,・最近単価が下がっている商品は、テレビ、洗濯機などである。他の商品も前年比、下落傾向で、突出して単価の高い商品群はない。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・９月決算期の反動で受注状況が良くない。,,
,,▲,自動車備品販売店（経営者）,販売量の動き,・10月は販売量が伸びなかったが、それ以前に人の動きや来客数も若干少な目だったようである。,,
,,▲,住関連専門店（経営者）,販売量の動き,・仕入単価が上昇しているため販売単価も上昇しているが、来客数、販売点数共に微減傾向で、トータルの売上、粗利は減少している。全体的に景気の停滞感は否めない。,,
,,▲,住関連専門店（仕入担当）,来客数の動き,・季節商材を中心に売上が伸びない。前年度のプレミアム付商品券による売上増が今期は大きく響き、来客数の減少要因である。,,
,,▲,一般レストラン（経営者）,来客数の動き,・飲酒を伴う宴会が非常に少ない。,,
,,▲,一般レストラン（経営者）,来客数の動き,・毎年恒例のディナーショーなどの企画で、チケット販売時の客の反応がすこぶる悪くなってきている。特に法人の接待利用分が悪い。福利厚生で従業員の慰労、懇親需要は逆に増えており、人の囲い込みのためにお金を掛けている様子がうかがえる。,,
,,▲,観光型旅館（経営者）,販売量の動き,・前年はふるさと旅行券があり、普段旅行をしない人もこれを利用して旅行をしたため需要は増えたが、今年はないため、売上が減少している。,,
,,▲,タクシー（経営者）,お客様の様子,・昼も夜も動きが悪く、前年同月と比べて９％の減少である。,,
,,▲,その他サービス［自動車整備業］（経営者）,競争相手の様子,・小型自動車の保有台数が減少するなか、整備業の各社が顧客獲得に走り優劣が決まり始めている。ディーラーが有利な状況は動かないものの、自動車整備専業は生き残りをかけてしのぎを削っているため、１台当たりの客単価は下がる一方で、今のところ回復の兆しはみられない。当業界へ自動車用品店、ガソリンスタンドなどからの参入が止まらない現状で、前月に比べてもやや悪くなっている。,,
,,×,百貨店（店長）,販売量の動き,・前回の消費税増税後を思い出すほど、売上が悪い。,,
,,×,スーパー（副店長）,お客様の様子,・野菜の高値が続いており、特にほうれん草やブロッコリーなど１回で食べきれる野菜を、客が買い控えている。,,
,,×,都市型ホテル（スタッフ）,来客数の動き,・新しいホテルがオープンしたり、また特に当地は農繁期にあることもあり、なかなか人が出にくく、前年に比べ大きな会合等も少ない現状である。,,
,,×,通信会社（経営者）,販売量の動き,・地方景気は落ち込むばかりで、今月、同業数社は廃業する。,,
"企業
動向
関連

(北関東)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・自動車メーカーの北米輸出の増加と国内販売が好調なため、生産が増加している。,,
,,○,食料品製造業（営業統括）,競争相手の様子,・天候が回復し、ぶどう狩りや工場見学者数が増加している。特に新酒人気が高まり、売上は例年を上回っている。,,
,,○,化学工業（経営者）,受注量や販売量の動き,・予想していたほどではないが、数字の上では上向いてきている。この状態が継続するよう期待している。,,
,,○,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・前年同期と比べ、多少動きがみられる。,,
,,○,一般機械器具製造業（経営者）,取引先の様子,・長期低迷していた油圧建機分野の取引先から、ようやく上向いてきているとの話があり、受注量も増加しつつある。また、中京地区で処理できない自動車分野の仕事の引き合いも出てきている。,,
,,○,その他製造業［環境機器］（経営者）,受注量や販売量の動き,・９～10月は雨の日が多く、予想の50％と太陽光発電の売上が落ちている。,,
,,○,建設業（総務担当）,受注量や販売量の動き,・補正予算の影響か、発注量が多くなってきている。,,
,,○,不動産業（管理担当）,受注量や販売量の動き,・前月に引き続きスポット作業があり、その他業務も多少増えたため全体的に忙しくなっている。,,
,,□,食料品製造業（経営者）,受注量や販売量の動き,・あまり大きな変化がなく、現状維持である。,,
,,□,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・例年の年末商品受注は継続している。工芸教室の来客もやや増加している。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・10月は飛び込みの仕事が多く入り、売上はかなり伸びたが、それに対する材料費が高騰している。材料の仕入がかなりあったので、資金繰りが非常に厳しい。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・前年に比べれば、仕事の確保をしやすくなったが、継続的な仕事は少なく、なかなか上昇する気配はない。,,
,,□,電気機械器具製造業（営業担当）,受注量や販売量の動き,・取引先のほとんどの営業マンから、「ここ数か月売上が伸びずに苦戦している」という話をよく聞く。,,
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・取引先は十数社あるが、やや良いところ、やや悪いところ、変わらない会社がそれぞれあるので、相対的にあまり変わりがない。,,
,,□,輸送業（営業担当）,取引先の様子,・９月の台風、長雨等の被害が響き、農産物の集荷量が減って、輸送量も前年より２割ほど落ち込んでいる。また、売筋商材も少なく、冬物家電等の荷動き、エアコン、こたつ等も予定より落ち込んでいる。,,
,,□,金融業（調査担当）,取引先の様子,・県内企業へのアンケート調査では先行きに対する慎重な姿勢が続いており、横ばいの状況となっている。,,
,,□,金融業（経営企画担当）,取引先の様子,・観光業では外国人観光客が団体から個人に変化していることから、全体的に減少している。その他の業種は変わらない。個人消費は、台風や長雨などの天候不順の影響で客足が落ち込んだことから、盛り上がりを欠く状況が続いている。,,
,,□,広告代理店（営業担当）,受注量や販売量の動き,・夏から秋にかけての広告宣伝に目立った上昇はなく、受注量も前年と変わらない。特に、折込チラシの出稿は１割程度減っている。その一方、ホームページのリニューアルは増えてきているようである。,,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・今月のチラシ出稿量は、前年比89.7％と大きく下回っている。特段悪い業種は見当たらず、全般的に落ちている。百貨店も来客数は伸びていないとの話を聞いている。,,
,,□,経営コンサルタント,取引先の様子,・秋の長雨、台風などが繰り返し来たため、例年のような秋らしい天候にならず、食関連他、消費全体があまり盛り上がらなかったようである。,,
,,□,司法書士,受注量や販売量の動き,・一進一退というところである。５～６年前に少し持ち直して横ばいとなってから、ほとんど変わらないような感じである。,,
,,□,社会保険労務士,取引先の様子,・週末の天候が悪かったため、小売業は客足、売上に影響の出ているところもある。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・特段の変化はみられない。,,
,,▲,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・10月に入り、遅れていたクリスマスセールの発注がやっとくるようになったものの、注文数の減少や納期、価格共に厳しくなっている。広告品は売れるが、通常品は売れない。,,
,,×,食料品製造業（製造担当）,取引先の様子,・代金の支払が悪くなっている。,,
,,×,電気機械器具製造業（経営者）,取引先の様子,・主要取引先の電話システムの新機種開発が遅れており、現在生産中の機種についても、生産量が下降気味で推移している。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・当社は公共工事が主体で95％を占めている。現政権３年間で公共工事は前年増で推移してきたが、今期は前年比85％の発注と大変厳しい。特に比率の半分を占める市町村発注が前年比73％と信じられない状況である。当社の受注も同15％減と厳しく、赤字計上になりかねず、大変心配である。建設業は10年以上続いた不況業種で、ボーナス支給が出来ない状態である。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,人材派遣会社（経営者）,求人数の動き,・ここのところ多少仕事が忙しく、求人を頼まれている。売上は増える予定である。,,
,,○,人材派遣会社（支社長）,求人数の動き,・繁忙、繁閑にかかわらず、採用意欲は高い。オーダーがなくても良い人材であれば、ある程度話を聞いてくれる企業が多くなっている。,,
,,○,職業安定所（職員）,求人数の動き,・各月に新規求人の増減はあるが、求人手続き上の更新の月ずれ等が、ほとんどの理由であり、月間有効求人数では、ほぼ今月まで増加傾向にある。前年同月比も上回っている。,,
,,□,人材派遣会社（経営者）,求人数の動き,・求人数の動きだが、自動車の機械部品、一般機械部品、電子の一部では募集がみられた。それ以外ではサービス業の介護職、看護職、販売小売サービスの販売が目立っている。、まだ多少、台風の影響もあったせいか、小売は伸び悩んでいるような感じである。,,
,,□,人材派遣会社（社員）,求職者数の動き,・当社で募集をかけても、なかなか反応がない。人手不足はいろいろな原因があるが、他社の求人広告をみても、仕事がたくさんあり、なかなか人が集まらない。当社は非常に地味な仕事なので、まず他の仕事が埋まってから、当社にという流れが多い。他社での人手不足に鑑みると仕事がない状況ではない。,,
,,□,人材派遣会社（管理担当）,求人数の動き,・求人数に変化はなく、不足求人は補充できず、さらに求人が出る状況である。,,
,,□,人材派遣会社（営業担当）,雇用形態の様子,・相変わらず、最低賃金をわずかに超える求人募集が多いためか、労働者の働く意欲が湧かない。,,
,,□,求人情報誌製作会社（経営者）,周辺企業の様子,・求人募集は相変わらず低迷している。企業、店など人手不足で困っているところは多くあるものの、応募があまりないので積極的に募集をしていない。,,
,,□,職業安定所（職員）,求職者数の動き,・求人は増えており、その一方で求職者の減少が穏やかになっているため、増加の兆しがある。,,
,,□,職業安定所（職員）,求人数の動き,・求人数は前年同月比14.1％増となっているが、派遣、臨時などの求人増加によるもので、一般常用求人は８か月ぶりにマイナスとなっている。,,
,,▲,＊,＊,＊,,
,,×,－,－,－,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",東京都,◎,観光名所（職員）,来客数の動き,・10月は観光地としてはトップシーズンを迎えるので、３か月前と比べると、良い実績内容となっている(東京都)。,,
,,○,一般小売店［和菓子］（経営者）,お客様の様子,・天候不順により来客数が減少し、店売りは厳しい状況だが、例年に比べ大口の注文が続けて入ったため、売上につながっている。,,
,東京都,○,一般小売店［家具］（経営者）,来客数の動き,・８～９月はひどい状態であったが、10月に入って来客数も多少増え、成約率も上がってきているため、多少良くなっている(東京都)。,,
,東京都,○,一般小売店［文房具］（経営者）,来客数の動き,・来客数がこの３か月間で最も多く、買上点数の多い客が目立っている。前年同様にさまざまなイベントが開催されたが、例年と比較して来街者が多い(東京都)。,,
,,○,スーパー（経営者）,販売量の動き,・予想以上に売上が伸びている。,,
,,○,コンビニ（経営者）,単価の動き,・祭り関係もあらかた終わり、年金支給などで買物をする客も相当増えているため、前年より景気が若干良い。,,
,,○,衣料品専門店（統括）,来客数の動き,・10月に入り、前年と比べ気温の低下が早く、秋冬物の需要が高まり、来客数が増加している。,,
,,○,乗用車販売店（店長）,販売量の動き,・景気回復には至っていないが、販売台数も前年同期比を多少であるが上回っている。,,
,,○,乗用車販売店（総務担当）,販売量の動き,・新車効果により売上が増加している。,,
,東京都,○,住関連専門店（営業担当）,お客様の様子,・年内完工が見込めるという時期的な要因もあるが、バス、キッチンの入替えなど比較的大型のリフォーム工事の引き合いが堅調に推移している(東京都)。,,
,東京都,○,その他専門店［貴金属］（経営企画担当）,販売量の動き,・前年同期比で、３月以降減少傾向にあった売上が回復基調にあり、10月も同様の状況が続いている(東京都)。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・インバウンドの利用が低迷し、前年並みとなっているものの、行楽シーズンで国内団体客の需要は高い。,,
,東京都,○,旅行代理店（営業担当）,販売量の動き,・販売量が増加している(東京都)。,,
,東京都,○,タクシー運転手,お客様の様子,・景気は低迷しているが、タクシー景気は底上げしてきている。タクシー業界はハイブリッド車の普及で近年様変わりしてきている。個人タクシーは７割がガソリン仕様車で、そのうち半数がハイクラスのハイブリッド車である。ロング客は安全性、乗り心地を求めて、必然的に高級車志向にシフトしており、プロパン仕様車との１日の売上の差に２倍、３倍の開きが出ている(東京都)。,,
,東京都,○,通信会社（営業担当）,販売量の動き,・今月は営業担当者を増員したため、契約数が前月より増加している。また、週末が５回あったため来客数、契約数共に増加している(東京都)。,,
,,○,通信会社（管理担当）,販売量の動き,・ＭＶＮＯ（ＳＩＭフリースマホ等に通信サービスを提供する仮想移動体通信事業者）を始めとした新たなマーケットに対し、消費者が調べて行動しようとする姿勢が感じられる。,,
,東京都,○,通信会社（管理担当）,販売量の動き,・法人向けソリューション案件の受注は上向きになってきているが、年間を通してみるとほぼ横ばいで推移している。個人向け携帯電話やその周辺機器については、新商材の発売などで販売数が上向きになってきている(東京都)。,,
,,○,ゴルフ場（経営者）,お客様の様子,・生き生きとした表情の客が多いように感じている。,,
,,○,ゴルフ場（企画担当）,来客数の動き,・当地区の来客数は前年同期比をやや上回っている。,,
,,□,商店街（代表者）,販売量の動き,・新聞の紙面上では景気の良い決算が出ている企業が、工場の職員の購買は比例ではなく反比例している。どうなっているのだろうか。,,
,東京都,□,商店街（代表者）,来客数の動き,・天候がやや落ち着いてきているため、売上が多少増えている。これがずっと続いてもらえればありがたい(東京都)。,,
,東京都,□,商店街（代表者）,それ以外,・悪天候から続く低空飛行は変わらないが、10月後半より天候がやや安定し始め、明るい兆しが出てきている(東京都)。,,
,東京都,□,商店街（代表者）,販売量の動き,・10月は週末の天候も安定しており、この時期に集中している運動会や各種イベント等に対する雨の影響も少なく、客足もあまり減少していない。また、当地を舞台とした人気漫画の影響により、引き続き数多くの来街者が訪れているため、例年に比べ街がにぎやかな印象である(東京都)。,,
,,□,一般小売店［家電］（経理担当）,それ以外,・客が求める商品の単価は低下傾向である。工事などにより月商はそれなりにあるが、家電製品の販売を見ると厳しい。昨日、今日と展示会なので、それに期待している。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・前年の今ごろは、地域内で使える商品券が発行されていたが、今年はややずれ込んでいる。そういったイベント的なこともないため、景気は一切変わらない。,,
,,□,一般小売店［文具］（販売企画担当）,販売量の動き,・今月の売上は良くも悪くもない。10月初旬は天候があまり良くなかったため来客数は減ったが、その分商品は売れている。前月にあまりに多くの物件等が集中したため、今月は若干販売量が少なかったということはあるが、状況的には総じて同様であり、それほど悪くもなく、良くもない。,,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・販売量は伸びず、新規注文もなく、現状維持である(東京都)。,,
,,□,百貨店（売場主任）,お客様の様子,・気温や天候の影響もあり、中間層の購買が厳しい。化粧品や婦人靴などの消耗品は好調であるものの、婦人服や紳士服は厳しい。富裕層は、気に入った物は高額でも購入するが、以前より慎重になっている。,,
,,□,百貨店（総務担当）,お客様の様子,・客の購買動向をみると、依然として消費に対しての慎重な姿勢が継続している。来客数はそこそこだが、買い回りが悪く全体的に厳しい。,,
,東京都,□,百貨店（広報担当）,単価の動き,・単価の高い商品の動きが鈍く、客の買物に対する慎重さは変わっていない(東京都)。,,
,東京都,□,百貨店（営業担当）,それ以外,・来客数は前年を上回っているが、売上高は前年を下回っており、変化はみられない。気温が下がらないため苦戦が続いていたアパレル関連も、下旬に入り婦人服に動きが出始めているが、もう少し状況を見ないと判断はできない(東京都)。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・天候の影響もあるが、衣料品関連の売上が非常に厳しい(東京都)。,,
,,□,百貨店（販売促進担当）,お客様の様子,・天候の影響もあり、コートやブーツなど季節商材の動きが鈍い一方で、パールや時計など宝飾、時計といった高額品で好調な商材もある。客の消費に対する意識は厳しいだけではなくなってきているが、景気が良くなるまでには至っていない。,,
,,□,百貨店（店長）,販売量の動き,・秋から冬へ季節が移ってきているにもかかわらず、冬物衣料が動かない。本当に必要な物以外は購入しないというのが、現状の顧客動向である。,,
,,□,百貨店（副店長）,お客様の様子,・10月は、上旬の高気温の影響により、紳士、婦人衣料共に非常に厳しい推移であったが、中旬以降は前年並みの推移となっており、回復傾向である。化粧品などの売上は月を通じて好調で、百貨店における客の買物の仕方がより慎重になっており、景気の動向判断が難しい。,,
,東京都,□,スーパー（販売担当）,単価の動き,・競合他社との価格競争もあり、商品単価が前年を下回る傾向にある。客の買上点数は前年を超えているが、平均単価が低下しており、客１人当たりの買上金額が前年になかなか達しない状況が続いている(東京都)。,,
,東京都,□,スーパー（店長）,来客数の動き,・点数、単価は前年を上回っているものの、来客数の伸びは今一つである。来客数がやや伸び悩んでいるため、点数×来客数でいくと、売上がなかなか思うように伸びていないというのが現状である(東京都)。,,
,東京都,□,スーパー（店長）,お客様の様子,・台風の影響を大きく受けた農作物の相場高により、金額ベースでは一見良いように思えるが、全体の販売量は落ちている。客が買物に使う総額は変化がなく、余分に買物をする余裕は感じられない(東京都)。,,
,東京都,□,スーパー（営業担当）,販売量の動き,・このごろの気温低下により、季節商材、秋冬物商材が稼働し始めているが、良くなっているというレベルまではまだいっていない(東京都)。,,
,,□,スーパー（仕入担当）,来客数の動き,・天候不順の９月と比べて天候が良く、来客数が前年度を超え、気温も高いことからアイス、麺類、青果ツマもの等、夏物商材の動向が良い。,,
,,□,コンビニ（経営者）,お客様の様子,・フライヤーのコロッケ等や冷凍食品は売上を伸ばしているものの、ドーナツ等の売上は激減している。家で簡単に食卓に並べられる物以外、無駄な買物が急速に減っている。,,
,,□,コンビニ（経営者）,来客数の動き,・前年までは、同業者あるいは同業で看板が異なる他のチェーン店が当店の周囲にたくさんできたことにより、来客数が年々減少し、売上も落ちていた。見切り販売を始め、商品を充実させ、客にたくさん来てもらえるように工夫したところ、来客数が徐々に戻り、売上もなんとか維持できている。,,
,,□,コンビニ（経営者）,単価の動き,・９月より天候が良かったため、10月の客単価は前月比101％、来客数は同103％、売上は同105％と高水準で推移している。,,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・来客数は前年を割り込んでいるが、客単価は上回っており、前年比でほぼ同程度の売上が出ている。同様の傾向が続いている(東京都)。,,
,東京都,□,コンビニ（商品開発担当）,来客数の動き,・来客数の減少が続いており、３か月前と比較しても大きな変化はない(東京都)。,,
,,□,衣料品専門店（経営者）,単価の動き,・１品単価を下げて安売りしたため、売上はほぼ前年度を達成している。衣料品はなかなかデフレ脱却ができていない。,,
,,□,衣料品専門店（経営者）,お客様の様子,・例年であれば秋物衣料が本格的に動き出す時期にもかかわらず、客に購買意欲がなく、できるだけあるもので我慢しようといった傾向が見受けられる。,,
,,□,家電量販店（店長）,単価の動き,・大型商品の販売数量は鈍化傾向である。気候が不安定であり、エアコン、暖房商品の動きも例年より遅い。,,
,,□,家電量販店（統括）,来客数の動き,・来客数の前年割れが続いている。実店舗とインターネット通販の融合、オムニチャネル戦略を成功させなければ、家電量販店の成長は止まる。,,
,東京都,□,家電量販店（経営企画担当）,単価の動き,・基調は変わっていないが、客単価が前年を超えることができない状況が顕著になっている。天候不順等のほか、生活防衛意識の高まりによる消費者のメリハリを付けた消費行動も要因である。モノからコト軸に移行しているともいえる(東京都)。,,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備と販売のうち、整備は順調に入っているが、販売はあまり芳しくない。新型車が出たため、来客数は増加しているが、成約には至っていない。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・やはり９月の反動減なのか、購入に至る客が少ない。,,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・客の動向について、建築関係の運送会社経営者の話によると、９月終わりごろから10月にかけて仕事量が減少してきている。年内についても、例の東京オリンピックの競技施設問題などが取り沙汰され、工事が先に進んでいない影響もあると思うが、受注残が増えてきていない。それらのことから、景気についてはやや悪いという判断をしている(東京都)。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・販売量がやや減少してきている。,,
,東京都,□,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・ＶＲ端末の発売や新型ハードの発表等、何かと話題の多い月ではあったが、足元の市況は落ち着いており、ほぼ前年並みとなる見込みである(東京都)。,,
,東京都,□,高級レストラン（副支配人）,来客数の動き,・婚礼を除いた一般宴席の利用状況は、ほぼ前年同様である(東京都)。,,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・来客数、販売単価、売上高共にほぼ前年並みである(東京都)。,,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の７月１～27日までの前年比は売上94.4％、来客数98.1％である。10月１～26日までの同比は売上95.6％、来客数96.7％である(東京都)。,,
,東京都,□,一般レストラン（経営者）,来客数の動き,・10月から最低賃金が932円と25円も上がった。これほど時給が上がるということは、景気が良くなっているのかと非常に驚いたというのが感想である(東京都)。,,
,東京都,□,一般レストラン（経営者）,来客数の動き,・仕入食材の高騰により、５月に売価の値上げをしたところ、９月ごろより来客数が減り始め、10月より影響が出てきている。来店頻度が下がったとみられ、価格帯も低単価に流れている(東京都)。,,
,,□,一般レストラン（スタッフ）,それ以外,・客の動きもあり、景気は良いと思ったが、決算をみると芳しくない。品物も高くなっているが、従業員の社会保険料や最低賃金などもきちんと支払っている。一般企業と違い、当店の営業は６時間だけだが、そのように指導されているためである。当店は他店に比べ客は多く入っているものの、利益が出ていないため、何か考えなければと思っている。,,
,東京都,□,その他飲食［居酒屋］（経営者）,競争相手の様子,・飲食店は工夫して客に打ち出し繁盛しているところと、そうでないところの差が広がっている(東京都)。,,
,東京都,□,その他飲食［給食・レストラン］（役員）,単価の動き,・取引先に管理費の値上げ交渉を積極的に行っており、相応の成果を挙げているが、取引先の様子からは厳しい業況がうかがえる(東京都)。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・宿泊の稼働率は、トップシーズンということもあり高稼働を維持しているが、前年比では稼動率、単価共に若干のマイナスである。レストランも、相変わらずの節約傾向により、平日が特に伸び悩んでおり、ここ数か月前年比マイナスが続いている。これらのことから、景気の状況はあまり変わらない。,,
,,□,旅行代理店（経営者）,単価の動き,・一般消費者に対し、単価的に高額な商品を販売することはなかなか難しく、通常どおりの単価ということである。,,
,,□,旅行代理店（従業員）,お客様の様子,・予算の少ない客が多い。,,
,東京都,□,旅行代理店（従業員）,販売量の動き,・旅行の見積件数には復調の兆しが出てきているものの、成約件数、売上の向上には至っていない(東京都)。,,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・申込の電話が少ない(東京都)。,,
,東京都,□,旅行代理店（販売促進担当）,お客様の様子,・10月は業界にとっては忙しい時期である。法人は例年並みで、特に良い材料も悪い材料もない。一般以外の教育旅行についても例年どおりである(東京都)。,,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・企業の出張、インセンティブ等に変化が見られない(東京都)。,,
,東京都,□,通信会社（社員）,販売量の動き,・新番組の引き合い件数が少ない(東京都)。,,
,,□,通信会社（管理担当）,販売量の動き,・例年、夏季は販売量が低下し、10月ごろから上昇するが、今年は上昇の伸び率が鈍い。,,
,,□,通信会社（営業担当）,単価の動き,・競合他社を含め、単価の安いサービスに流れる傾向が続いている。,,
,東京都,□,通信会社（局長）,販売量の動き,・新型スマートフォン発売効果による大手キャリアのショップ活性化に連動し、ケーブルテレビの勧奨効果を期待したが、想定通りにはなっていない。逆に、代理店での他社固定インターネット系回線への切替えが急増している。景気の影響だけではないが、市場の硬直化が続いており、当社としては景気が良いとは決していえない(東京都)。,,
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に、必要最小限のプラン内容を選択する傾向が強い。,,
,東京都,□,通信会社（総務担当）,お客様の様子,・夏以降の天候不順の影響で、農作物の作柄等が悪く、価格が高騰している。そのあおりを受け、他の消費も若干落ち込んでいるように見える(東京都)。,,
