,,×,ゴルフ練習場（経営者）,単価の動き,・同機能の商品であれば、客は価格の安い物を選んでいる。,,
"企業
動向
関連

(北関東)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・主要取引先自動車メーカーの北米輸出増加で、良くなっている。,,
,,◎,その他製造業［環境機器］（経営者）,受注量や販売量の動き,・本業は前年並みでほぼ横ばいだが、所有する太陽光事業は、自社で設計し、パネル、パワコン等の直接購入、電機工事等の一部外注で自社建設をしており、８か所、４メガワットが完成している。,,
,,○,食料品製造業（営業統括）,受注量や販売量の動き,・マスコミ等の報道もあり、新酒の売行きが例年以上に好調を維持している。,,
,,○,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・見積件数が増加している。,,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・油圧建設機械向けの仕事で回復傾向が出てきている。また、年内納期対応のため、一部の部署ではシフト勤務で対応している。,,
,,○,広告代理店（営業担当）,取引先の様子,・今月に入り、住宅販売会社の物件見学会への来場者が増えており、告知チラシの反響は大幅に伸びている。飲食店の客入りも良いようで、客の広告出稿意欲も高くなっている。,,
,,□,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・クリスマスイベント用の出張教室が増加している。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・季節的な要因で９～12月まではいつも、取引先の１社が忙しくなる。他の取引先はぱっとしないが、飛び込みの仕事がここに来て立て続けに入ってきたので、こちらもばたばたと忙しい。全般的に景気が良くなったのではなく、単発的な仕事がぽつぽつ入ってくる。景気が良いのか分からない。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・前年の今ごろに比べれば、仕事量はあるものの、金額が安い。カメラ関係は減産が続いている。,,
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・取引先が十数社あるので、景気の良い会社、悪い会社といろいろある。全体的にはまずまずで変わらない。,,
,,□,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・クリスマス用企画商材の注文数は最終的に前年並みとなったものの、利益率は下がっている。小売店の店頭催事や冬の宝飾展示会に出展するが、集客、売上共に軒並み前年実績を下回っている。定価品での卸販売は相変わらず厳しい。,,
,,□,建設業（総務担当）,受注量や販売量の動き,・今月は特段動きが少なく、良くも悪くもないといった感じである。,,
,,□,輸送業（営業担当）,取引先の様子,・今月は寒気も入って冬型の天候となり、降雪もあったため、暖房器具やアパレル等の厚手冬物衣料等の輸送量が、前年比２割増と車両確保も忙しい状況である。,,
,,□,金融業（調査担当）,取引先の様子,・米国の情勢が大きく変化し、為替など金融市場も大きく変動しているが、企業の需要に対する慎重な見方は続いている。,,
,,□,金融業（経営企画担当）,取引先の様子,・外国人ツアー客は減少傾向にあるが、一方で個人利用の外国人旅行客は増加しているようである。また、外国人旅行客にとって、為替相場が円安に向かってきていることは追い風と考えるが、例年よりも早い時期に積雪が観測されたことや寒さが厳しいこともあり、観光目的の旅行者が鈍る可能性もあると考える。,,
,,□,不動産業（管理担当）,受注量や販売量の動き,・今月は単発の業務依頼もあったものの、定期的な受注業務が機器更新により今回は見送りとなってしまったため、トータルでは変わらない。,,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・今月のチラシ出稿量は前年比95.8％である。タクシー運転手の方が、「例年なら忘年会が始まっている時期なのに、月末の金曜夜でさえも待ち時間の方が長かった」と嘆いている。,,
,,□,経営コンサルタント,取引先の様子,・街なかに車や歩行者が増え、外向きの行動が増えている。飲食関係の消費がわずかながら増加しているようである。,,
,,□,司法書士,受注量や販売量の動き,・あまり良い方向ではなく安定してしまっているような感じである。これから良い方向に向かうことはあるのか。地方の人口の減る街というのはこういうものだろうか。,,
,,□,社会保険労務士,取引先の様子,・景況感に変化はないが、最低賃金の上昇により人件費が厳しくなった小売、サービス業関係の事業所から助成金の問い合わせが増えている。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・受注量、販売量共に、特段変化はみられない。,,
,,▲,食料品製造業（製造担当）,取引先の様子,・物流の量が減ってきている。,,
,,▲,金属製品製造業（経営者）,受注量や販売量の動き,・今のところ12月の受注量は少ない。,,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・この半年、受注減の状態が続いている。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・当社は公共工事が主体で95％を占めている。現政権誕生後、公共工事は順調に推移してきたが、今年度は前年度発注の13％減と大変厳しい状況になっている。特に市町村発注が前年比25％減と信じがたい状況である。当社の受注も同15％減と経営が厳しく、従来もボーナスが支給できないなかでの経営で、魅力ある業種ではないので、今後はますます心配である。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,人材派遣会社（経営者）,求人数の動き,・住宅や土木、道路、側溝その他の土木工事などの求人が目立ってきている。温暖化が進むなかでの急激な寒さによる冬物衣料、家庭用品等も出てきている。依然として、高齢化の進む介護職、介護用品等の人材募集は、継続的にあるようである。,,
,,○,人材派遣会社（支社長）,周辺企業の様子,・年末年始に向かい、繁忙期対応への求人が目立っている。特に物流倉庫などでのフォークリフト作業者のひっ迫感が強く出ており、時給相場も150円程度上がっており、それでも応募のない状態が続いている。,,
,,○,職業安定所（職員）,求職者数の動き,・求職者が減少し、職業相談のフロアが閑散としていることが時々ある。求人検索パソコンの利用者も減少傾向にある。,,
,,○,職業安定所（職員）,求人数の動き,・10月の新規求人数は、前年を下回っている産業が多いものの、ハローワークへの求人更新時期のずれによるものが多く、月間有効求人数は、増加傾向を維持している。,,
,,□,人材派遣会社（経営者）,求人数の動き,・このところ忙しくも暇でもない状態で、あまり変わりがない。,,
,,□,人材派遣会社（管理担当）,求人数の動き,・派遣求人数に変化はなく、年末の臨時派遣需要のスタートが遅くなっていると感じる。,,
,,□,人材派遣会社（営業担当）,求人数の動き,・求人数に変わりはないが、条件も変わらず、もしくは厳しい状況である。,,
,,□,職業安定所（職員）,求人数の動き,・求人数は前年同月比11.3％増となっているが、派遣、臨時などの求人増によるもので、一般常用求人数は２か月連続でマイナスとなっている。,,
,,□,学校［専門学校］（副校長）,求人数の動き,・例年に比べて職種は限られるものの、この時期に求人をしている企業が多い。特に製造業の求人を見る限り、今後の製品需要を見込んでいる企業が多いようである。,,
,,▲,求人情報誌製作会社（経営者）,求人数の動き,・今月は求人誌に求人広告を掲載する企業が少なく、福祉、医療関係でも少ない。来月は年末年始に向けてパート、アルバイトの募集が一段と多くなり、求人誌も掲載ページが増える。,,
,,×,－,－,－,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",,◎,その他小売［ショッピングセンター］（統括）,販売量の動き,・映画が好調で全体集客に寄与している。ファッション店も紳士婦人共に前年並みにまで回復している。,,
,東京都,◎,一般レストラン（経営者）,来客数の動き,・この時期は秋の行楽シーズンということで、紅葉狩りなどの行楽客が増え、町への人出が多い。芸術の秋で、各種団体の発表会などもあり、３か月前よりも店は潤っている(東京都)。,,
,東京都,◎,観光名所（職員）,来客数の動き,・観光地であり、毎年11月は１年間で一番の成績が出る月のため、良い調子で上がっている(東京都)。,,
,,◎,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標の約150％となり、景気は良い。３か月前と比べても明らかに景気は良くなっている。９月以降来客数が増加しており、それが販売量の増加につながっている。,,
,,○,一般小売店［家電］（経理担当）,来客数の動き,・年末に向けて、来客数が徐々に増え始め、エアコンの工事も増えてきている。,,
,東京都,○,百貨店（営業担当）,販売量の動き,・気温が一段と下がったことにより、防寒衣料の動きが良くなってきている(東京都)。,,
,東京都,○,百貨店（計画管理担当）,お客様の様子,・上旬に急激に冷え込んだことが、冬物重衣料の需要喚起につながっている(東京都)。,,
,,○,百貨店（店長）,単価の動き,・気温が下がり、アパレルが好調に推移している。特にアウターが好調に推移し、単価がアップしている。,,
,,○,スーパー（経営者）,販売量の動き,・10月より徐々に売上が良くなってきている。,,
,,○,コンビニ（経営者）,競争相手の様子,・当店に来る客はほぼ同じような面々だが、天候によって非常に多い時もある。今の時期は冷たい物はやや売りにくいが、温かい物を並べておくと結構売れるので、景気はやや良くなっている。,,
,,○,衣料品専門店（経営者）,販売量の動き,・前年は落ちていたが、寒波の影響により防寒衣料が２けた増となり、一昨年の数字に戻っている。寝具メーカーのイベントに参加したのも良かった。,,
,,○,衣料品専門店（統括）,来客数の動き,・気温の低下に伴い、冬物の防寒衣料が活発に動き、来客数が伸びている。,,
,,○,衣料品専門店（営業担当）,販売量の動き,・最寄の大型ターミナル駅が一部改装オープンし、もの珍しさから町への人出が増え、活気が戻っている。一気に寒くなったことで冬物コート等重衣料の動きが良く、今月はかろうじて前年比100％を達成することができている。半年ぶりの前年達成である。,,
,,○,家電量販店（店長）,単価の動き,・以前に比べ、製品故障時の修理より買替えの客が増え、より性能アップした高単価商品を選択することが増えている。,,
,,○,家電量販店（統括）,単価の動き,・４Ｋテレビを始め、エアコンも好調に推移している。ボトム構成比より高単価商品の動きが良い。太陽光発電、リフォームへの関心も高まりつつある。,,
,東京都,○,家電量販店（経営企画担当）,来客数の動き,・気温が一段と下がった影響か、来客数は順調に伸びている。節約志向が続いているものの、金額ベースで客単価がようやく前年を上回ることができている(東京都)。,,
,,○,乗用車販売店（店長）,販売量の動き,・新型車効果により販売量も増加傾向にあるうえ、来客数も増加している。,,
,,○,一般レストラン（経営者）,販売量の動き,・３か月前と比べれば今月は良くなっているが、主に学校関係のケータリング対応のため、店を休まなくてはならない。店を休んだ分とケータリングによる売上の上昇分でほぼトントンで、やや良くなっている。,,
,東京都,○,一般レストラン（経営者）,お客様の様子,・ここ２～３か月、個人客も減少し、話の内容も厳しくなってきたというようなことが多く聞かれたが、米国大統領選の結果をみて、若干その雰囲気が変わっている(東京都)。,,
,東京都,○,一般レストラン（経営者）,単価の動き,・主力商品の原材料費高騰により５月に値上げをしたところ、来客数が一時減少したが、今月に入り、また戻ってきている。値上げした分、客単価も上がったままで推移している(東京都)。,,
,東京都,○,その他飲食［給食・レストラン］（役員）,お客様の様子,・客の支出金額をみると、やや余裕が出てきたようである。従来は安い方を選んでいたが、価格より質を重視している傾向が見受けられる(東京都)。,,
,,○,旅行代理店（経営者）,単価の動き,"・日本海でのカニ漁解禁に伴い、１杯32,400円の追加注文など、個人客で高額なオプションがよく出ている。",,
,東京都,○,旅行代理店（従業員）,販売量の動き,・年末年始から年明けの予約が少しずつ伸びてきている(東京都)。,,
,東京都,○,旅行代理店（営業担当）,販売量の動き,・販売量が微増している(東京都)。,,
,東京都,○,タクシー運転手,お客様の様子,・輸送回数、人数共に増加している。１台当たりの売上が増えたことと、事業自体が上向いた可能性ありとの業界報道がある。最近、長距離客が深夜バスに集中しているが、それ以外の客も多いので、売上自体は満足している(東京都)。,,
,,○,通信会社（営業担当）,販売量の動き,・携帯電話の売行きが伸びており、会社全体の数字も順調に推移している。,,
,東京都,○,通信会社（営業担当）,販売量の動き,・今月は、当社の対象エリアに多い集合住宅について、インターネット対応のための改修工事を増やしたことにより、インターネットと電話サービスの契約件数が増大している。また、戸建の既加入者宅をアフターフォローで訪問する際に、未加入のサービスを提案することにより、新規の契約件数も増大している(東京都)。,,
,,○,通信会社（管理担当）,販売量の動き,・通信業界では、格安スマートフォンの浸透が加速している。総務省が指導するＳＩＭロック解除についての記事も増え、一般的に知られるようになっている。各社のホームページの内容や手続き方法も見やすくなっており、普及していくとみている。,,
,,○,設計事務所（経営者）,お客様の様子,・直接的に売上にはつながらないが、取引先の社内研修のようなものの講師をしており、今後もやってほしいという相談を受けている。,,
,,□,商店街（代表者）,販売量の動き,・目でカウントしているだけなのではっきりとした数値にはなっていないが、商店街の通行量もやや少ない。客も非常に慎重になっており、将来を考えるとできるだけ支出を抑えたいという意識が強いようである。そのため、店の売上もややマイナス気味である。,,
,東京都,□,商店街（代表者）,来客数の動き,・11月に入り大分寒くなってきたが、寒さが強いと来客数が非常に減るため、その点が多少心配である。今の状態なら、まあまあである(東京都)。,,
,東京都,□,商店街（代表者）,それ以外,・10月は天候も比較的安定し、クレジットカード取扱高も良い数字が出ていた。11月も順調に推移しているが、下旬の降雪など急激な気温低下もあり、やや失速気味である。売上全体では、米国大統領選に絡んだ株価変動の影響もややあり、安定しない(東京都)。,,
,,□,一般小売店［家電］（経理担当）,販売量の動き,・必要なもの、壊れたものは買ってもらえるが、客の財布のひもはなかなか固い。ＬＥＤ照明、エアコンについては動いている。テレビの動きは今一つだが、これから暮れにかけて期待している。,,
,東京都,□,一般小売店［家具］（経営者）,販売量の動き,・10月は来客数も多少あり、販売に若干結びついたが、11月に入りまた来客数が非常に少なくなり、販売に結びついていないのが現状である(東京都)。,,
,東京都,□,一般小売店［米穀］（経営者）,お客様の様子,・現在の米穀の状況は、贈答に向けた動きが激しいものの、販売は今一つである。客の購入量が減っている(東京都)。,,
,,□,一般小売店［傘］（店長）,お客様の様子,・客は、必要な品や贈答用にはちゅうちょなく出費するが、余計な出費は控えている。,,
,,□,一般小売店［文具］（販売企画担当）,販売量の動き,・今月は天候にも恵まれ、店頭売りのほうもある程度順調である。ただし、セール初日に雪が降ったため、本来であれば取れるものが取れていないということもある。また、外商のほうも本来であればもう少し良かったのではないかと思うが、やや失速した感がある。それでも何か月前より多少は良い。,,
,,□,一般小売店［茶］（営業担当）,販売量の動き,・毎年、中旬に実施している大創業祭イベントは、来客数、売上共に上がったが、月の後半は客足が減り、前年より減少してしまった。,,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・依然として販売量は停滞気味であり、これから年末に向かって良い材料は見当たらない(東京都)。,,
,,□,百貨店（売場主任）,お客様の様子,・化粧品は前年比105％と好調である反面、婦人靴、ハンドバッグは前年比93％となり、本当に必要なものしか買わない傾向である。コートは月前半の気温低下で前年比105％と好調だが、コートは買ってもインナーのセーターは買わないなど選別が激しい。,,
,,□,百貨店（総務担当）,お客様の様子,・客は目的の物しか購入しない傾向が強く、買上率は低下している。ギフトも縮小傾向で厳しい状況となっている。,,
,東京都,□,百貨店（営業担当）,来客数の動き,・来客数が減少している。本当に寒くならないとコートは売れず、見にも来ない。ようやく気温も下がり、商品を手に取る客も増えてきてはいるが、目立った動きはまだない(東京都)。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・婦人アパレル関連が全般的に厳しい。以前は高級ブランド品、宝飾品等の高額品が伸びていたが、今夏以降は鈍化傾向にあり、アパレル関連の不振の影響が大きくなっている。取引先もブランドの改廃、退店の検討を始めているところがあり、今後更に厳しくなる可能性がある。食料品は堅調に推移しているものの、お歳暮ギフトの伸びが鈍く、全体として厳しい状況は変わらない。客の二極化は進んでおり、中間層の購買意欲が低下している(東京都)。,,
,東京都,□,百貨店（営業担当）,お客様の様子,・気温低下を受け、ようやく衣料品が浮上し、特に、コートがリードしている。富裕層を中心とした顧客限定のイベントや販売会は好調であるが、対象商品のみの購入にとどまり、堅実な購買傾向がうかがえる(東京都)。,,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・気温低下により衣料品に動きが出てきたものの、観測史上初となる11月の積雪の影響は大きく、全体としてはあまり改善はみられない。冬の大きな商戦であるお歳暮に関しては順調に推移をしている(東京都)。,,
,,□,百貨店（販売促進担当）,お客様の様子,・今月は気温の低下とともに防寒アイテムの動きが良くなっている。また、お歳暮ギフトは立上がりより好調に推移しており、必要な物に対する消費には動きが感じられる。しかしながら、集客施策での客の反応や価格に対する感覚はシビアなままであり、12月のボーナス支給後の動きを見ないと分からないものの、景気が良くなっているとも悪くなっているとも言えない。,,
,,□,百貨店（店長）,販売量の動き,・食料品や婦人衣料にやや改善傾向がみられるものの、不調のままのジャンルも多い。依然として先行き不透明感は変わっていない。,,
,,□,百貨店（副店長）,お客様の様子,・上旬から天候に恵まれ、地域の特性からインバウンドの減速影響もあまり受けずに安定した消費動向である。降雪の影響も限定的で、お歳暮ギフトも前年をやや下回っているが、食料品の売上自体は堅調で、今後も大きな景気変動はないとみている。,,
,東京都,□,百貨店（営業企画担当）,販売量の動き,・気温の低下で衣料品が前年を上回る状況ではあるが、前月の反動と見ることができるため、景気が上向いたとは言い切れない(東京都)。,,
,東京都,□,スーパー（販売担当）,単価の動き,・競合店との価格競争もあり、平均単価が前年を下回っている。客の買上点数は前年を上回っているが、平均単価が下がっているので、客１人当たりの買上金額はまだ前年に届いていない(東京都)。,,
,,□,スーパー（経営者）,販売量の動き,・１品単価はやや上昇しているが、点数が落ちており、全体的にはあまり良くない。競合するショッピングセンターが近くにできたことや、天候の影響もある。,,
,東京都,□,スーパー（店長）,来客数の動き,・来客数は前年と同程度で推移しているが、必要以上の物は買わないため、思いのほか買上点数が伸びていない。単価の押し上げも若干鈍っており、安い物は売れるが、高額商品等の動きが鈍い(東京都)。,,
,東京都,□,スーパー（店長）,販売量の動き,・来客数、売上共に横ばいで推移しているが、単価の上昇分を考えると、販売数量がまだ上向きになっていない(東京都)。,,
,,□,スーパー（総務担当）,お客様の様子,・広告の本数を減らしたことにより来客数が若干減少しているが、客１人当たりの買上点数等は変わらない。防寒用の冬物重衣料や、布団、寝具類など単価の高いものの売上が厳しい。食品は、天候不順により青果物、野菜などの単価が非常に高騰しているため、全体として単価が上がっている。,,
,東京都,□,スーパー（営業担当）,販売量の動き,・今月に入り季節商材が稼働し始め、下向き傾向からやや持ち直し傾向に切り替わりつつある(東京都)。,,
,,□,スーパー（仕入担当）,来客数の動き,・野菜相場が高騰しているため、野菜類を広告の目玉商品とすると集客効果があるが、利益面ではかなり厳しい。,,
,,□,スーパー（副店長）,それ以外,・客数や売上の前年比の状況から、依然として景気はやや良くない状況が続いている。寒さの影響で衣料品関連は好調な売行きだが、防寒目的商品の動き中心で、ファッション性の高い商品は決して好調ではない。,,
,,□,コンビニ（経営者）,お客様の様子,・冷凍食品の売上などは順調に伸びているが、ドーナツなどのし好品の売上が大幅に落ち込み、客の購買動向が激変している。今必要のない物は買い控えているのがよく分かる。,,
,,□,コンビニ（経営者）,来客数の動き,・天候が良い日と悪い日の来客数の差が大変出てきている。やはり高齢化が進んでいるためか、客もだんだん高齢者が多くなってきている。そのため、翌日天候が悪くなるというときには大量に購入してもらえるが、実際に悪天候の時には極端に来客数が減ったりする。そのあたりが経営しながら大変難しいと感じるところである。,,
,,□,コンビニ（経営者）,来客数の動き,・消費性向が盛り上がらず、何となく間延びしている。,,
,,□,コンビニ（経営者）,来客数の動き,・11月は前年比100％で推移している。単価も同等で、良くもなく悪くもない。,,
,,□,コンビニ（経営者）,来客数の動き,・客は、その日の目玉、例えばおにぎり100円セールといった時は来るが、継続的には来ない。,,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・大型の販促が効を奏し、販売量が維持できている(東京都)。,,
,東京都,□,コンビニ（商品開発担当）,来客数の動き,・来客数の減少が続いている(東京都)。,,
,,□,衣料品専門店（経営者）,お客様の様子,・衣服に対する関心が低く、特にカジュアル商品は低価格品で済ませている様子から、景気の悪さを感じる。,,
,東京都,□,家電量販店（店員）,お客様の様子,・状況は特に変わらないが、客の流れが変わりつつある(東京都)。,,
,,□,乗用車販売店（経営者）,販売量の動き,・当社は自動車の整備と販売をしているが、整備は順調に入っているものの販売があまり芳しくない。新型車が出て来客数はあるが、なかなか契約には結びつかない。,,
,,□,乗用車販売店（経営者）,販売量の動き,・新規顧客は減少しているが、既存の顧客に買換えを勧めて販売量を維持している。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・年末に向かってボーナス商戦といきたいが、やはり買い控えが多い。,,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・客の動向について、景気は前向きな意見が出てきている。今後忙しくなると予測しているが、運送業はドライバー不足、建築業は作業員不足で、仕事を受注してもなかなか思い通りに実行できないこともあり、景気は上向きではあるものの、２～３か月前と変わらないと判断している(東京都)。,,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・客は購買にとても慎重になっており、必要以上の買物はしない傾向が続いている。いかに必要と思ってもらえるか、接客力が問われている。ついで買いのマイナスと接客力のプラスで、総じて前年並みとなっている。,,
,,□,その他専門店［ドラッグストア］（経営者）,競争相手の様子,・競争相手の様子をみても、あまり活気があるようには見えない。当店も含めてそうである。,,
,東京都,□,その他専門店［貴金属］（経営企画担当）,販売量の動き,・販売量は、わずかながら増加している。売上は前年同期の実績や目標値をクリアできた日、できなかった日があり、結果としては増加しているが、３か月間を通して上向きになっているとは思えない(東京都)。,,
,東京都,□,その他小売［ショッピングセンター］（統括）,販売量の動き,・気温が低下し、冬物衣料の動きが活発化してきているが、実需稼働にとどまっている(東京都)。,,
,東京都,□,その他小売［ゲーム］（開発戦略担当）,販売量の動き,・先日発売されたシリーズものの大型タイトルは前作を大きく上回る初動を見せたものの、その他のタイトルの動きが鈍く、市場全体としては前年を割る見込である(東京都)。,,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・一部の店舗では来客数が減少しているが、全体としてはほぼ前年並みである(東京都)。,,
,東京都,□,一般レストラン（経営者）,競争相手の様子,・外国人オーナーのインドカレー店の出店が目立つ。一時の中華料理、韓国料理をしのぐ勢いで、空き店舗も減少傾向である(東京都)。,,
,,□,一般レストラン（経営者）,来客数の動き,・３か月前と来客数は変わらない。人件費が上がり、物価や食材、材料も値上がりしており、経営がますます圧迫されている。その点では客も同じような回答だろう。単価が下落し、財布のひもが固くなり、来客数も減少するという形が連鎖している。,,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の８月１日～26日までの前年比は売上88.2％、来客数91.2％である。11月１日～28日までの同比は売上93.7％、来客数90.2％である(東京都)。,,
,,□,一般レストラン（経営者）,販売量の動き,・他の店舗の景気もあまり良くなさそうである。,,
,,□,一般レストラン（スタッフ）,来客数の動き,・毎年のことだが、11月末から12月にかけての２週間ほどは暇である。売上自体はほとんど変わらないが、支払は増えているため、あまり良くない。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・トップシーズンということもあり、宿泊稼動は変わらず好調で、宴会も大型案件の取り込みにより前年並みの売上は維持している。婚礼は競合過多により大幅マイナスで、レストランは天候などの影響や節約傾向で前年割れしている。３か月前と同様に厳しい状況が続いている。,,
,,□,都市型ホテル（スタッフ）,単価の動き,・稼働は一定だが、単価が伸び悩んでいる。,,
,,□,都市型ホテル（総務担当）,販売量の動き,・売上が低迷している。,,
,,□,旅行代理店（経営者）,お客様の様子,・来店はするが、いろいろと検索し、気に入ったところがないというか、金額的に合わず、なかなか決定できないようである。そのため景気は今一つである。,,
,,□,旅行代理店（従業員）,お客様の様子,・客との雑談のなかで、来年の見通しが暗いという言葉を聞かなくなっている。団体旅行を実施する建築、土木、製造、福祉関係企業は、多忙で人手が不足しているという話をよくしている。,,
,東京都,□,旅行代理店（従業員）,お客様の様子,・米国大統領選が終わり、為替相場が不安定である(東京都)。,,
,東京都,□,旅行代理店（販売促進担当）,販売量の動き,・一番の理由としては、直近の販売が上がらなかったことである。特に、一般団体が秋の書き入れ時にもかかわらず不調で、上がっていない。教育旅行については、今年はずっと低調のため変わらないが、個人旅行の販売も良くない(東京都)。,,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・米国大統領選の結果により為替相場も変動しているが、まだ直接的な影響は出ていない。来年以降に不安がある(東京都)。,,
,,□,通信会社（営業担当）,販売量の動き,・ここ数か月は多チャンネルサービス、インターネットサービスの契約数がほぼ横ばいで推移しており、大きな動きはない。,,
,東京都,□,通信会社（局長）,販売量の動き,・依然としてケーブルテレビ契約数は横ばいである。他社への切替えが増えているが、それは景気の問題ではなく、他社の営業活動が活発になっている結果とみている(東京都)。,,
,,□,通信会社（営業担当）,お客様の様子,・相変わらず新規加入、コース変更共に必要最低限、もしくはより低価格のプランを選択する状況である。,,
,東京都,□,通信会社（総務担当）,単価の動き,・日用品の価格を見ると、農作物など高値継続の商品もあるが、ガソリンなど為替により継続的に安価なものもあるので、相対的にはあまり変わらない(東京都)。,,
,東京都,□,通信会社（経営企画担当）,お客様の様子,・過去３か月と比べ、動きがあまり感じられない(東京都)。,,
,,□,ゴルフ場（従業員）,来客数の動き,・３か月前と比べ、景気は良くなっていない。景気回復を実感できない状況が続いている。,,
,,□,ゴルフ場（企画担当）,来客数の動き,・１～10月の同地区、同業者の来客数は、前年同期比でほぼ横ばいである。,,
,,□,ゴルフ場（支配人）,お客様の様子,・この時期の平日の来客は、インターネットからの予約客、友の会メンバーが中心であり、例年と比べてあまり増減がない。週末も例年開催のコンペ客を中心に変化がない。,,
,東京都,□,パチンコ店（経営者）,競争相手の様子,・当店、また地域のライバル店何軒かの来客数は、昼夜ともあまり変化はない(東京都)。,,
,,□,その他サービス［保険代理店］（経営者）,単価の動き,・客は前回購入時と同じ商品を選び、ワンランク上の商品は選択しない。,,
,,□,設計事務所（経営者）,お客様の様子,・今年度の官庁案件発注はほぼ完了しており、民間の設備投資意欲は一部を除いて低調である。今しばらくはこのままの状況が続く。,,
,東京都,□,設計事務所（職員）,それ以外,・一般に、2017年７月ごろから１年間が建設工事費高騰のピークと見込まれている。その後に発注を考える案件が多いように感じられるため、しばらくは横ばいなのではないか(東京都)。,,
,,□,住宅販売会社（経営者）,販売量の動き,・当社は不動産デベロッパー業と総合建設業である。当社が提供している一般サラリーマン向け住宅は、消費税増税後物価が上昇しているにもかかわらず、給料が上がらず可処分所得が下がっているため、全く売れない。しかし、１億円を超える高級マンションは売れている。一般サラリーマン向け住宅が売れると経済波及効果は大きいため、ぜひ対策をお願いしたい。一方、総合建設業では工事原価が上昇しているため、公共工事を受注しても利益が出ないことがかなりある。,,
,東京都,□,住宅販売会社（従業員）,販売量の動き,・受注状況が良くない。戸建て、賃貸、分譲住宅全てにおいて前年を下回っている。ユーザーの慎重さは相変わらずで、商談に時間がかかっている。８～９月の天候不順により集客が悪かった影響もある(東京都)。,,
,,□,住宅販売会社（従業員）,販売量の動き,・受注件数は前年度並みになっている。,,
,,□,住宅販売会社（従業員）,販売量の動き,・受注量はこのところずっと前年同期並みで、変化の兆しはみられない。,,
,,□,その他住宅［住宅管理・リフォーム］（経営者）,お客様の様子,・景気動向的は、以前客から話があった仕事も、今のところほとんど動きがなく、相変わらず停滞している状態である。,,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・依然として建築資材の需要動向に改善は見られないが、大幅な低下もないことから、現状維持である(東京都)。,,
,東京都,▲,商店街（代表者）,販売量の動き,・当地域としては、人気漫画の連載終了に伴うファンや観光客の急激な増加が一段落し、今までどおりの平穏さを取り戻してきたが、景況感としては下降ペースになってきたことは否めない(東京都)。,,
,,▲,一般小売店［和菓子］（経営者）,来客数の動き,・月末の降雪や気温の急激な低下の影響などで、来客数がかなり落ちている。,,
,,▲,一般小売店［印章］（経営者）,来客数の動き,・客の動向が完全に量販店に移行したと感じる。今消費の中心となっている年代は、子供のころからショッピングセンターで買物することが定着しており、商店街での買物は、よほど目的がない限り難しい。,,
,東京都,▲,一般小売店［文房具］（経営者）,単価の動き,・来客数は落ちていないが、年賀状印刷やダイアリーなど単価の高い季節商材の販売量が不調だったため、結果として売上は落ちている(東京都)。,,
,東京都,▲,百貨店（総務担当）,単価の動き,・来客数は前年を超え順調に推移しているが、１人当たりの購入単価が落ちているため、売上は前年に届いていない。売上が前年を上回るのは、会員向け割引セールの初日程度で、あとは大変苦戦している。前年売上を超えているのは食品とインバウンド需要の衰えない婦人服飾雑貨程度である(東京都)。,,
,,▲,百貨店（総務担当）,お客様の様子,・客の必要ない物は購入しないという消費に対する慎重な姿勢が顕著である。,,
,,▲,百貨店（総務担当）,販売量の動き,・販売量の減少は、顧客の意識や購入手法の多様化に販売者側が対応できていない業態、企業に共通している。,,
