,,○,コンビニ（経営者）,来客数の動き,・週末の気温が高く暖かい時には、来客数が増えている。,,
,,○,住関連専門店（経営者）,販売量の動き,・前年と比べると、来客数に対して買上点数の減少幅が少なくなってきていることに加え、単価も上昇傾向にある。消費マインドが多少ではあるが冷え込みから脱してきていると感じる。,,
,,○,スナック（経営者）,来客数の動き,・居酒屋部門の来客数はここ１年ぐらい上昇傾向である。客単価はそれほど上がっていないが、来店頻度の上がっている客が多い。ランチ部門は商店街の物販店がどんどん減って、飲食店が増えているため、競合店が増えて、来客数はあまり良くない。コンビニ弁当とも競合するが、景気が悪いというのとは少し違う。景気は上向いていると感じる。,,
,,○,観光型旅館（経営者）,販売量の動き,・秋は、予約の入る時期に天候不順となり、予約が伸びずにかなり苦戦したものの、今月前半までは雪が少なく、来客も多い状況が続いている。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・今月も20日を過ぎて、大きい新年会等が昼も夜も入ってきたため、必然的に来客数の動きが多くなり、多少良くなってきている。,,
,,○,その他サービス［葬祭業］（経営者）,来客数の動き,・問い合わせが多い。今月から永代供養合葬墓募集の新聞広告も出したので、そちらの問い合わせも増えている。,,
,,○,設計事務所（所長）,来客数の動き,・年明けのせいか、実現するかは分からないものの、何件かの問い合わせがきている。,,
,,□,商店街（代表者）,来客数の動き,・大雪のためか、客足は極端に減少している。駅周辺は外国人観光客が多く、大変にぎやかだが、外国の人はあまり土産物は買わないようである。飲食店の近隣の店には人が入っている。,,
,,□,商店街（代表者）,販売量の動き,・当店は学校指定店で、新入生等向けの販売が多い。12～１月にかけて今年の注文を受けたが、注文数は前年並みで、思ったほどには注文は落ちておらず、販売量は変わらない。,,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・新年になったが食品関係の我々は、おせち料理の利用が中旬まであるという話を聞く。新年会や正月行事にお金がかかるため、皆、引締めており、さらに、寒波の影響で外出しない。,,
,,□,一般小売店［家電］（経営者）,お客様の様子,・相変わらず、必要がなければ購入には至らない状況が続いている。業種にもよるが、安売りの広告を出したり記念品を付けても、客の購買意欲はわかない。,,
,,□,一般小売店［青果］（店長）,来客数の動き,・とにかく来客数は少なく、買上客の１品単価もかなり低い。,,
,,□,百貨店（販売促進担当）,販売量の動き,・初売りから今月中旬ごろまでは堅調な推移であったが、後半は失速している。婦人、紳士衣料の不振は依然継続している。,,
,,□,スーパー（総務担当）,来客数の動き,・売上、来客数共に前年の９掛けである。衣料品、住居用品、食品、全てで厳しい。食品まで悪いため、良くなるにはまだまだ時間がかかるのではないか。客の買い方を見ていると、価格に対して非常にシビアで、本当に必要な物しか買わない傾向である。,,
,,□,スーパー（統括）,販売量の動き,・既存店売上は前年同期比101.8％、来客数は同102.0％と前年を超えているものの、メモ持参の買物客の増加で衝動買いが減るなど、肌感覚としては停滞感が強い。,,
,,□,スーパー（商品部担当）,お客様の様子,・季節的要因により客単価は上昇傾向にあるものの、イベントや販促などの集客状況や行動を見ていると、今一つ盛り上がりを感じず、苦戦している。,,
,,□,コンビニ（経営者）,販売量の動き,"・１月前半は前年割れ、中旬から持ち直して、前年並みとなっている。１月の日商は１日当たりマイナス24,000円、来客数は１日当たりマイナス12人で、やや景気が悪いと感じている。",,
,,□,コンビニ（店長）,来客数の動き,・大雪で、売上はやや増えたものの、来客数は若干減っている。そのため、客単価はやや上がっているが、売上は特別変わってはいない。,,
,,□,乗用車販売店（経営者）,販売量の動き,・車検、一般修理に関しては、目標どおりに入庫している。ただし、新車、中古車販売は、目標をはるかに下回る状況で推移している。客の購買意欲はまだまだといった感がある。,,
,,□,乗用車販売店（経営者）,お客様の様子,・新車販売台数はこの数か月は比較的少なく、低位安定である。故障、事故などでやむを得ないときに購入につながる。また、整備、車検などは必要不可欠な物なので中位安定である。,,
,,□,乗用車販売店（販売担当）,競争相手の様子,・先日、組合の総会があり、同業社の話では、どこも良くない。今までのお正月、１月とは違うという話である。12月は少し良かったので変わらないと思うが、この先に良くなる傾向もなく、２月もそれほど見込めないのではないか。,,
,,□,乗用車販売店（管理担当）,販売量の動き,・自動車販売台数は、登録車、軽自動車共に、横ばいで推移している。大手自動車メーカーの燃費不正問題で販売を中止していた大手メーカーの車は10月より販売を再開し、販売台数に多少貢献している。,,
,,□,自動車備品販売店（経営者）,単価の動き,・販売単価のやや低めの車が動いている。個社の営業方針によって安い車を扱う、高い車を扱うなどいろいろあるだろうが、当社は両方扱っており、単価の低い車が動いている。,,
,,□,住関連専門店（仕入担当）,単価の動き,・寒さが本格化し、冬物、特に灯油を中心に商品の動きは前年を上回っている。ただし、節約志向は根強く、利益の確保が困難な状況である。販売単価の下落は微妙に続いている。,,
,,□,一般レストラン（経営者）,競争相手の様子,・同業者といろいろな機会で話をすることはあるが、やはり飲食、外食業界は、非常に厳しい状況が続いていると聞く。,,
,,□,一般レストラン（経営者）,お客様の様子,・新年会の予約件数は前年より多く、順調である。寒さが厳しいためか、葬儀向けの仕出しは増えている一方で、レストランの来客数は落ち込んでいる。,,
,,□,都市型ホテル（営業担当）,販売量の動き,・１月は軒並み稼働が低迷している。当ホテルは３棟あるが、地域によって状況が異なり、２棟は例年に比べて稼働は良いものの、１棟は例年どおりである。稼働が良いといっても、継続性があるのかと言えば、偶発的に近隣の企業出張などが多かったというような見方をしており、変わらない。,,
,,□,旅行代理店（従業員）,来客数の動き,・燃油サーチャージの徴収が２月より復活するため、海外旅行料金の上昇が懸念される。,,
,,□,旅行代理店（副支店長）,来客数の動き,・国内募集旅行などは客の動きが止まり、年末年始の受注が悪い。海外旅行も変わらず伸び悩みの感があり、受注は低迷している。来店客の様子をみると、来客数の減少や相談のみで終わり、契約まで進むケースが減少している。,,
,,□,タクシー運転手,販売量の動き,・例年と比べて、前月中旬から今月中旬まで雪が少なかったため、タクシーの動きは悪い。,,
,,□,タクシー（経営者）,お客様の様子,・全体的に動きは良くなく、前年同月と比べて１％の減少である。,,
,,□,タクシー（役員）,お客様の様子,・客の様子から、変わらない。,,
,,□,通信会社（経営者）,お客様の様子,・新規加入、解約数にほとんど変動はないものの低調である。,,
,,□,通信会社（経営者）,販売量の動き,・販売量に増減なく、横ばいである。,,
,,□,通信会社（店長）,販売量の動き,・販売数は前年同月と変わらない。,,
,,□,通信会社（営業担当）,販売量の動き,・住宅向けの販売は、売れ残りによる在庫があるため、２月以降は販売強化が行われると予測されるものの、あまり期待はできない。,,
,,□,通信会社（局長）,来客数の動き,・来客数の内訳をみると、大体固定の支払客が多い。,,
,,□,テーマパーク（職員）,来客数の動き,・日並びや好天によりクリスマスや年末年始の客足は良かったものの、来客数は全体的に伸び悩んでいる。,,
,,□,観光名所（職員）,来客数の動き,・今月中旬にようやく降雪があり、近隣スキー場も全面滑走可能となって来客数が増えてきたが、年末年始と連休の書き入れ時に間に合わず痛手である。,,
,,□,ゴルフ練習場（経営者）,販売量の動き,・景気は良くない。消費者も必要最低限の物のみを購入している。,,
,,□,ゴルフ場（経営者）,それ以外,・現在ゴルフ場は降雪クローズ期間中のため、周囲の情報があまり入らない。,,
,,□,ゴルフ場（総務部長）,来客数の動き,・１月上旬から３月上旬まで冬期クローズ期間で、現状の３月予約状況は前年並みのため、変わらない。,,
,,□,競輪場（職員）,お客様の様子,・入場者数、購買単価共に、ほとんど変化がみられない。,,
,,□,美容室（経営者）,来客数の動き,・成人式の着付けは、前年に比べて２割くらい増えたが、強烈な寒さが続いているため、今月中旬以降は客の出足が鈍ってきている。若い人はおしゃれに敏感でメイク、ネイル、エステ等に強く関心を持っているものの、実際の売上に結び付いていない。,,
,,□,その他サービス［自動車整備業］（経営者）,お客様の様子,・客の節約志向が続く状況に変化はない。,,
,,□,その他サービス［立体駐車場］（従業員）,お客様の様子,・初売り等のイベントは、例年同様の来客数の動きとなっている。また、単価、販売量共に横ばいで変わらない。,,
,,□,その他サービス［イベント企画］（職員）,お客様の様子,・イベント時に景気の動向を計るのは難しいが、あまり良さは感じられない。,,
,,□,設計事務所（経営者）,単価の動き,・小規模な案件依頼は多く入ってきて仕事量はあるものの、収入の増加にはつながらない。,,
,,□,設計事務所（所長）,来客数の動き,・３か月前と比べても今月は予算達成しているので、変化はないが現状維持はできている。,,
,,□,住宅販売会社（経営者）,販売量の動き,・売買物件の販売量は、横ばいで増加していない。これから良い方に改善する要因も見つけにくい。,,
,,□,住宅販売会社（経営者）,お客様の様子,・大した動きはないものの、今月は年度替わりが近いせいか、貸店舗の引き合いがちらほら増えてきており同時にアパート等の動きも少々あるような感じがしている。ただし、実際の売買となると、なかなか進展がない。,,
,,▲,商店街（代表者）,来客数の動き,・恒例の冬物バーゲンへの来客は多少あったものの、バーゲンの前も後も、街の人出と同様に来客数はまばらで閑散とした日が続いている。,,
,,▲,商店街（代表者）,お客様の様子,・街なかの住民や商店主の高齢化により、最近は若い客の来店が激減している。街に活気がなく、寂しいお正月である。,,
,,▲,商店街（代表者）,それ以外,・米国の新大統領の政策次第で、景気に大きな影響が出る可能性がある。,,
,,▲,一般小売店［衣料］（経営者）,販売量の動き,・今月中は来春の学生服関係の販売をしているが、なかなか来客は多くならない。そう考えるとあまり良くないのではないか。,,
,,▲,スーパー（経営者）,単価の動き,・広告掲載価格が低価格志向になっている。客の財布のひもは固い。,,
,,▲,コンビニ（経営者）,販売量の動き,・今月は正月明けとともに、非常に売行きが悪い。商材がない年であるので、ある程度覚悟はしており、想定内ではあるが、なかなか売上が伸びない。ただし、前年より若干は増えている。,,
,,▲,衣料品専門店（経営者）,お客様の様子,・制服、体育着、エプロンなど学校関係の商材を取り扱っているが、売れなくなっている。リサイクルブームもあるだろうが、小学校、中学校や高校へ進学する、春のおめでたい空気感が、年々世の中から薄れているように感じる。,,
,,▲,衣料品専門店（販売担当）,来客数の動き,・この１月はお正月と思えないほどの静かさである。客は本当に街に出てこない。天候不順も背景にあるのかもしれないが、やはり社会環境というか、先行きに対する不安だらけという部分で精神的に圧迫感があるのではないか。とにかく悪い。,,
,,▲,家電量販店（営業担当）,販売量の動き,・新生活の準備が前年より遅れている。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・例年は初売りから２月後半まで、受注が活発になるのだが、今年は盛り上がりが少ない。,,
,,▲,乗用車販売店（販売担当）,来客数の動き,・毎年11～12月は展示会等の催事で、ある程度客を呼び込んで輸入車の新車、中古車を販売している。今月は、ダイレクトメールも出してはいるものの、来店客が本当に少ない。毎年、年末から１～２月は、展示会をしようとダイレクトメールを出しても、稼働日数が少ないため、どうしても販売は落ち込む。これは仕方ないことだと思う。春になれば多少は良くなる。,,
,,▲,自動車備品販売店（経営者）,販売量の動き,・客は価格に敏感で、なかなか販売量は増加しない。,,
,,▲,その他専門店［燃料］（従業員）,販売量の動き,・販売量は前年に比べて減少しており、受注も伸びていない。,,
,,▲,一般レストラン（経営者）,来客数の動き,・団体での新年会は、更に悪化している。夜の商店街は人通りが全く感じられない。,,
,,▲,一般レストラン（経営者）,来客数の動き,・夜のアルコールを伴う動きが非常に悪い。また、店の近くに競合店の出店もある。フランチャイズの飲食店の影響がじわじわと出てきており、飲食の形態が変わってきている。,,
,,▲,スナック（経営者）,来客数の動き,・来客数の動きと回答したが、質問項目の全部が当てはまるような気がしている。本当に景気が悪い。,,
,,▲,都市型ホテル（副支配人）,来客数の動き,・１月は最閑散月であり、梅祭り前の落ち込む時期でもある。後半はビジネス客やインバウンドで持ち直しているものの、前半から中盤にかけてはひどい。,,
,,▲,ゴルフ場（支配人）,お客様の様子,・今月は好天にも恵まれ、家族連れでの来場者数が多く、若者のプレーヤーが目立っている。また、中小企業オーナー達は相変わらず、米国の新大統領への話題で持ちきりである。,,
,,▲,美容室（経営者）,来客数の動き,・成人式で利用する客が激減している。着物販売業の紹介客は前年の３分の１に減り、当店の客だけでみると５分の１に減り、大変なことになっている。当日は一般客の来店もあり、売上全体では２割減だが、来年のことを考えると、どのようにテコ入れをするべきか迷っている。,,
,,▲,住宅販売会社（従業員）,お客様の様子,・来客数が減少している。,,
,,×,商店街（代表者）,来客数の動き,・年末で大河ドラマが終わり、大河ドラマ館も15日で閉館し、月後半は冬冷えである。,,
,,×,コンビニ（経営者）,来客数の動き,・近隣の事業所の景気悪化により、悪くなっている。,,
,,×,家電量販店（店長）,販売量の動き,・初売りセールのにぎわいは、前年と比べて来客数も減って不発に終わっている。今月全体もこれといって好調な商材もなく、金額も前年の95％で着地となっている。,,
,,×,一般レストラン（経営者）,来客数の動き,・積雪地域の雪という天候与件も重なって、来客数は例年並み以下である。,,
,,×,タクシー運転手,お客様の様子,・今月は近年にないほど悪い。新年会等も少なく、タクシーを利用する人がいない。,,
,,×,通信会社（経営者）,販売量の動き,・販売量は前年の２分の１である。すでに落ち込んでいた３か月前よりも更に20％下落している。,,
"企業
動向
関連

(北関東)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・自動車は米国への輸出が増えている。,,
,,◎,その他製造業［環境機器］（経営者）,受注量や販売量の動き,・当社の柱である３本の事業は、おおむね順調である。,,
,,○,食料品製造業（営業統括）,競争相手の様子,・酒販店からの引き合いが順調に伸びていることに加えて、各メーカーとも、東南アジアや中国への輸出が増加している。,,
,,○,一般機械器具製造業（経営者）,取引先の様子,・新規の引き合いが確実に増えてきている。また、近隣の半導体関連企業では仕事が増加し、人の手当に苦慮しているとの話を聞いている。,,
,,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・３か月前に比べ、安定した仕事を確保できるようになっている。,,
,,○,建設業（総務担当）,受注量や販売量の動き,・補正予算の効果なのか、例年よりも公共の発注案件は多いと実感している。,,
,,○,金融業（調査担当）,取引先の様子,・地元企業の景況感調査によると、製造業は大きく改善しており、円安に伴う業績好転が多い。一方、非製造業は大河ドラマの観光需要効果の減少などにより、例年並みの水準まで落ち込んだほか個人消費の弱さが続き、全体ではやや改善程度にとどまっている。,,
,,○,広告代理店（営業担当）,取引先の様子,・住宅業界の広告出稿が11月くらいから増えており、完成見学会などの集客も好調のようである。年度内に広告予算を削らずに消化できる会社が全体的に多く、業績も良さそうである。,,
,,○,経営コンサルタント,取引先の様子,・街なかの商店街、商業施設などへの人出や郊外の車両通行量も増えるなど、外向きの行動が増えて、人の移動が盛んになり、買物や飲食への個人支出が増えている。また、中小製造業の設備投資意欲も徐々に起きており、首都圏市場を相手とする鉱業、土木関連業界も生産活動が活発になっている。,,
,,○,司法書士,受注量や販売量の動き,・少し良いものの、２月、３月を過ぎてみないと分からない。大きな開発と絡むものではないので、一過性のものではないかと感じている。,,
,,□,化学工業（経営者）,受注量や販売量の動き,・予想していた受注の落ち込みが少なく、順調に推移しているものの、上向くほどではなく変わらない。,,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・契約件数が多少増加している。,,
,,□,輸送用機械器具製造業（経営者）,受注価格や販売価格の動き,・取引先からの受注量や販売等も若干落ちているが、今のところあまり変化はない。,,
,,□,輸送業（営業担当）,取引先の様子,・今月に入り、初売り等のホームセンター向けの商材や冬物暖房器具等、インターネット通販向けの輸送量が増えたものの、全体的には前年並みの輸送量となりそうである。,,
,,□,金融業（経営企画担当）,取引先の様子,・観光関係業種では、インバウンド旅行者は、個人、グループ観光客は増加しているが、中国人の団体観光客は減少している。製造業では取引先からのコストダウン要請があり、厳しい交渉が行われている。土木建設業は、来年度までの受注を確保している業者と、確保できない業者の二極化が進んでいる。受注できていない業者は、同業者間の厳しい価格競争が行われている。,,
,,□,不動産業（管理担当）,受注量や販売量の動き,・新規受託業務の引き合いはあったが、成約には至らず、受注は横ばいである。何度か降雪があったものの、業務の延期や中止等は幸いにもなく、例年どおりである。,,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・今月中旬に降雪が１週間ほど続き、道路状況の悪化などで、量販店やスーパーでは来客数が大きく減ったと聞いている。今月のチラシ出稿量は、前年比93.7％と低迷している。,,
,,□,社会保険労務士,取引先の様子,・売上等に大きな変化はないが、求人募集をかけても人手の集まらない企業も多く、時給を上げて募集しなければならなくなってきている。,,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・引き合い、商談件数、受注量共に増加傾向にある。客のＩＴ関連投資は底堅いと感じている。,,
,,▲,食料品製造業（製造担当）,受注量や販売量の動き,・販売点数が落ち込んできている。地元飲食店などの閉店がぽつぽつ出てきている。,,
,,▲,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・特注品や店頭品の受注共に、低迷状態が続いている。,,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・10～12月はずっと上り調子で来たが、今月に入った途端に、受注量が３割ぐらい落ちている。通常なら医療機器などはあまり変動はないが、ここにきて約50％ほどの生産減となっている。ちょっと状況が失速したようである。,,
,,▲,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・今月23～26日まで年間最大の宝飾見本市が開催されたが、来場する問屋、小売店も前年より少なく、売上は低迷している。旧正月直前という日ほどが災いし、中国人バイヤーの来場者が少なかったのも売上減の要因である。,,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・前月と状況に変化はない。,,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体の建設業で、売上の95％を占めている。今期の公共工事は前年比91％と、現政権になって順調に推移してきた公共工事に陰りが見えてきた。当社の受注も前年比10％減と厳しい。今後の発注に期待せざる得ない。,,
"雇用
関連

(北関東)",,◎,－,－,－,,
,,○,人材派遣会社（経営者）,求人数の動き,・ガソリン価格が若干上がっているようである。物流は年末年始にかけての商品需要があり、稼働は多くみられる。また、住宅関連では増改築等の建築、建設関係や道路関係の土木が動き始めている。生鮮食料品などの出荷量は落ち着いたようである。,,
,,○,人材派遣会社（支社長）,求職者数の動き,・今月第３週より、徐々に問い合わせ等が増加しており、既存の求人に対するマッチング率が向上してきている。職場見学の機会も月末に向け増えている。今後は３月に期間終了を予定している人材も２月にかけ、動き始めるとみている。,,
,,○,民間職業紹介機関（経営者）,求人数の動き,・求人の増加が目立つものの、正社員求人に変化はない。,,
,,□,人材派遣会社（経営者）,求人数の動き,・前月の話では、今月から忙しくなるという話だったが、予定変更となり、今月も忙しくならなかったので、前とあまり変わらない。,,
,,□,人材派遣会社（管理担当）,求職者数の動き,・年末と年始の求職者数に変化はなく、変わらない。求人数は少しだけ上向きである。,,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・新卒採用を控えて、中途採用も検討している企業が増えている。ベースアップも期待できない様子である。,,
,,□,求人情報誌製作会社（経営者）,求人数の動き,・求人数は増加しているものの、求人誌などで求人広告を掲載する事業所は増えていない。特に、飲食店は人手不足で、募集をしても応募が少なく、採用が難航している。,,
,,□,職業安定所（職員）,求職者数の動き,・小規模企業整備が複数発生し、求職者が急増している。,,
,,□,職業安定所（職員）,求人数の動き,・12月分の新規求人でみると、情報通信、運輸、宿泊、飲食、サービス業で前年を下回っているが、減少理由は、求人の更新手続きのずれが主である。その他に、前年にスーパーの新規出店や新規事業、吸収合併などがあったためで、特段大きなマイナス要素は見受けられない。,,
,,□,職業安定所（職員）,求人数の動き,・９か月連続で前年同月比で増加していた新規求人数が、減少となっている。,,
,,□,学校［専門学校］（副校長）,求人数の動き,・ここ数年と比べてもこの時期は、求人数、求人企業共に多いと感じるが、製造業などの採用試験は厳しくなっている。,,
,,▲,＊,＊,＊,,
,,×,－,－,－,,
,,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(南関東)",東京都,◎,一般レストラン（経営者）,来客数の動き,・今年は正月明けから客が途切れることなく、非常に多く来店している。宴会の数もとても多い(東京都)。,,
,,○,一般小売店［家電］（経理担当）,来客数の動き,・以前は値段を聞いても買わない客がいたが、１月に入り、買いに来る客が増えている。特に、工事が必要な商品は以前より売れている。,,
,東京都,○,一般小売店［家具］（経営者）,来客数の動き,・１月に入り、最初は客が少ないと思ったが、徐々に来客数が増えつつあり、やや良くなってきている(東京都)。,,
,,○,百貨店（総務担当）,販売量の動き,・化粧品を中心とする婦人雑貨、食品は回復傾向が強い。これまで不振が継続している衣料品も、やや持ち直しの兆しがある。福袋に関しては人気、不人気の格差が拡大しているものの、全体としては堅調である。,,
,東京都,○,百貨店（営業担当）,それ以外,・景況感の良さから、富裕層の買上の上方修正、またインバウンド売上の回復が挙げられるが、客の買い方については、セール品でも定番品の２枚買いとか、良い物が安くなれば買うというように、先々を見越したシビアな買い方が目立つ(東京都)。,,
,東京都,○,百貨店（計画管理担当）,販売量の動き,・年初は来客数も多く、クリアランスセールが好調に推移した。気温が低かったお陰で重衣料の動きも良く、順調に推移している(東京都)。,,
,,○,百貨店（店長）,来客数の動き,・セレクトショップを中心に、アパレルの動向が上向いている。特に、春物展開後に伸びがみられる。,,
,,○,スーパー（経営者）,販売量の動き,・徐々に売上が伸びてきている。,,
,,○,スーパー（仕入担当）,販売量の動き,・年明け以降、特に年始の来客数、点数が増加した。その後も来客数は前年並みであるが、点数アップによる客単価の上昇により前年をクリアしている。,,
,,○,家電量販店（店長）,単価の動き,・大画面、省エネ、大容量などのニーズが高く、付加価値商品は好調である反面、低価格品を望む声も依然として多く、消費に関しては二極化している。,,
,東京都,○,家電量販店（経営企画担当）,販売量の動き,・精算客数が前年を安定的に上回っており、結果として売上そのものも前年を上回っている。客単価も前年並みとなり、一時の低価格志向に変化が出ている(東京都)。,,
,,○,乗用車販売店（営業担当）,販売量の動き,・本決算が近付いているせいか、販売数も来客数も増えてきている。,,
,,○,乗用車販売店（店長）,販売量の動き,・３年前の消費税増税の影響で、初回車検や代替を検討している客の来店が増えている。,,
,,○,乗用車販売店（総務担当）,競争相手の様子,・各社の新車効果で、販売面では上向き傾向にある。,,
,東京都,○,その他専門店［貴金属］（経営企画担当）,販売量の動き,・同業他社を見ると、企業により販売量に差が出ているが、全体的には販売量はやや増加傾向にある(東京都)。,,
,,○,都市型ホテル（総務担当）,販売量の動き,・数か月前と比較すると、12～1月は売上、来客数共に増加している。,,
,東京都,○,旅行代理店（従業員）,販売量の動き,・予約数が緩やかに上昇している(東京都)。,,
,,○,タクシー運転手,お客様の様子,・会社関係の利用が多い。年始回りと新年会が重なり、朝から終電近くまでは効率よく仕事ができている。ただし、深夜は相変わらず利用が少なく、ロングの客もいない。,,
,,○,通信会社（営業担当）,お客様の様子,・付加価値の高いサービスを選択する客が以前より増えている。,,
,東京都,○,通信会社（営業担当）,お客様の様子,・集合住宅のインターネットや電話の通信向け双方向対策工事を行ったことにより、居住者の新規契約者数が増加し、目標を達成できている(東京都)。,,
,東京都,○,通信会社（管理担当）,販売量の動き,・法人向けのソリューション案件の受注は上向いているものの、個人向けの携帯電話やその周辺機器の小売は苦戦している。そのような中でも、年末年始の商戦期であったため、総合的には良くなっている(東京都)。,,
,東京都,○,その他サービス［福祉輸送］（経営者）,販売量の動き,・前年11月から１年近くなかった新型車の発表が３種類続いたため、これまで需要が落ち込んでいた分、大分上向いている(東京都)。,,
,,○,設計事務所（経営者）,それ以外,・11～12月は非常に成績が悪かった。そのなかで地域の仕事や細かい仕事などを拾ったり、また、入札においても、規模は小さいが物件は数多く出ているため、精力的に頑張った。その結果、１月の契約内容が非常に上向いているので、社員の増強を考えなければならない状況である。,,
,,○,設計事務所（経営者）,お客様の様子,・年末までにもらっていた話が実際に動き出している。,,
,,○,その他住宅［住宅管理・リフォーム］（経営者）,お客様の様子,・前年までは全く商談はなかったが、年が明けて、改修ではあるものの、小さな仕事の商談がようやく入ってきている。これをきっかけに好転することを期待している。,,
,東京都,○,その他住宅［住宅資材］（営業）,販売量の動き,・建築資材の注文量が当初の見込みより上向いている。資材価格の上昇傾向もあり、前倒しで調達に動いている様子が見られる(東京都)。,,
,,□,商店街（代表者）,単価の動き,・客の入店率はさほど悪くないが、ややバランスを欠いており、値段が少しでも安く、納得いくような商品を探し求める傾向が強い。,,
,東京都,□,商店街（代表者）,来客数の動き,・最近は、天候が良いわりに、客の出は悪いというやや変わった状況である。原因はよく分からないが、そのために売上が伸びない(東京都)。,,
,東京都,□,商店街（代表者）,それ以外,・ここ数か月、当地域の景気はあまり良くない。忘年会、新年会需要が少し冷え込んでいる。店舗の閉店もいくつか目にするようになっている。新しい店も入ってきているので大きな落ち込みではないが、全体的に決して良いとは言い切れない(東京都)。,,
,東京都,□,商店街（代表者）,販売量の動き,・商店街では、なおも客足が伸びず、積極的な店舗改装や新規出店などが止まったままの状態である。物販店の閉店が続き、居酒屋など夜の飲食店が増え続けており、昼間の客足の低下に拍車をかけている(東京都)。,,
,,□,一般小売店［和菓子］（経営者）,お客様の様子,・今年は正月が短かったので、正月需要がかなり少なかったが、月末にきて大口の注文が入り、前年を大きく超えることができている。,,
,,□,一般小売店［家電］（経理担当）,販売量の動き,・家電製品は静かな動きをしている。事業所などの照明ＬＥＤ化の提案、電話回線の見直しなど、こちらからアクションを起こすと話に乗ってもらえる。,,
,,□,一般小売店［印章］（経営者）,来客数の動き,・40代、50代の消費者は、ショッピングセンターへ行けば買物かご１つで生鮮３品から必要な身の回り品まで購入できるので、商店街で買物をすること自体がなくなってきているのではないか。,,
,東京都,□,一般小売店［米穀］（経営者）,販売量の動き,・実際に売上が伸び悩んでいる(東京都)。,,
,東京都,□,一般小売店［文房具］（経営者）,販売量の動き,・正月休み明けからまとめ買いが増えてきているが、販売商品の単価が低いため、売上は大きくは変わらない(東京都)。,,
,,□,一般小売店［文具］（販売企画担当）,競争相手の様子,・当社は案件等が取れているので良いが、競合他社からはやはり相当厳しいという声が聞かれる。たまたま当社の提案案件などがうまく受け入れられているだけで、周りからすると、さほど物流も動いていないのかなと感じている。,,
,,□,一般小売店［茶］（営業担当）,単価の動き,・一昨年、前年と毎年売上が減少している。特に単価が下がってきている。,,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・例年同様12月の反動で出荷が伸びず、販売は低調である。先行きは楽観できない(東京都)。,,
,,□,百貨店（売場主任）,お客様の様子,・気温が下がり、クリアランス前半戦は婦人コートなどを購入する客も多かったが、後半はしっかり吟味する客が多くなり、慎重な購買傾向にある。化粧品などの必需品は好調であるものの、ブーツなどの季節商材は苦戦している。,,
,東京都,□,百貨店（総務担当）,単価の動き,・３か月前と商況は同じである。来客数は好調で前年を超えているものの、客単価が低下しているため、結果として売上は前年割れしている。その対策として行うモノのセールなどには客は飛びつかないが、物産展などのコト催事は大変好調で、高額な弁当類なども売れている。しかしながら、定価品売上の不振は恒常的なもので、一過性の催事では全体の売上をカバーするまでには至っていない(東京都)。,,
,,□,百貨店（総務担当）,販売量の動き,・複数点を買う客が少なく、買上率は低迷している。客は目的の物以外買わない傾向にある。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・気温の影響が大きいが、冬物の動きが良く、前年を超える日が続いている。特にコート、セーターの動きが良いことが大きい(東京都)。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・婦人アパレル関連の動きは相変わらず厳しく、セールの前倒し等も重なり、売上が伸び悩んでいる。防寒として、服飾小物の動きはみられるが、重衣料のヘッジをすることは難しく、店舗全体の売上も厳しい。一方、インポートブランドの一部では堅調に推移しているショップもあることから、いわゆる中間層の客の購買意欲が伸び悩んでいる状況が見受けられる(東京都)。,,
,東京都,□,百貨店（営業担当）,お客様の様子,・今月の来客数は好調に推移しており、それに伴い売上高も前年を上回って好調である。大きな要因は、天候及びインバウンド需要である。特に、正月は温暖な天候により、福袋やクリアランスセールに訪日外国人も含め多くの来店客があった(東京都)。,,
,東京都,□,百貨店（営業担当）,販売量の動き,・依然として衣料品関連の動きが鈍い(東京都)。,,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・初商、クリアランスは、ほぼ前年並みで推移している。苦戦が続いていた外国人顧客が戻りつつあり、前年割れが続く免税売上もプラスに転じている(東京都)。,,
