,,○,タクシー（経営者）,お客様の様子,・昼間の客の動きは変わらないが､夜の客、特に深夜の動きが良くなり、前年同月比で17％の増収となっている。,
,,○,住宅販売会社（経営者）,お客様の様子,・２月後半は陽気が良くなり、新築、中古販売会への来場者が増加している。購入意欲が感じられ、即決する客も出ている。,
,,□,一般小売店［文具・事務機］（経営者）,販売量の動き,・販売量が一向に上向かない。悪いままで変わっていない。,
,,□,一般小売店［金物］（経営者）,販売量の動き,・建築材料の値上げが続いており、価格転嫁ができず困っている。,
,,□,百貨店（売場主任）,来客数の動き,・今年は雪が何回も降り、土日に影響が出ている。２月は営業日数が少なく、非常に厳しい状況である。,
,,□,スーパー（統括）,単価の動き,・来客数、買上点数は増えているが、単価の落ち込みはいまだに続いている。消費税総額表示の影響は一巡したが、単価の下落と収益性の悪化で、消費税分を小売が負担する状況が続いている。,
,,□,スーパー（経営者）,それ以外,・２月は前年同月に比べ日曜日が１回少なく、週末の天気があまり良くなかったこともあり１月より低調であるが、売上の推移は３か月前とほぼ同じ状態である。,・２月は前年同月に比べ日曜日が１回少なく、週末の天候があまり良くなかったこともあり１月より低調であるが、売上の推移は３か月前とほぼ同じ状態である。
,,□,衣料品専門店（経営者）,来客数の動き,・価格にこだわる客が増え、高いと言われることが多くなっている。,
,,□,衣料品専門店（販売担当）,来客数の動き,・寒さのおかげで厚手のショートコート、ジャケット類が比較的好調である。郊外型ショッピングセンターの影響が続いており、来客数はかなり落ち込んでいる。,
,,□,家電量販店（店長）,単価の動き,・家電製品は大型商品でも一台当たりの単価が大幅に落ちているため、来客数が増加しないと売上もなかなか見込めない。,
,,□,乗用車販売店（従業員）,販売量の動き,・毎年２月に実施している大型イベントを今年も開催した。来場客数、組数は前年並みであったが、相変わらず客は慎重で、廉価車に集中しており、新車成約台数は前年比65％、売上が50％と、前年を大きく下回っている。,
,,□,乗用車販売店（従業員）,販売量の動き,・車両台数が伸びず、前年比でも70～80％と非常に厳しい状況にある。,
,,□,その他専門店［携帯電話］（営業担当）,販売量の動き,・月初めの動きは鈍かったが、後半は第三世代携帯を中心に販売が伸びてきている。ただし、ＰＤＣの新規販売は相変わらず苦戦している。,
,,□,観光型ホテル（スタッフ）,来客数の動き,・宴会、宿泊売上が前年比で10％減少している。,
,,□,旅行代理店（経営者）,来客数の動き,・愛知万博の開催に伴い申込が出ているが、その他の客の動きが鈍く、来客数は前年並みで変わらない。,
,,□,旅行代理店（営業担当）,お客様の様子,・来客数は微増傾向にあるが、単価が低迷していることから、販売にはつながらない。,
,,□,タクシー運転手,来客数の動き,・例年２月は休閑期だが、大雪の影響かタクシー需要が多い。当社タクシーの増車（２台）効果と、スペシャルオリンピックスの特需も要因である。,
,,□,観光名所（職員）,お客様の様子,・年間で一番入込み客の少ない時期であるが、節約ムードが強いことなどから宴会等も少なく、ホテル、レストランの売上は例年を下回っている。,・年間で一番入込客の少ない時期であるが、節約ムードが強いことなどから宴会等も少なく、ホテル、レストランの売上は例年を下回っている。
,,□,遊園地（職員）,来客数の動き,・週末が降雪と重なることが多く、交通に影響が出るなど、集客に苦戦している。うるう年で休日が１日多かった前年並みの数字を確保するのは難しい。,
,,□,ゴルフ場（副支配人）,お客様の様子,・雪の影響で来場者は少ないものの、引き合いがあるので総じて変わらない。,
,,□,競輪場（職員）,お客様の様子,・来場者数、購買単価とも下がり気味である。,
,,□,住宅販売会社（経営者）,お客様の様子,・売買、賃貸とも客が動き、引き合い、問い合わせ等は多少増えているが、なかなか成約に結び付かない。,
,,▲,商店街（代表者）,来客数の動き,・寒い日が続き、風邪を引いている人が多いことから最寄り品を扱う店での購入が多い。行動範囲が狭く、客の出足も悪い。,
,,▲,一般小売店［青果］（店長）,来客数の動き,・日中、夕方とも人が全然歩いていない。どんなに安くても人が通っていないと販売が成り立たない。,
,,▲,百貨店（販売促進担当）,販売量の動き,・前年に比べ寒い日が続いていることから、春物の動きが極めて不振で、販売量の動きが大変悪い。,
,,▲,百貨店（販売促進担当）,来客数の動き,・２月中旬以降の寒の戻りで、来客数の動きが鈍く、春物商品の動きが止まってる。,・２月中旬以降の寒の戻りで、来客数の動きが鈍く、春物商材の動きが止まってる。
,,▲,スーパー（経営者）,単価の動き,・競合店の出店により価格競争がますます激しくなってきている。,
,,▲,高級レストラン（店長）,販売量の動き,・中旬までは比較的順調に推移していたが、中旬以降、前年同月比マイナス20％程度と極端に落ち込んでいる。特に、フリー客が目立って落ち込んでおり、消費者の購買意欲の低下が感じられる。,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・梅祭りが始まったが、日帰り客が多く、宿泊の伸びは期待できない。また、宴会等で予約時と当日の人数が違い、かなり減っているということがある。,
,,▲,タクシー運転手,お客様の様子,・相変わらず深夜の利用客が少ない。飲み会などがあっても、９、10時には帰宅してしまうような状況で、売上が減少している。,
,,▲,美容室（経営者）,販売量の動き,・今月は天候の影響が非常に大きい。めったに降らない雪で交通機関がまひし、足場が悪くなり、客の出足が鈍る。来客数の減少から売上も少なくなっている。,
,,×,一般小売店［衣料］（経営者）,来客数の動き,・１～３月は学生の制服関係が動く時期であるが、動きも活発ではなく、完成の連絡を入れてもなかなか受け取りに来てもらえない。,
,,×,コンビニ（店長）,それ以外,・大型ショッピングセンターが10月に開店してから、売上は下がる一方である。車の通行についても、特に深夜は商店街の周辺を通らず、大型ショッピングセンターの方に行ってしまうので、悪くなっている。,
,,×,乗用車販売店（販売担当）,販売量の動き,・広告、宣伝をしても、とにかく車が売れない。地元大型ホテル倒産の影響が続いており、来客数は極端に少なく、販売が落ち込んでいる。,
,,×,スナック（経営者）,来客数の動き,・人通りが本当に少なく、１月中旬ごろからここ３～４年で１番悪いような状況である。スペシャルオリンピックスによる観光客の入込みに少しは期待していたが、あまり出足が良くない。,・人通りが本当に少なく、１月中旬ごろからここ３～４年で１番悪いような状況である。スペシャルオリンピックスによる観光客の入込に少しは期待していたが、あまり出足が良くない。
,,×,設計事務所（所長）,競争相手の様子,・同業他社を含め、年度替わりでも動く気配がなく、仕事量は激減している。公共物件、一般個人住宅、民間設備投資、すべてにおいて期待できる要素がない。,・同業他社を含め、年度替わりでも動く気配がなく、仕事量は激減している。公共物件、一般個人住宅、民間設備投資、全てにおいて期待できる要素がない。
"企業
動向
関連

(北関東)",,◎,－,－,－,
,,○,輸送業（営業担当）,取引先の様子,・フリー便等の国内貨物の動きが鈍く、前年を下回っているが、食品等の日配便は安定している。,
,,○,不動産業（管理担当）,受注量や販売量の動き,・３月以降に飲食店テナントが撤退するが、それ以上に、入居が正式に決まったところがあるので、空室率が改善される。賃料については厳しい状況が続く。,
,,□,化学工業（総務担当）,受注量や販売量の動き,・高圧ガスの関連分野には新しい話がほとんどなく、低い水準で横ばい状態が続いている。,
,,□,金属製品製造業（経営者）,取引先の様子,・３月の期末、10月の新長期排ガス規制を控えて､トラックの特装関係の受注量が増大している。また、産業機械､コンプレッサー等、70、100キロなどの大型の引き合いが非常に多くなってきている。工作機械も自動車向けが順調に推移している。,
,,□,一般機械器具製造業（生産管理担当）,受注量や販売量の動き,・引き続き受注が好調で、今月は過去最高の受注高を記録する見込みである。同業他社に仕事を振りたくても、皆が忙しい様子であり、納期対応に苦慮している。,
,,□,輸送用機械器具製造業（経営者）,受注価格や販売価格の動き,・この２～３か月は受注価格、販売量の動きが良いが、変化はほとんどない。,
,,□,その他製造業［看板］（経営者）,受注量や販売量の動き,・受注量はいくらか増えているが、価格面での伸びが思わしくない。,
,,□,建設業（経営者）,受注量や販売量の動き,・年度末で受注は若干増えているが、採算は依然として厳しい。,
,,□,新聞販売店［広告］（総務担当）,受注量や販売量の動き,・２月のチラシ出稿量は103％と、前年をやや上回っている。１月ほど降雪もなく、衣料品関係の売上も順調と聞いている。スペシャルオリンピックスが始まるので、人の動きが多くなっている。,
,,□,その他サービス業［放送］（営業担当）,受注量や販売量の動き,・自動車、電機等の製造業からのコマーシャル受注は変わらないが、商業、サービス業、不動産業からのスポットコマーシャルの契約期間が短くなり、小口化している。,
,,▲,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・受注の動きが激しくなる時期であるが、動きが鈍い。,
,,▲,電気機械器具製造業（経営者）,取引先の様子,・企業格差が拡大している。加工、組立関係はここへきて一気に冷え込み、仕事量が30～50％落ち込んだところもある。４、５月ごろまで回復は見込めない。,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・取引先８社のうち６社は、３か月前に比べ受注が半分以下になっている。同業者には、仕事がなくて週休３日というところもある。,
,,▲,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・受注量が前年比で約15％減少しており、勢いがない。３か月インフォメーション上も低下傾向にある。,
,,▲,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,"・１月は45,000人の業者が集まる国際宝飾展があり、展示会効果で売上が伸びたが、２月はどこも販売不振で、前年に比べ売上が大幅に減少している。",
,,▲,金融業（経営企画担当）,取引先の様子,・製造業の売上は横ばいかやや低下傾向にあり、輸出関連についても対中国向けに支えられている状況である。プラスチック、鉄鋼等の原材料高騰の影響もあるようである。,
,,▲,広告代理店（営業担当）,取引先の様子,・予定していた広告予算をカットされ、２月の受注量は前年の２割減となっている。中小企業を中心に、取引先の業績は依然厳しい。,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・パチンコ関係の取引先の新規生産がほぼストップ状態にある。別の取引先の生産量も、前年より大幅に落ち込んでいる。,
,,×,建設業（総務担当）,受注量や販売量の動き,・前年は、３～５月にかけて３か所の民間工事を受注したが、今年度は営業活動をしているが、受注ゼロも予想されるという状況である。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,職業安定所（職員）,求人数の動き,・この春の高卒、新卒者の求人が前年同時期に比べて若干増えてきている。,
,,□,人材派遣会社（営業担当）,採用者数の動き,"・年度末の契約更改の時期を控え、このところ各業界から人材の打診がぽつぽつ出てきている。登録者は前年同時期に比べ依然少なく、適任者選びに苦慮している。
・ＩＣ関連メーカーから時々現場ラインへの派遣オーダーが入るが、希望者が見つからず、ほとんどが契約成立に至らない。",
,,□,求人情報誌製作会社（経営者）,求人数の動き,・県内の有効求人倍率は８か月連続で１倍を超えている。周辺企業では飲食店や情報通信などで求人が増加しており、業種によるが製造業の求人も回復してきている。,
,,□,職業安定所（職員）,求人数の動き,・製造業からの求人が減少気味で、就職件数も減少傾向にある。,
,,□,職業安定所（職員）,採用者数の動き,・３か月前と比べ、新規求人、新規求職者数とも１割強増加したが、就職者数は１割強減少している。パート求人が３割を超え、正社員を希望する求職者とのミスマッチが大きくなり、求職者が希望する求人への就職が困難になっている。,
,,□,民間職業紹介機関（経営者）,求人数の動き,・求人をけん引する製造業の勝ち組企業においても、受注が減少すると、まず現場の派遣社員を大量に契約終了にする、ということが始まっている。,
,,□,学校［大学］（総務担当）,求職者数の動き,・当校の就職内定率は90％を超え、院生は100％となっている。しかし、全国をみると大学生の内定率は60％台であり、非常に厳しい状況である。,
,,▲,人材派遣会社（社員）,周辺企業の様子,・地元ではかなり厳しい経営状況のホテルも多く、新規の仕事はもちろん、現在行っている仕事でも値引きをして欲しいということで、突然業務を止められたりするところがいくつか出ている。,
,,▲,職業安定所（職員）,周辺企業の様子,・年度末が近くなり、企業整備、人員整理の件数が増えている。求人に来る企業の話を聞くと、派遣、請負以外は増員ではなく退職者の補充がほとんどである。,
,,×,新聞社［求人広告］（担当者）,求人数の動き,・他社が２、３割の値段で掲載している状況なので、相当一生懸命回っているが、注文が少ない。頻繁に広告を掲載する企業に頼んで何とか注文を受けている。また、企業本体で募集をしていたのが業務請負や派遣を使うようになり、直接掲載しなくなっている。,
,,,,,,
　４．南関東（地域別調査機関：（財）日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",,◎,＊,＊,＊,
,,○,一般小売店［ＣＤ］（営業担当）,来客数の動き,・前年同月と比べ、売上自体の伸びは鈍いものの来客数は徐々に増加しており、やや良い方向へと推移している。,
,,○,百貨店（総務担当）,販売量の動き,・冬物衣料関係は前年並みであるが、サッカー関連衣料、用品がＷ杯サッカーの影響か、前年比130％以上となっている。,
,,○,コンビニ（経営者）,来客数の動き,・天候に恵まれず不安定な日が続いたが、単価、客数ともに昨年比105％とアップしている。,・天候に恵まれず不安定な日が続いたが、単価、客数ともに前年比105％とアップしている。
,,○,都市型ホテル（スタッフ）,お客様の様子,・秋口の個人的なお祝い会等の問い合わせも多くなってきている。,
,,○,タクシー運転手,お客様の様子,・東京都23区、武蔵野、三鷹地区では、ロング客は少ないが近距離客は多く、平日のタクシー利用客は定着した感がある。また、連休前日や悪天候の時は、午前２～３時ぐらいまで利用客が道路にあふれるといった状態になる。,
,,○,通信会社（企画担当）,販売量の動き,・インターネットが不調であるが、他のプロバイダーに移っていて、必ずしも不況というわけではない。放送加入者は順調に伸びている。,
,,○,その他レジャー施設［アミューズメント］（職員）,販売量の動き,・家庭用ゲームの動きが顕著で、携帯型ゲーム機に市場が引っ張られ、ゲーム機（ハード）、ゲームソフト（ソフト）とも販売は好調である。,
,,○,その他サービス［語学学校］（総務担当）,来客数の動き,・入校者はほぼ例年並みであるが、例年に比べ問い合わせや体験の人数が多い。,
,,□,商店街（代表者）,販売量の動き,・最近、理容、不動産の２店が商店会へ新規加盟したが、相変わらず物販店はない。ここ数年間の新規加盟店はサービスと飲食関係のみであり、物販関係が少なくなっているため、売出しなどの事業がやりにくくなっている。,
,,□,一般小売店［衣料・雑貨］（経営者）,お客様の様子,・２月は寒波の影響で寒かったため、初物は売り切っている。客は、値ごろ商品（１万円くらいまで）を必要な時にしか買わない。プリント物やきれいな明るい商品は期待が持てる。,
,,□,百貨店（営業担当）,販売量の動き,・２月の天候不順も影響し、アパレルでは春物の動きが鈍いが、セール品は堅調に伸びており、前年の売上は確保している。食料品は、ほぼ前年実績を確保しており、この３か月の傾向と変わらない。,
,,□,百貨店（販売管理担当）,来客数の動き,・１月にセール需要（冬物）があり売上が大幅に伸びたが、２月に入り雨と低温の影響で再び下落している。特に、気温が前年より平均で３℃も低く、春物がスムーズに動いていない。,・１月にセール需要（冬物）があり売上が大幅に伸びたが、２月に入り雨と低温の影響で再び下落している。特に、気温が前年より平均で３度も低く、春物がスムーズに動いていない。
,,□,スーパー（店長）,販売量の動き,・青果、精肉は前年の売上を３～５％上回っているが、衣料、雑貨の売上が厳しい。今月は雨が多く、営業日数も前年より１日少ないため、全体としては前年の売上を下回っている。,
,,□,スーパー（店長）,販売量の動き,・春物の衣料品が非常に厳しい。昨年は気温も高く婦人服の春物が良かったが、今年は客数ダウンもあり、昨年の70％前後と動きは非常に悪い。,・春物の衣料品が非常に厳しい。前年は気温も高く婦人服の春物が良かったが、今年は客数ダウンもあり、前年の70％前後と動きは非常に悪い。
,,□,スーパー（総務担当）,販売量の動き,・来客数は若干増えており、精肉も前年より良くなっているが、食品トータルでは販売量が伸びず、前年並みの売上を何とか維持している状態である。,
,,□,スーパー（統括）,販売量の動き,・ここ２、３か月は昨年同月と比べても着実に来客数が増え、売上も若干ながら増加傾向にあったが、２月は来客数、販売量とも横ばい状態である。消費の方はやや沈みの状態という感じを受ける。,・ここ２、３か月は前年同月と比べても着実に来客数が増え、売上も若干ながら増加傾向にあったが、２月は来客数、販売量とも横ばい状態である。消費の方はやや沈みの状態という感じを受ける。
,,□,コンビニ（経営者）,お客様の様子,・近隣に同業他社の出店が目立っているが、来客数、売上とも大きな変化は出ておらず、安定した状態が続いている。,
,,□,コンビニ（店長）,来客数の動き,・来客数は多少減少しているが、客単価は上昇している。,
,,□,衣料品専門店（次長）,単価の動き,・ここ数か月、前年同期比で客単価が下げ止まっている。,
,,□,衣料品専門店（営業担当）,販売量の動き,・今月は寒さが厳しく、春を控えて買い控えの傾向が見受けられる。,
,,□,家電量販店（店長）,お客様の様子,・デジタル家電と季節商品が好調に推移しているが、ＰＣ本体の売りが弱い。,・デジタル家電と季節商材が好調に推移しているが、ＰＣ本体の売りが弱い。
,,□,乗用車販売店（営業担当）,お客様の様子,・依然として軽自動車中心の販売になっている。,
,,□,自動車備品販売店（経理担当）,単価の動き,・納品先で、低価格の希望を強気に出しているところがある。,
,,□,その他専門店［キャラクターグッズ］（従業員）,単価の動き,・冬物アパレルを始め、低単価志向がうかがえ、高価格商品の動きは鈍化している。,
,,□,高級レストラン（支配人）,単価の動き,・来客数は30人ほど増加しているが、売上は30万円程度下落しており、客単価の下落がうかがえる。,
,,□,一般レストラン（経営者）,単価の動き,・家族連れが多いが、酒がほとんど出ず、水で済ませる客が多くなっている。,
,,□,一般レストラン（店長）,来客数の動き,・オフィス街にある店舗であるが、ビルから会社が撤退してもその後が埋まらないという状況が続いていることもあり、来客数が伸び悩んでいる。,
,,□,都市型ホテル（スタッフ）,お客様の様子,・個人の慶弔関連の宴会場利用は相変わらず多いが、企業の利用が伸び悩んでいる。,
,,□,都市型ホテル（スタッフ）,お客様の様子,・受験生や会議の際の食事など例年の利用はあるものの、需要に特に目立った動きはみられず、閑散としていることもある。,
,,□,旅行代理店（従業員）,販売量の動き,・九州地区への団体旅行の取扱が、対前年で200％近くと非常に多い。週末出発の団体では飛行機の座席確保ができなかったものも発生している。,
,,□,旅行代理店（従業員）,販売量の動き,・毎年２月は、団体法人営業部門は、春からの旅行の見積に追われる時期であるが、今月前半の見積数は昨年に比べて悪く、総合的にも昨年をやや下回っている。ただ、先週の終わりから良い電話も入っているので、変わらないと判断している。,・毎年２月は、団体法人営業部門は、春からの旅行の見積に追われる時期であるが、今月前半の見積数は前年に比べて悪く、総合的にも前年をやや下回っている。ただ、先週の終わりから良い電話も入っているので、変わらないと判断している。
,,□,タクシー（団体役員）,来客数の動き,・相変わらず実車率（稼働率）が悪いまま推移している。「春遠からじ」を期待して待っているところである。,
,,□,通信会社（営業担当）,お客様の様子,・戦略強化の割には、ＣＡＴＶ、インターネットとも契約獲得件数が伸び悩んでいる。,
,,□,通信会社（営業担当）,販売量の動き,・デジタル放送への変更が堅調である。,
,,□,住宅販売会社（経営者）,販売量の動き,・何にちゅうちょしているのか分からないが、相変わらず住宅を買う人にとまどいが多くみられる。低額の分譲住宅を買う人は決断が早いが、中堅どころのサラリーマン層の決断が歯がゆいくらいに鈍いため、販売量が増えていかないので、３か月前と比べても変わらないというのが実感である。,
,,□,住宅販売会社（従業員）,販売量の動き,・受注数、金額とも３か月前と同様に低迷しており、前年比マイナス15％である。,
,,▲,商店街（代表者）,来客数の動き,・寒かったり風が吹いている時の人の動きが極端に悪くなっている。また、周辺に競合店もかなりできており、まだまだ食品スーパーの出店が数多くあるので、先行きが思いやられる。,
,,▲,百貨店（売場主任）,販売量の動き,・担当売場も全店的にもここ数か月でも一番厳しい状況になっている。客もなかなか来店せず、また高額品も出ないため、単価も落ちている状況である。,
,,▲,百貨店（売場主任）,お客様の様子,・モチベーション対応商品の動きはあるが、財布のひもは固い。２月の気温の低下により春物衣料の動きが悪いことを差し引いても、全体的に消費は冷えている。,
,,▲,百貨店（営業企画担当）,販売量の動き,・改装前の売り尽くしを実施している紳士用品を除き、婦人用品、生活雑貨、服飾雑貨、食品は軒並み前年比マイナスである。特に婦人服の売上については、春物の動きも冬物最終処分も不調で、前年比２けたのマイナスという結果である。,
,,▲,百貨店（営業企画担当）,販売量の動き,・気温が上がっていないという与件もあり、来客数の減少と、買上率の低下に歯止めがかからない。消費に対しての選択が厳しく、慎重さが更に増している。,
,,▲,スーパー（店長）,来客数の動き,・２月の来客数は全体では昨年比89％で、衣料品は103％だが、住居関連は89％、食品関連は87％と、住居関連と食品関連が大きく落ち込んでいる。周辺の競合店の状況や天候等の要因もある。,・２月の来客数は全体では前年比89％で、衣料品は103％だが、住居関連は89％、食品関連は87％と、住居関連と食品関連が大きく落ち込んでいる。周辺の競合店の状況や天候等の要因もある。
,,▲,コンビニ（経営者）,それ以外,・３か月前とではあまり明確な比較にならないが、前年同期と比較すると、売上、客数ともに確実に下落している。,
,,▲,衣料品専門店（経営者）,来客数の動き,・来客数が大きく減少しており、動きも悪い。セールでも必要なもの以外は買わない。,
,,▲,家電量販店（営業部長）,販売量の動き,・デジタル家電の売行きが鈍ってきている。薄型テレビは、台数比は好調なものの単価では前年比20～25％の下落で、全体のけん引役ではなくなっている。デジタルカメラはコンパクトの落ち込みが激しい。期待の一眼レフタイプの新製品の動きに注目している。,
,,▲,一般レストラン（経営者）,来客数の動き,・２、８月の落ち込み月ではあるが、今月は特に気温が低いためか、ランチの客足が今一つである。,
,,▲,都市型ホテル（スタッフ）,お客様の様子,・レストランの夜の利用客が減少し、一向に上昇の兆しがない。また、２月はこれといった集会もなく低調に推移している。,
,,▲,都市型ホテル（スタッフ）,お客様の様子,・競合相手の出店の影響もあるが、婚礼の受注が思いのほか伸びない。ブライダルフェアを催して集客を図るも、婚礼の新規客が来館せず婚礼受注増にはつながっていない。また、一般法人の宴会受注増を図り宴会場をある程度埋めても、単価が婚礼の半分なので売上が伴わず、ジリ貧状態が続いている。,
,,▲,タクシー運転手,来客数の動き,・各社とも増車中である。客の数が増えていないので、客の取り合いになっているというのが現状である。,
,,▲,通信会社（営業担当）,販売量の動き,・携帯の新規契約は、３か月前と比較して減少している。買換え需要は横ばいとなっている。,
,,▲,ゴルフ練習場（従業員）,お客様の様子,・来客数の動き、販売量の動きが良くない。２月はシーズンオフではあるが、例年の２月より落ち込んでいる。また、１月と比較しても、来客数は減少している。,
,,▲,その他レジャー施設（経営企画担当）,お客様の様子,・例年だと引き合いの強い商品に対するニーズが、今年は弱くなっている。,
,,▲,設計事務所（所長）,競争相手の様子,・単価が低下し、同業者からも仕事がないと聞いている。,
,,▲,住宅販売会社（経営者）,販売量の動き,・工事受注、住宅分譲は価格が低く、販売量も以前と比較し、極端に少なくなっている。,
,,▲,住宅販売会社（従業員）,販売量の動き,・毎年、年度末に向けて住宅、不動産の動きが活発になり、それに向けての供給を行うが、今年は例年よりも販売数が落ち込んでいる。販売物件の良し悪しにも多少左右されているとは思うが、３か月前より悪くなっている。,
,,×,一般小売店［食料雑貨］（経営者）,販売量の動き,・暖冬のため、例年よりも早めの１月に冬物を処分し、今月より春物を立ち上げたが、動きは良くない。暦と寒さが１か月ずれているように感じる。,
,,×,設計事務所（営業担当）,販売量の動き,・過去最低の売上推移となっている。,
"企業
動向
関連

(南関東)",,◎,－,－,－,
,,○,プラスチック製品製造業（経営者）,取引先の様子,・新製品の開発が活発になってきている。,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・現在設備がほとんど埋まっており、受注量としては確保されている状態なので、一息ついている。仕事を探して歩くようなことは全然ない。,
,,○,電気機械器具製造業（経営者）,取引先の様子,・引き合いは比較的活発に動き始めており、成約率も若干上昇している。,
,,○,金融業（渉外担当）,競争相手の様子,・金融機関は積極的に融資を伸ばしている。特に不動産融資に対してはこれまで以上で、バブル期の再来かと思えるほどである。,
,,○,税理士,取引先の様子,・飲食店については、前年比で売上が向上している取引先が多い。また製造業についても、全体的に売上、受注ともに前年を上回っているように見受けられる。,
,,□,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・年度末納めの受注が、前年度並みにできている。,
,,□,精密機械器具製造業（経営者）,取引先の様子,・材料の値段が上がった割には単価が上がらず、やりにくい状態である。親会社も大変だと思うが、全般的に中小企業は大変である。,
,,□,その他製造業［鞄］（経営者）,取引先の様子,・最近では、中国でできないものは我々がやっていくという傾向が明確化してきており、中国産で対応する商品と、我々が生産する商品とが大きく分かれてきている。徐々に結果が出るようになってきている。,
,,□,輸送業（財務・経理担当）,取引先の様子,・宅配便等の個数が横ばい状態である。一般の荷主も例年３月は繁忙期に入るが、現時点では大きな変化はみられない。,
,,□,通信業（営業企画担当）,受注価格や販売価格の動き,・経費節減、価格競争激化のなか、今までの付き合いだけでは客をつなぎ止めるのが難しくなってきている。,
,,□,不動産業（経営者）,競争相手の様子,・賃料に安定性がなく来客数もあまり変わらない状況で、特に変化がみられない。,
,,▲,金属製品製造業（経営者）,取引先の様子,・年度末が近づいているにもかかわらず受注量は少なく、受注しても納期が短いものばかりで、忙しいが仕事が少ない状況である。,
,,▲,一般機械器具製造業（経営者）,取引先の様子,・全体の売上が減少しているため、新規開拓を検討している。,
,,▲,建設業（経理担当）,受注量や販売量の動き,・年度末を迎えているというのに、工事量も少なく、年度末の慌ただしさが感じられない。このまま工事量が少ない状態で新年度を迎えそうであり、景気が良いなどという話はとてもできない状態である。,
,,▲,輸送業（総務担当）,競争相手の様子,・継続的な得意先から、運賃や作業賃の値引き、倉庫使用料の見直しなどを半ば強制的に実施されて苦慮している。関西の同業者も同様の対応を迫られているという話を聞いたが、採算が合うものだけに対応して生き残りを図り、企業規模を縮小していくようである。本当に厳しい状況になっている。,
,,×,電気機械器具製造業（経営者）,取引先の様子,・このところ売上が毎月前年実績を下回っている。取引先である大手空調設備業者も、仕事の減少により配置転換や退職をしているようで、社員も人数がどんどん減ってきているようである。,
"雇用
関連

(南関東)",,◎,人材派遣会社（営業担当）,求人数の動き,・企業からの派遣受注数は増加しており、派遣、正社員、パートと、すべての形態において不足感があり、供給が間に合わない。,・企業からの派遣受注数は増加しており、派遣、正社員、パートと、全ての形態において不足感があり、供給が間に合わない。
,,○,人材派遣会社（社員）,求人数の動き,・３月に行われる県知事選挙に伴い、単発の大量受注が発生している。また銀行業務の受注が多数ある。,
,,○,求人情報誌製作会社（企画担当）,求人数の動き,・採用人数は相変わらず控えめで、「気分」だけ景気の見通しが明るくなっているようにも思えるが、新聞広告は毎週満枠で、また企業からの広告問い合わせも増加しており、全体の気運は高まっている。,
,,○,新聞社［求人広告］（担当者）,求人数の動き,・例年２月は求人数が鈍化する傾向にあるが、今年は鈍化率が例年より小さくなっている。求職者の応募効率が落ちたことも大きな要因となっているため、一概には広告費の増大傾向を喜べないが、パート、アルバイトの募集の落ち込みは少なくなっている。,
,,○,学校［専門学校］（教務担当）,求人数の動き,・各企業からの求人が例年より早く、求人数も若干多い。,
,,□,求人情報誌製作会社（編集者）,採用者数の動き,・昨年より新卒採用を増やす企業が散見される。建設、情報処理企業にみられることが特徴である。,・前年より新卒採用を増やす企業が散見される。建設、情報処理企業にみられることが特徴である。
,,□,職業安定所（職員）,採用者数の動き,・３か月前、前年同月と比べ求人数は増加しているが、就職者数は減少している。,
,,□,職業安定所（職員）,周辺企業の様子,・小売業では新規出店によるパート求人が提出されるなど明るさがみられるが、製造業で売上の低下による工場閉鎖があり、企業整備が続いている。多くの小規模事業所では、受注単価の下落などで景気回復を実感できず、依然として厳しい経営状況が続いている。,
,,□,学校［短期大学］（総務担当）,求人数の動き,・新年度の求人票が届いたが、数は昨年度よりも若干少ないものの、ほぼ同じ水準である。,・新年度の求人票が届いたが、数は前年度よりも若干少ないものの、ほぼ同じ水準である。
,,▲,人材派遣会社（支店長）,求職者数の動き,・人材派遣の企業ニーズ（求人）が引き続き変わらないなかで、求職数（派遣ができるような人材）は減りつつあり、派遣会社間での優秀な人材の取り合いになっている。また、募集費や教育費がかさんでいる。,
,,▲,求人情報誌製作会社（編集担当）,雇用形態の様子,・２月の求人数が例年に比べて落ちている。また、中堅企業、大型商業施設などで、地元採用者を減らし派遣契約に移行するところが増えている。,
,,▲,職業安定所（職員）,求人数の動き,・求人申込に来所する事業主が目に見えて減少し、窓口の空いている日が目立つ。このため、２月の新規求人数は20～25％の減少となる見込みである。,
,,▲,職業安定所（職員）,周辺企業の様子,・デジタル関連製品製造の中小企業経営者から、２～３か月先までの生産計画はあるが、受注の減少によりその先の生産計画のめどが立たない、との話を聞く機会が増えている。また、企業活動の活況を反映する中途採用求人に一服感が強く、学卒定期採用にシフトしつつある。,
,,×,－,－,－,
,,,,,,
