,,▲,食料品製造業（製造担当）,それ以外,・いよいよ原料原価の高騰が始まり、いくらまで上がるか検討がつかない状況である。製品の販売価格に転嫁したいが、いまだにできていない。,
,,▲,食料品製造業（営業統括）,受注量や販売量の動き,・猛暑の影響もあり、高価格の物から低コストの商品に至るまで、全般に渡って幅広く落ち込みが続いている。,
,,▲,化学工業（経営者）,受注量や販売量の動き,・８月は仕事量が極端に少なく、設備のメンテナンスをして時間をつぶしたという感じである。,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・自動車メーカーの新車発表があるということで、何とか受注量は確保できたが、もう落ち着き始めている。同業数社から仕事がないので何か出してくれと言われているくらい、全般的にかなり減速している。,
,,▲,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・売上は前年比400万円ほど増えているが、原材料の値上などを考えると実質的な数量は減少している。自動車販売関係が伸びないというのも一因である。,
,,▲,広告代理店（営業担当）,受注量や販売量の動き,・広告受注単価が下がってきている。同業他社の拠点撤退など、消耗戦になっているため、薄利の状態が顕著である。,
,,×,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・店頭販売がここ数か月、前年比で５～８％ほど悪くなっている上に、金、プラチナといった材料価格が高騰しており、価格維持のために収益が悪化している。,
,,×,建設業（総務担当）,受注量や販売量の動き,・公共工事削減と受注競争で建設業が一番の不況業種になっている。受注は前年比104％と増加しているが、安値受注の影響で今期も赤字決算になってしまう。２期連続赤字だと取引金融機関の対応が心配である。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,人材派遣会社（経営者）,求人数の動き,・このところ得意先の仕事が少し多くなり、求人数が増えてきている。,
,,○,求人情報誌製作会社（経営者）,求人数の動き,・今年は４～８月中旬まで雇用は低迷していたが、８月下旬にきて上昇に入っている。当地域に新しく大型ショッピングセンターができるので、雇用など明るい見通しとなっている。,
,,□,人材派遣会社（営業担当）,雇用形態の様子,・正規雇用の求人が出始めている。,
,,□,職業安定所（職員）,求人数の動き,・新規求職者は減少傾向で推移している。,
,,□,職業安定所（職員）,求人数の動き,・新規求人、有効求人共に前年同月を下回る状況が続いており、特に製造業の減少が大きい。それに伴い、派遣、請負求人も減少している。,
,,□,職業安定所（職員）,求人数の動き,・新規、有効求人数共に前年、前月より微減であるものの、新規事業所等からの求人数などが小幅な増加傾向を示していることや、派遣求人の割合が約21％を占めていることから、総じて変わらない。,
,,□,学校［短期大学］（就職担当）,求人数の動き,・求人はあるものの、ふさわしい人材がなかなかいない。既に内々定を得ている学生は例年並みの割合であるが、いまだに本格的な活動に入れていない学生が多く、マッチングが図れないケースが多い。今年は企業側の動きと学生の動きに溝を感じる場面が多い。,
,,▲,人材派遣会社（経営者）,求人数の動き,・業種的には小売販売、製造の求人はほぼ落ち着いた様子で、募集等は少なかったようである。軽鉄関係の製造、建築等は若干良い動きであったが、販売関係ではデパート、小売店共にさほど動きはない。,
,,▲,求人情報誌製作会社（経営者）,周辺企業の様子,・周辺の小売業、旅館、ホテルなど、老舗の閉鎖等があり、全般的にみても雇用は低迷状態である。,
,,▲,新聞社［求人広告］（担当者）,周辺企業の様子,・市内の大手企業が撤退を決め、従業員をほぼ解雇する予定である。関連する下請も仕事がなくなり、困惑状態である。,
,,×,－,－,－,
,,,,,,
　４．南関東（地域別調査機関：（財）日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",,◎,家電量販店（営業統括）,販売量の動き,・価格比較サイト等の過剰な価格引き下げ誘導による値崩れがおき、新製品発売日から即日販売価格が下がる商品が多数見られるが、販売数量、注文総額共に増加している。,
,,○,百貨店（広報担当）,販売量の動き,・記録的な猛暑のなか、来客数は２けた増と６～７月を上回るぺースで推移している。帰省ギフトで好調な食品に加えて、婦人、紳士衣料ではカットソーやサングラス、日傘など盛夏アイテムが再浮上している。また、秋物衣料、雑貨では高額品、トレンドアイテムの先買いが目立ち、ファッションの動きが顕著である。,
,,○,百貨店（店舗政策担当）,来客数の動き,・猛暑で夏アイテムの売上が好調であり、台風や雨等の影響も少ないことから来客数は前年を上回る結果となり、売上も若干ではあるが前年比プラスとなっている。,
,,○,スーパー（店長）,販売量の動き,・暑い日が続き、季節商材の稼動が良い。,
,,○,スーパー（仕入担当）,販売量の動き,・猛暑の影響で飲料、冷めん、アイス、果物等の商品の売上が２～４割アップしているが、生ものは敬遠されている。,
,,○,コンビニ（経営者）,お客様の様子,・客層は変わらないが、飲料、弁当、総菜が売れ始めている。,
,,○,衣料品専門店（経営者）,来客数の動き,・非常に暑く雨も無く、夏物が絶好調であり、前年度を大幅に上回っている。,
,,○,家電量販店（店長）,単価の動き,・気候の影響で、エアコンを中心とする高級商品が売れ単価が上昇している。,
,,○,高級レストラン（支配人）,単価の動き,・３か月前と比べて来客数は少ないが、客単価が223円ほど上がり、個人客が若干多く来店している。,
,,○,観光名所（職員）,来客数の動き,・来客数が前年比４％増加している。,
,,○,パチンコ店（経営者）,来客数の動き,・大きな店舗の来客数が昼夜共に大分増えており、競合店も若干増えている。,
,,□,商店街（代表者）,販売量の動き,・販売点数減、単価アップとなっており、売上額は前年並みである。,
,,□,商店街（代表者）,お客様の様子,・商店街の話では、猛暑のため飲料等が多少良いが、衣料品等はあまり良くないということである。,
,,□,一般小売店［衣料・雑貨］（経営者）,お客様の様子,・８月は上旬から猛暑続きで夏物は売り切ったが、引き続き猛暑が続いたせいで秋物の売行きは良くない。,
,,□,一般小売店［家電］（経営者）,販売量の動き,・売上は確かに上がっているが、エアコンや扇風機等、暑さに影響されているものであり、その他の商品はあまり上がっていない。,
,,□,一般小売店［米穀］（経営者）,お客様の様子,・当店の客は60才以上の方が多く極端な変化は無いが、少しずつではあるものの価格重視で買物をする客が増えている。,
,,□,一般小売店［酒類］（経営者）,お客様の様子,・猛暑のせいか人の出歩きが良くない。電話による注文があるのみで、酒の動きも芳しくない。,
,,□,一般小売店［食料雑貨］（経営者）,来客数の動き,・客は特別な理由があって大型ショッピングセンターの店を選んでいるようには思えず、来客数は良くも悪くもない。,
,,□,一般小売店［靴・履物］（店長）,来客数の動き,・相変わらず来客数は前年を割り、バーゲンの影響もあるが単価も低くなっている。,
,,□,一般小売店［鞄・袋物］（従業員）,お客様の様子,・暑さに非常に左右されており、夏のトラベル需要は好調であるが、日用品の動きは非常に悪い。秋物も全く動いていない。,
,,□,一般小売店［ＣＤ］（営業担当）,単価の動き,・来客数、客単価共に大きな変化はなく、安定している。,
,,□,一般小売店［茶］（営業担当）,お客様の様子,・仏事や法事に茶を購入する客が目立っている。売上は前年をクリアしているが、来客数は伸びがなく前年並みに推移している。,
,,□,一般小売店［文具］（販売企画担当）,来客数の動き,・非常に暑く、店の前を通る客の数が極端に少ないが、売上としては客単価含めてそれほど悪くはない。,
,,□,百貨店（管理担当）,来客数の動き,・前月比でほぼ横ばいに推移しており、大口顧客も以前に比べて変動はない。,
,,□,百貨店（売場主任）,販売量の動き,・暑いせいか、来客数、売上共になかなか伸びず、景気が良くなっているという実感はない。,
,,□,百貨店（総務担当）,お客様の様子,・猛暑により夏物衣料の売上は好調に推移しているが、全般的に客の財布のひもは固い。,
,,□,百貨店（総務担当）,お客様の様子,・相変わらず購買態度は慎重である。,
,,□,百貨店（販売促進担当）,お客様の様子,・前半は夏物セールが引き続き好調で売上が良かったが、猛暑が続いたためか中旬以降は来客数が減ってきており、売上につながっていない。,
,,□,百貨店（販売管理担当）,お客様の様子,・来客数は前年とほぼ同様であるが、客の商品や価格に対する目がシビアになっている。,
,,□,スーパー（店長）,販売量の動き,・売上は前年並みである。,
,,□,スーパー（統括）,お客様の様子,・前年の売上は何とかクリアしているが、ここ１～２か月で来客数や販売量の変化は見られず、景気は停滞している。,
,,□,コンビニ（エリア担当）,販売量の動き,・天候に恵まれ人出が多くなり、ファストフード、飲料、アイス等を中心に販売量が大きく伸張したが、高単価商品を中心に動きは良くない。,
,,□,衣料品専門店（営業担当）,お客様の様子,・暑さが異常に厳しく客が少なく、非常に販売量が少なくなっている。,
,,□,衣料品専門店（営業担当）,販売量の動き,・夏物クリアランスセール品と秋物の薄手ジャケットが売れている。秋物立ち上がりもまずまずである。,
,,□,家電量販店（経営者）,販売量の動き,・猛暑の影響で季節家電を中心に白物家電製品が好調に推移し、省エネタイプを中心に売れている。一方でパソコンは７月には復調の兆しを見せたが、勢いがなくなっている。,
,,□,乗用車販売店（経営者）,販売量の動き,・整備は順調に入っているが、販売があまり芳しくなく、前年より２割ほど減少している。,
,,□,乗用車販売店（渉外担当）,販売量の動き,・新商品投入により販売増を見込んだが、ガソリン価格上昇等の影響で低燃費車の売行きは好調であったものの全体の底上げに苦戦している。,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・中旬まで非常に良い成績で推移してきたが、後半になって夏物の動きが止まり、まだ暑いため次シーズン商品も売れない。,
,,□,その他専門店［雑貨］（従業員）,販売量の動き,・夏のセールの期間もあまり販売量の増加がない。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・ランチ客と夜の接待客が増加し、夏の団体宿泊が重ならずに集客できたことで、レストランの来客数、宿泊の利用人数共に前年を上回っている。宴会部門、特に婚礼は当社のハード部分が古いこともあり、若い女性の支持をなかなか得られず苦戦しており、全体としては変わらない。,
,,□,旅行代理店（従業員）,来客数の動き,・秋の旅行シーズンの見積が増えてきている。,
,,□,タクシー（団体役員）,お客様の様子,・企業等が盆休みに入り、夕方からの利用客が極端に少ないが、猛暑の影響か昼間は駅構内、流し営業共に利用客は多い。,
,,□,通信会社（経営者）,販売量の動き,・受注案件は多少多くなっているが、契約に至るまでは時間が掛かる。,
,,□,通信会社（営業担当）,お客様の様子,・夏のボーナス商戦が終わり夏休みに入ってからは、あまり量販店等でにぎわいを感じない。,
,,□,通信会社（営業担当）,販売量の動き,・テレビ加入は依然厳しい状況にあるが、インターネットと電話加入は好調に推移している。,
,,□,通信会社（営業担当）,販売量の動き,・契約件数は増加したが、解約件数の増加も相変わらず多く純増ベースでは横ばいの状況である。,
,,□,通信会社（営業担当）,お客様の様子,・依然として解約数は横ばい状態にあり、減少傾向になる気配もない。,
,,□,競馬場（職員）,販売量の動き,・売上は前年度比96％で、旧盆の時期であったにもかかわらず伸びがみられない。,
,,□,住宅販売会社（従業員）,販売量の動き,・今年も例年と変わらず大きな変化はない。ユーザーの購買意欲を上げる材料が少ない。,
,,□,住宅販売会社（従業員）,販売量の動き,・土地分譲がそれなりにまだ続いている。,
,,□,住宅販売会社（従業員）,販売量の動き,・販売量は目標の約70％に過ぎず、前月よりは回復したもののここ数か月は低迷が続いている。,
,,▲,百貨店（営業担当）,来客数の動き,・気温が非常に高かったため外出を控える人が多く、影響が大きい。アパレル商材についてはバーゲン品の動きが非常に悪く、秋物商材については紹介期にあたり、食料品については安全性問題の報道が目立ち客が購入に慎重になっていることから、消費の勢いは弱くなっている。,
,,▲,百貨店（店長）,販売量の動き,・来客数は前年比104％増だが、記録的な猛暑のため秋物商材の動き出しが遅く、買上率が低い。,
,,▲,スーパー（統括）,来客数の動き,・日替わり商品の卵やしょうゆ等、価格を強調した商品については、朝から行列を作るが、それ以外の商品を購入する傾向はあまり見られない。,
,,▲,コンビニ（経営者）,販売量の動き,・デイリー商品の売上が落ち、特に弁当が売れなくなってきている。客は昼の単価を下げる工夫をしている。,
,,▲,コンビニ（経営者）,競争相手の様子,・同業の店舗が増え、販売量が落ちている。,
,,▲,衣料品専門店（経営者）,お客様の様子,・猛暑のため日中の来客数が少なく、購買に対する意欲が低く客単価も低下している。,
,,▲,乗用車販売店（店長）,単価の動き,・新型ＳＵＶが発表になり、来客数は非常に増えているが、コンパクトカー等単価の安いものが売れている。,
,,▲,乗用車販売店（販売担当）,販売量の動き,・トラックの販売量は、環境規制がほぼ対応し終わり買い控えが出てきているため、前年比で約４割ほどダウンしている。原油も高く人件費も高騰しているなか、トラックに対する設備投資ができないという状況である。,
,,▲,その他専門店［服飾雑貨］（統括）,お客様の様子,・来客数は順調に伸びているものの、財布のひもが固く、客単価が低調である。,
,,▲,一般レストラン（経営者）,来客数の動き,・行事が無くケータリングもほとんど無いため、売上が店のみとなり、悪くなっている。,
,,▲,一般レストラン（経営者）,来客数の動き,・猛暑で日中のランチタイムは遠方からの客足が遠のき、客は冷房の効いた店内で汗が引くまでゆっくりするため一回転で終わる状況である。,
,,▲,旅行代理店（従業員）,お客様の様子,・夏休み分散化のせいか、３～４週目までの電話問い合わせや見積依頼が非常に少ない。,
,,▲,タクシー運転手,お客様の様子,・各企業で夏休みを取っていること、接待が少ないこと、あまりの暑さで客が外に出ないことが原因となり、今月はあまり良くない。,
,,▲,設計事務所（経営者）,それ以外,・行政からは耐震診断や構造の仕事のみ発注が出ている。意匠設計を中心としているところは仕事はあるものの良くはない。,
,,×,商店街（代表者）,来客数の動き,・大型店との兼ね合いもあるが来客数が減少している。消費者の財布のひもの緩め方が非常に悪く、購買力が低下している。,
,,×,スーパー（店長）,来客数の動き,・来客数が前年と比べて150人前後低下している。競合状況を確認しても多く入っている様子はなく、単価は前年をクリアしているが、客数減が売上を大きく左右している。,
,,×,コンビニ（経営者）,それ以外,・お中元、サマーギフトの売上が前年比68％、通常の売上が前年比90％前半で大変厳しい状態が続き低迷している。従業員不足が続き、パート、アルバイトの時給を大幅アップせざるを得ず、フランチャイズ加盟店として経営が成り立たない状態が続いている。,
,,×,衣料品専門店（経営者）,お客様の様子,・あまりにも暑すぎたせいで、来客数が減っている。おしゃれな物よりも、実用品で安価な物であれば買上点数も増えているようであるが、全体として客単価、商品単価共に下がっている。,
,,×,その他小売［生鮮魚介卸売］（営業）,販売量の動き,・この猛暑で生鮮食料品の消費が落ちている。,
,,×,旅行代理店（経営者）,お客様の様子,・客からの照会、問い合わせのみで、実行に移す話が少ない。,
,,×,住宅販売会社（経営者）,販売量の動き,・この猛暑の７～８月は建売住宅が１棟も売れず、土地分譲も１区画も売れていない。住宅を見に来る人も少なく、周りの業者も当地区では軒並み良くない。,
"企業
動向
関連

(南関東)",,◎,－,－,－,
,,○,金融業（審査担当）,取引先の様子,・企業は金利上昇をにらみ、５～20年の長期間、固定金利で調達しようとしており、依然として資金調達ニーズは旺盛である。,
,,□,出版・印刷・同関連産業（営業担当）,受注価格や販売価格の動き,・受注件数、売上共に前年同月を上回っているが、納期が短くなり残業が増え、利益率を圧迫している。,
,,□,金属製品製造業（経営者）,取引先の様子,・大きな設備投資は無く、消耗品等の部品加工がいつものように流れてきている。,
,,□,その他製造業［ゲーム］（経営者）,受注量や販売量の動き,・相次いで発売されたハードウェアの投入効果もここへ来て一段落し、年末には値下げされるとのアナウンスがあるため買い控えもある。,
,,□,建設業（経理担当）,受注価格や販売価格の動き,・現場は忙しく動いているが、受注競争が激しく望む価格で受注できない上、材料は上げ止まっており、利益を生み出すのが大変である。,
,,□,金融業（審査担当）,取引先の様子,・取引先のガソリンスタンドは、卸値が上昇しているものの近隣競合との価格競争があり、思うように販売価格への転嫁ができず、利益の上がらない状態が続いている。,
,,□,不動産業（総務担当）,取引先の様子,・オフィスの満室状態が続いており、賃料改定交渉もスムーズに進んでいる。,
,,□,税理士,取引先の様子,・猛烈な暑さで冷蔵庫、クーラー等家電販売の売上が良かったが、衣類、建設、飲食の売上は伸び悩んでいる。,
,,□,経営コンサルタント,取引先の様子,・小売店でも猛暑の影響がプラスに出ているところとそうでないところとの差があり、二極分化が進んでいる。,
,,□,社会保険労務士,取引先の様子,・資金繰りの厳しい会社が見られる。,
,,▲,出版・印刷・同関連産業（経営者）,取引先の様子,・得意先から発注される仕事量が非常に少なくなっている。,
,,▲,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・個人需要はやや伸びてきているが、法人需要が非常に下がってきている。,
,,▲,電気機械器具製造業（経営者）,受注価格や販売価格の動き,・金属の価格が高騰し仕入原価が上がっているのに、価格改定交渉が難攻している。,
,,▲,電気機械器具製造業（経営者）,取引先の様子,・全国からの引き合い件数が非常に減っている。,
,,▲,輸送業（営業統括）,それ以外,・燃料が上がり、利益的な部分で採算が合わないところが出てきている。,
,,▲,金融業（支店長）,取引先の様子,・法人関係の取引先の倒産、個人客の自己破産が増えてきている。,
,,▲,その他サービス業［廃棄物処理］（経営者）,受注量や販売量の動き,・顧客先工場等の稼働率が悪くなってきた影響で、受注量は前年より10％程度下回っている。,
,,▲,その他サービス業［情報サービス］（従業員）,受注量や販売量の動き,・通信系設備投資に関連する問い合わせ、提案機会、概算見積提出等の件数はある程度あるものの、受注にまで結び付く案件が少なくなってきている。,
,,×,建設業（経営者）,受注量や販売量の動き,・行政での審査のため、受注が２か月ほど止まっている。リフォーム、改修、木造は動いているが、現在動いている現場は改正前の申請であり、新規物件の受注はぱったりと止まっている。,
,,×,輸送業（総務担当）,それ以外,・軽油等の高騰によるコスト高が続き、運賃に転嫁できないため採算が取れない状態である。,
"雇用
関連

(南関東)",,◎,－,－,－,
,,○,人材派遣会社（営業担当）,求人数の動き,・人材派遣、人材紹介どちらとも求人の要請が強く派遣スタッフの枯渇状況がますます強くなってきている。,
,,○,求人情報誌製作会社（営業担当）,求人数の動き,・採用数を増やす企業が若干増えている。,
,,○,求人情報誌製作会社（広報担当）,求人数の動き,・人を採用しようとする企業が多く、求人媒体は好調である。それだけ仕事があるということで、景気は良い。,
,,○,職業安定所（職員）,求人数の動き,・新規求人数はフルタイム、パート求人共に前月と比較して増加している。有効求人数はフルタイム求人が増加し、パート求人は減少傾向にあり、合計では増加傾向を示している。,
,,○,学校［専修学校］（就職担当）,求人数の動き,・求人獲得件数が前年同月比で約10％程度伸びている。,
,,□,人材派遣会社（支店長）,それ以外,・受注は前年と比べて堅調だが、働く側の派遣スタッフが不足しており、成約スタートしても常に条件の良い仕事を探している傾向が顕著にあり定着率が下がっている。,
,,□,人材派遣会社（支店長）,求職者数の動き,・派遣や紹介予定派遣で就業を希望して登録に来る人数が減っており、３か月前と変わらない状況で、登録の予約を入れてもキャンセルする人がしばしば見られる。,
,,□,求人情報誌製作会社（編集者）,採用者数の動き,・臨時雇用者の社員化等、人材確保の手法に工夫が見られるが、正社員採用のための広告予算は増えていない。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年同月比５％で減少している。産業別に見ると建設業で前年同月比30％減で、運輸業、製造業でも減少が目立っている。有効求人数は前年同月比の減少幅が小さくなっている。一方有効求職者数は前年同月比10％以上の減少が続いているため、求人倍率は１倍を超しているが、相変わらず派遣、請負が増加している。,
,,□,職業安定所（職員）,求人数の動き,・新規求人が増加傾向にあり、特に中小企業で条件緩和等の求人条件の変更が多く見受けられるが、求職者の希望条件とはまだ開きがある。,
,,□,民間職業紹介機関（職員）,採用者数の動き,・転職者数はほぼ横ばいで落ち着きをみせており、しばらくこの状況が続く。,
,,□,学校［短期大学］（就職担当）,求人数の動き,・求人票は７月より件数が減少したが、前年度よりも多く届いている。,
,,▲,職業安定所（所長）,求人数の動き,・新規求人数が６月から前年同月比で減少に転じている。とりわけパートタイムの減少幅が大きく、企業に充足感が広がってきている。,
,,×,－,－,－,
,,,,,,
　５．東海（地域別調査機関：三菱ＵＦＪリサーチ＆コンサルティング（株））,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東海)",,◎,＊,＊,＊,
,,○,一般小売店［薬局］（経営者）,販売量の動き,・駅前に立地する当店では、土日は来客数が少ないが平日の来客数は増えており、非常に忙しい。数点をまとめ買いする客も、以前に比べて増えている。,
,,○,スーパー（経営者）,販売量の動き,・中国産野菜が売れなくなり、国産野菜の売上が増加している。そのため、単価が上昇している。,
,,○,スーパー（総務担当）,単価の動き,・前年同月比で、客単価は3.6％上昇しており、来客数は1.8％増加している。,
,,○,コンビニ（エリア担当）,単価の動き,・客単価が上昇している。新商品や催事商品の動きも良い。,
,,○,コンビニ（エリア担当）,それ以外,・売上は、前年同月比100％はクリアできていない。しかし、前月比では改善傾向にある。,
,,○,コンビニ（店長）,販売量の動き,・８月に入ってからの記録的な猛暑により、飲料水の売上が記録的に伸びている。,
,,○,家電量販店（店員）,販売量の動き,・暑い日が続いており、エアコンがよく動いている。特にお盆時期の動きが良い。,
,,○,乗用車販売店（従業員）,販売量の動き,・６月に発売された新型車の販売が好調であり、前年同月を上回る受注実績を確保している。中越沖地震による生産の遅れがまだ車種によっては見られるが、来客数もまずまずである。お盆休み明けの月後半も、店舗の雰囲気は良い。,
,,○,住関連専門店（営業担当）,販売量の動き,・民間の設備投資に伴う、工場、オフィス、商業施設関連の需要が増加している。住宅は、持ち家の販売数は減少しているものの、アパートは増加している。,
,,○,その他小売［水産物卸売］（経理担当）,販売量の動き,・受注量は、多少なりとも増加している。,
,,○,観光型ホテル（販売担当）,来客数の動き,・８月は例年直前予約が多いが、今年は前年を上回る個人予約があり、宿泊数は大幅に増えている。,
,,○,都市型ホテル（営業担当）,お客様の様子,・法人客との商談の中で、設備投資を今後更に強化していくという話が増えている。,
,,○,旅行代理店（経営者）,単価の動き,・選挙が終わり、旅行する客が増えている。,
,,○,旅行代理店（経営者）,販売量の動き,・夏商品の販売は、梅雨明けが遅れたことと選挙の影響により、不調であった。しかし秋から年末年始にかけての商品は、問い合わせ、販売共に順調に伸びている。,
,,○,旅行代理店（従業員）,お客様の様子,・夏休み期間中は、高校野球や都市対抗野球等のスポーツイベントの観戦ツアーに、多数の参加があった。金銭的、時間的に余裕のある客が増えている。,
,,○,美顔美容室（経営者）,来客数の動き,・猛暑で来客数が減少すると思っていたが、汗で肌荒れしているとか、すっきりしたいとかの理由で、手入れの回数を増やす客が多くなっている。,
,,□,商店街（代表者）,単価の動き,・お盆過ぎの販売量が、例年に比べて極端に減っている。,
,,□,一般小売店［土産］（経営者）,来客数の動き,・大きな天候の崩れもなく、観光客数は前年同月比10％程度の増加を維持している。,
,,□,一般小売店［生花］（経営者）,来客数の動き,・お盆は忙しかったが、ほかの日は来客数の落ち込みが目立っている。猛暑日が多く、花持ちが悪かったことが原因として考えられる。,
,,□,百貨店（売場主任）,お客様の様子,・月の前半はバーゲンもそこそこ好調であったが、中旬から厳しくなっている。プロパーの晩夏物の動きが鈍い。購買意欲が感じられない。,
,,□,百貨店（企画担当）,販売量の動き,・中旬の猛暑により来客数が伸び悩んでおり、お盆の帰省土産が苦戦している。浴衣、水着等も苦戦している。しかし全体としては、購買客数、購買単価、売上共に、前年を上回っている。,
,,□,百貨店（販売担当）,お客様の様子,・男性向けのギフト単価は、やや低下している。ただし、キャリア層の購買意欲は引き続き高く、トータルの売上は安定している。,
,,□,スーパー（経営者）,お客様の様子,・暑さの影響で、野菜が不作のため値上がりしており、野菜が割安な当店の売上は増加している。ただし、客が安い店に集中する傾向は相変わらずであり、全体の景気は変わっていない。,
,,□,スーパー（店長）,単価の動き,・以前に比べて、バーゲン品の売行きが思わしくない。また、全体的に単品単価が上昇している割には、客単価の伸びはあまりない。,
,,□,スーパー（販売担当）,それ以外,・いろいろな対策を考えているが、売上は思うように伸びていない。,
,,□,コンビニ（経営者）,販売量の動き,・猛暑に伴うビール、飲料水の売上増を期待したが、結果的には前年並みである。飲食店のアルコール飲料の売上も良くない。,
,,□,コンビニ（エリア担当）,来客数の動き,・客単価が低下しているが、来客数は増えている。ただし、暑さにより、一時的に増えたことも考えられる。,
,,□,コンビニ（店長）,販売量の動き,・猛暑の影響で飲料水、アイスクリームの売上が前年と比べて10％以上も伸びている。ただし、その他の落ち込みがあるため、全体としては前年並みである。,
,,□,衣料品専門店（企画担当）,販売量の動き,・猛暑で夏物が売れているが、晩夏初秋物は売れていない。全体の販売量は、引き続き変わっていない。,
,,□,衣料品専門店（販売企画担当）,販売量の動き,・業界の淘汰が進んでいるが、相変わらず低い水準で安定しているといった状況である。,
,,□,衣料品専門店（売場担当）,来客数の動き,・お盆で来客数が増え、夏物商戦は少し好調になったものの、お盆過ぎの来客数は激減している。連日猛暑が続いているため、秋物商戦は不調である。,
,,□,家電量販店（店員）,販売量の動き,・猛暑の影響でエアコンの売上が大きく伸びているが、テレビやパソコンの売行きが悪く、全体ではほぼ前年並みである。,
,,□,乗用車販売店（経営者）,販売量の動き,・７月の動きが鈍かった分、前半は好調であったが、後半は暑さのためか、動きが少し止まっている。,
,,□,乗用車販売店（従業員）,来客数の動き,・中越沖地震の影響はあったが、来客数は前年並みにあり、特に苦しい印象はない。,
,,□,乗用車販売店（従業員）,来客数の動き,・今月は、客の動きが少し良い。ただし価格的には厳しく、本格的に良くなっている感じではない。,
,,□,乗用車販売店（営業担当）,販売量の動き,・販売量が、引き続き減少傾向にある。,
,,□,スナック（経営者）,来客数の動き,・今年は大型のお盆休みを取る企業が多く、お盆明けの街の人通りも少ない。来客数も減少しており、売上は伸び悩んでいる。,
,,□,都市型ホテル（支配人）,それ以外,・宿泊予約の状況は、件数は好調であるが、単価の上昇は大きくない。,
,,□,旅行代理店（経営者）,来客数の動き,・秋と正月の旅行の販売時期であるが、動きは今一つ少ない。,
,,□,旅行代理店（従業員）,単価の動き,・来客数は増えているが、目玉商品しか売れていない。,
,,□,タクシー運転手,お客様の様子,・夜の繁華街は、月の前半は人通りも多く忙しかったが、お盆休みの中ごろ以降はやや暇である。また、今年は気温が高いため、日中の客が少なくなっている。,
,,□,タクシー運転手,来客数の動き,・繁華街の人出は少なく、景気が良いとか仕事が忙しいという話も聞かなくなっている。,
,,□,通信会社（企画担当）,販売量の動き,・新規契約は依然として伸び悩んでおり、有料のオプション契約数も減少している。消費者は節約傾向にある。,
,,□,通信会社（営業担当）,単価の動き,・通信回線の光化が進むなどサービスは向上しているが、収益は減少傾向にある。,
,,□,テーマパーク（職員）,来客数の動き,・来場者数は、平日を中心に10％ほど伸びていた３か月前と比べて、若干落ちこんでいる。記録的な猛暑の影響もある。,
,,□,ゴルフ場（経営者）,単価の動き,・来場者数は増えてきているが、客単価は低下傾向が続いている。料金を下げないと、競争力は保てない。,
,,□,ゴルフ場（企画担当）,来客数の動き,・猛暑の影響で、来場者数、売上共に伸び悩んでいる。ただし、山間部のゴルフ場の客の入りは良く、景気が悪くなっているとも言えない。,
,,□,住宅販売会社（従業員）,お客様の様子,・借入金利の上昇に対する意識が薄れてきており、住宅購入に積極的ではなくなってきている。,
,,□,住宅販売会社（従業員）,単価の動き,・高級賃貸マンションは、ファミリータイプはそれなりの入居があるものの、独身者用や新婚者用の１ＬＤＫ、２ＬＤＫタイプの入居が思わしくない。,
,,▲,商店街（代表者）,来客数の動き,・まんじゅうの製造販売をしているが、稼ぎ時のお盆期間に連日猛暑が続いた上に、他地域での菓子の品質管理問題が影響して、例年の伸びがない。また、祭り期間中の商店街への来客数も、例年より少ない。,
,,▲,商店街（代表者）,販売量の動き,・お盆は商品がよく動く時期であるが、その前後の時期の来客数が、例年より少ない。また、来客数はあっても客単価が伸びておらず、売上は増加していない。その分、利益も減少している。,
,,▲,一般小売店［酒類］（経営者）,来客数の動き,・お盆過ぎの飲食店の来客数が、前年に比べて減少している。,
,,▲,一般小売店［自然食品］（経営者）,来客数の動き,・例年８月は販売量が落ち込むが、今年は例年以上に落ち込んでいる。,
,,▲,一般小売店［酒類］（経営者）,来客数の動き,・冷飲料が売れる時期であるが、今年は猛暑のため商店街へ来る客が減っており、売上は伸び悩んでいる。,
,,▲,一般小売店［贈答品］（経営者）,お客様の様子,・ガソリンを始め様々な物価が値上がりしているため、消費者には節約意識が出ている。贈答品も、金額をよく考えて購入している。,
